Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.445697,[23  8] ; [20 57],[12.34259259 18.65740741] ; [30.65740741 46.34259259],1
u3,1,0.318071,0.996863,[9 5] ; [18 19],[7.41176471 6.58823529] ; [19.58823529 17.41176471],0
r4,1,0.354194,0.858375,[22  9] ; [48 30],[19.90825688 11.09174312] ; [50.09174312 27.90825688],0
b4,1,0.378298,0.776226,[15 16] ; [45 33],[17.06422018 13.93577982] ; [42.93577982 35.06422018],0
v4,1,0.38998,0.739003,[25  6] ; [56 21],[23.25  7.75] ; [57.75 19.25],0
n1,1,0.39007,0.738723,[3 8] ; [15 21],[4.21276596 6.78723404] ; [13.78723404 22.21276596],0
r2,1,0.41673,0.659519,[27  4] ; [62 15],[25.5462963  5.4537037] ; [63.4537037 13.5462963],0
v1,1,0.42381,0.639727,[ 9 22] ; [17 61],[ 7.39449541 23.60550459] ; [18.60550459 59.39449541],0
b2,1,0.44557,0.581896,[ 4 15] ; [16 37],[ 5.27777778 13.72222222] ; [14.72222222 38.27777778],0
b3,1,0.44557,0.581896,[ 4 15] ; [16 37],[ 5.27777778 13.72222222] ; [14.72222222 38.27777778],0
n2,1,0.472787,0.515455,[7 4] ; [19 18],[5.95833333 5.04166667] ; [20.04166667 16.95833333],0
p10,1,0.488106,0.480699,[ 8 23] ; [15 61],[ 6.6635514 24.3364486] ; [16.3364486 59.6635514],0
s5,1,0.512871,0.428205,[ 6 25] ; [11 66],[ 4.87962963 26.12037037] ; [12.12037037 64.87962963],0
d2,1,0.523391,0.407206,[17 14] ; [37 40],[15.5 15.5] ; [38.5 38.5],0
a6,1,0.52457,0.4049,[15 16] ; [43 35],[16.49541284 14.50458716] ; [41.50458716 36.49541284],0
p5,1,0.567486,0.326907,[ 2 29] ; [ 3 74],[ 1.43518519 29.56481481] ; [ 3.56481481 73.43518519],0
n4,1,0.628698,0.233831,[21 10] ; [49 29],[19.90825688 11.09174312] ; [50.09174312 27.90825688],0
n5,1,0.641652,0.216589,[19 12] ; [44 34],[17.91743119 13.08256881] ; [45.08256881 32.91743119],0
b1,1,0.689596,0.159523,[18 13] ; [42 36],[17.06422018 13.93577982] ; [42.93577982 35.06422018],0
a5,1,0.739684,0.110404,[16 15] ; [43 35],[16.77981651 14.22018349] ; [42.22018349 35.77981651],0
a2,1,0.741216,0.109061,[ 4 27] ; [12 66],[ 4.55045872 26.44954128] ; [11.44954128 66.55045872],0
a7,1,0.780563,0.07761,[18 13] ; [43 35],[17.34862385 13.65137615] ; [43.65137615 34.34862385],0
a8,1,0.816037,0.054124,[ 2 28] ; [ 6 69],[ 2.28571429 27.71428571] ; [ 5.71428571 69.28571429],0
a1,1,0.822696,0.050211,[ 2 29] ; [ 6 72],[ 2.27522936 28.72477064] ; [ 5.72477064 72.27522936],0
a3,1,0.880689,0.022529,[17 14] ; [41 36],[16.64814815 14.35185185] ; [41.35185185 35.64814815],0
a4,1,0.894649,0.017536,[11 20] ; [28 48],[11.29906542 19.70093458] ; [27.70093458 48.29906542],0
