Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.445697,[23  8] ; [20 57],[12.34259259 18.65740741] ; [30.65740741 46.34259259],1
s3,1,4.5e-05,16.645028,[23  8] ; [24 53],[13.49074074 17.50925926] ; [33.50925926 43.49074074],1
s7,1,0.001865,9.677734,[13 14] ; [13 61],[ 6.95049505 20.04950495] ; [19.04950495 54.95049505],0
s8,1,0.016103,5.791633,[ 9 22] ; [ 8 69],[ 4.87962963 26.12037037] ; [12.12037037 64.87962963],0
p8,1,0.024819,5.036502,[13 18] ; [16 61],[ 8.32407407 22.67592593] ; [20.67592593 56.32407407],0
p3,1,0.025199,5.010178,[13 17] ; [17 61],[ 8.33333333 21.66666667] ; [21.66666667 56.33333333],0
s1,1,0.045594,3.996535,[ 6 25] ; [ 5 72],[ 3.15740741 27.84259259] ; [ 7.84259259 69.15740741],0
d1,1,0.057177,3.617426,[16 15] ; [25 53],[11.66055046 19.33944954] ; [29.33944954 48.66055046],0
n6,1,0.059163,3.560699,[23  8] ; [42 35],[18.65740741 12.34259259] ; [46.34259259 30.65740741],0
p4,1,0.068316,3.32303,[15 16] ; [23 54],[10.90740741 20.09259259] ; [27.09259259 49.90740741],0
u2,1,0.090277,2.86943,[9 5] ; [14 23],[6.31372549 7.68627451] ; [16.68627451 20.31372549],0
r3,1,0.093136,2.819313,[26  5] ; [53 25],[22.46788991  8.53211009] ; [56.53211009 21.46788991],0
s4,1,0.102136,2.671876,[ 9 20] ; [13 65],[ 5.96261682 23.03738318] ; [16.03738318 61.96261682],0
r1,1,0.114197,2.49516,[24  7] ; [48 30],[20.47706422 10.52293578] ; [51.52293578 26.47706422],0
v3,1,0.11768,2.447935,[ 9 22] ; [12 64],[ 6.08411215 24.91588785] ; [14.91588785 61.08411215],0
p1,1,0.118102,2.442311,[ 5 26] ; [ 5 72],[ 2.87037037 28.12962963] ; [ 7.12962963 69.87037037],0
p7,1,0.127216,2.326154,[16 14] ; [29 49],[12.5 17.5] ; [32.5 45.5],0
p11,1,0.152097,2.051091,[17 14] ; [31 47],[13.65137615 17.34862385] ; [34.34862385 43.65137615],0
b5,1,0.153898,2.03318,[19 12] ; [36 42],[15.64220183 15.35779817] ; [39.35779817 38.64220183],0
u1,1,0.187107,1.740251,[ 5 26] ; [ 6 72],[ 3.12844037 27.87155963] ; [ 7.87155963 70.12844037],0
p2,1,0.191701,1.704496,[19 12] ; [37 41],[15.9266055 15.0733945] ; [40.0733945 37.9266055],0
n3,1,0.194329,1.684492,[4 7] ; [20 14],[5.86666667 5.13333333] ; [18.13333333 15.86666667],0
d5,1,0.21101,1.564484,[23  8] ; [48 30],[20.19266055 10.80733945] ; [50.80733945 27.19266055],0
p6,1,0.216035,1.530518,[ 8 23] ; [12 65],[ 5.74074074 25.25925926] ; [14.25925926 62.74074074],0
d4,1,0.243573,1.359795,[22  9] ; [46 32],[19.33944954 11.66055046] ; [48.66055046 29.33944954],0
d3,1,0.261855,1.258922,[18 13] ; [36 42],[15.35779817 15.64220183] ; [38.64220183 39.35779817],0
