Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000417,12.455071,[27 11] ; [ 8 21],[19.85074627 18.14925373] ; [15.14925373 13.85074627],1
b5,1,0.000942,10.93778,[25 13] ; [ 8 23],[18.17391304 19.82608696] ; [14.82608696 16.17391304],1
r3,1,0.001118,10.621392,[34  4] ; [17 14],[28.08695652  9.91304348] ; [22.91304348  8.08695652],0
v4,1,0.002876,8.884514,[32  4] ; [17 13],[26.72727273  9.27272727] ; [22.27272727  7.72727273],0
v1,1,0.009069,6.80926,[23 15] ; [ 9 22],[17.62318841 20.37681159] ; [14.37681159 16.62318841],0
p10,1,0.02165,5.273685,[22 15] ; [ 9 20],[17.37878788 19.62121212] ; [13.62121212 15.37878788],0
r4,1,0.02936,4.74637,[27 11] ; [14 17],[22.57971014 15.42028986] ; [18.42028986 12.57971014],0
s6,1,0.037228,4.339945,[21 17] ; [ 9 21],[16.76470588 21.23529412] ; [13.23529412 16.76470588],0
s8,1,0.041038,4.174447,[13 25] ; [ 4 27],[ 9.36231884 28.63768116] ; [ 7.63768116 23.36231884],0
u2,1,0.052068,3.773589,[12  2] ; [9 8],[9.48387097 4.51612903] ; [11.51612903  5.48387097],0
p7,1,0.061906,3.485563,[21 15] ; [11 20],[17.19402985 18.80597015] ; [14.80597015 16.19402985],0
p2,1,0.072341,3.229078,[23 13] ; [13 18],[19.34328358 16.65671642] ; [16.65671642 14.34328358],0
r1,1,0.08555,2.956177,[25 13] ; [14 17],[21.47826087 16.52173913] ; [17.52173913 13.47826087],0
p8,1,0.095715,2.77553,[14 23] ; [ 6 25],[10.88235294 26.11764706] ; [ 9.11764706 21.88235294],0
s5,1,0.125193,2.351121,[11 26] ; [ 4 25],[ 8.40909091 28.59090909] ; [ 6.59090909 22.40909091],0
a3,1,0.134938,2.234757,[24 14] ; [14 17],[20.92753623 17.07246377] ; [17.07246377 13.92753623],0
a5,1,0.170926,1.874807,[21 17] ; [12 19],[18.17391304 19.82608696] ; [14.82608696 16.17391304],0
p6,1,0.180976,1.789588,[10 23] ; [ 5 26],[ 7.734375 25.265625] ; [ 7.265625 23.734375],0
v2,1,0.230827,1.43576,[16 19] ; [ 9 20],[13.671875 21.328125] ; [11.328125 17.671875],0
a1,1,0.26257,1.255154,[ 2 36] ; [ 4 27],[ 3.30434783 34.69565217] ; [ 2.69565217 28.30434783],0
a4,1,0.271827,1.207505,[10 28] ; [12 19],[12.11594203 25.88405797] ; [ 9.88405797 21.11594203],0
b4,1,0.313282,1.016788,[23 15] ; [15 16],[20.92753623 17.07246377] ; [17.07246377 13.92753623],0
p4,1,0.331386,0.943475,[17 19] ; [11 20],[15.04477612 20.95522388] ; [12.95522388 18.04477612],0
s7,1,0.350854,0.870367,[13 24] ; [ 6 19],[11.33870968 25.66129032] ; [ 7.66129032 17.33870968],0
b1,1,0.365028,0.820522,[23 15] ; [22  9],[24.7826087 13.2173913] ; [20.2173913 10.7826087],0
s3,1,0.385382,0.753463,[23 15] ; [15 15],[21.23529412 16.76470588] ; [16.76470588 13.23529412],0
b2,1,0.404921,0.693663,[ 8 17] ; [ 8 10],[ 9.30232558 15.69767442] ; [ 6.69767442 11.30232558],0
b3,1,0.404921,0.693663,[ 8 17] ; [ 8 10],[ 9.30232558 15.69767442] ; [ 6.69767442 11.30232558],0
a2,1,0.409076,0.681484,[ 3 35] ; [ 1 30],[ 2.20289855 35.79710145] ; [ 1.79710145 29.20289855],0
d5,1,0.430837,0.620566,[22 16] ; [15 16],[20.37681159 17.62318841] ; [16.62318841 14.37681159],0
d2,1,0.457524,0.551946,[15 23] ; [15 16],[16.52173913 21.47826087] ; [13.47826087 17.52173913],0
s4,1,0.459407,0.54734,[ 7 31] ; [ 8 23],[ 8.26086957 29.73913043] ; [ 6.73913043 24.26086957],0
n1,1,0.464214,0.535714,[8 6] ; [7 9],[7. 7.] ; [8. 8.],0
n5,1,0.516321,0.421236,[15 22] ; [15 16],[16.32352941 20.67647059] ; [13.67647059 17.32352941],0
s2,1,0.535086,0.384724,[15 23] ; [10 21],[13.76811594 24.23188406] ; [11.23188406 19.76811594],0
d3,1,0.536171,0.382683,[12 26] ; [12 19],[13.2173913 24.7826087] ; [10.7826087 20.2173913],0
v3,1,0.540291,0.375,[ 7 29] ; [ 7 20],[ 8. 28.] ; [ 6. 21.],0
p1,1,0.550165,0.357022,[ 4 34] ; [ 2 29],[ 3.30434783 34.69565217] ; [ 2.69565217 28.30434783],0
u3,1,0.576086,0.312605,[8 6] ; [8 9],[7.22580645 6.77419355] ; [8.77419355 8.22580645],0
p3,1,0.592116,0.287052,[13 24] ; [ 9 22],[11.97058824 25.02941176] ; [10.02941176 20.97058824],0
d4,1,0.649027,0.207128,[22 16] ; [19 11],[22.91176471 15.08823529] ; [18.08823529 11.91176471],0
r2,1,0.658528,0.195317,[30  7] ; [23  7],[29.26865672  7.73134328] ; [23.73134328  6.26865672],0
p5,1,0.662903,0.190016,[ 2 35] ; [ 1 30],[ 1.63235294 35.36764706] ; [ 1.36764706 29.63235294],0
a8,1,0.666062,0.186243,[ 2 34] ; [ 1 29],[ 1.63636364 34.36363636] ; [ 1.36363636 28.63636364],0
a6,1,0.698941,0.149576,[13 25] ; [12 19],[13.76811594 24.23188406] ; [11.23188406 19.76811594],0
n3,1,0.704786,0.143541,[10  5] ; [9 6],[9.5 5.5] ; [9.5 5.5],0
n4,1,0.854898,0.033443,[20 18] ; [17 14],[20.37681159 17.62318841] ; [16.62318841 14.37681159],0
s1,1,0.855101,0.033348,[ 2 35] ; [ 2 29],[ 2.17647059 34.82352941] ; [ 1.82352941 29.17647059],0
d1,1,0.864118,0.029287,[13 25] ; [10 21],[12.66666667 25.33333333] ; [10.33333333 20.66666667],0
