Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.947562,[ 6 25] ; [85 34],[18.80666667 12.19333333] ; [72.19333333 46.80666667],1
v4,1,5e-05,16.447888,[19 12] ; [108  11],[26.24666667  4.75333333] ; [100.75333333  18.24666667],1
r3,1,0.006767,7.333781,[22  9] ; [107  12],[26.66  4.34] ; [102.34  16.66],0
p6,1,0.009009,6.821053,[ 4 26] ; [44 70],[10. 20.] ; [38. 76.],0
p2,1,0.010583,6.533948,[16 15] ; [88 29],[21.78378378  9.21621622] ; [82.21621622 34.78378378],0
p10,1,0.024384,5.067085,[17 14] ; [89 29],[22.05369128  8.94630872] ; [83.94630872 34.05369128],0
p9,1,0.034209,4.484232,[19 11] ; [96 22],[23.31081081  6.68918919] ; [91.68918919 26.31081081],0
s7,1,0.046807,3.952318,[ 6 22] ; [48 67],[10.57342657 17.42657343] ; [43.42657343 71.57342657],0
n6,1,0.059004,3.565148,[20 11] ; [95 23],[23.9261745  7.0738255] ; [91.0738255 26.9261745],0
d5,1,0.073538,3.202222,[21 10] ; [98 21],[24.59333333  6.40666667] ; [94.40666667 24.59333333],0
d1,1,0.076534,3.137003,[13 18] ; [71 48],[17.36 13.64] ; [66.64 52.36],0
s8,1,0.106467,2.605901,[ 6 25] ; [41 78],[ 9.71333333 21.28666667] ; [37.28666667 81.71333333],0
s3,1,0.120554,2.410103,[10 20] ; [58 60],[13.78378378 16.21621622] ; [54.21621622 63.78378378],0
a4,1,0.128167,2.314565,[ 8 23] ; [48 70],[11.65100671 19.34899329] ; [44.34899329 73.65100671],0
d2,1,0.141197,2.164862,[10 21] ; [55 62],[13.61486486 17.38513514] ; [51.38513514 65.61486486],0
p12,1,0.144409,2.130339,[ 3 28] ; [  4 113],[ 1.46621622 29.53378378] ; [  5.53378378 111.46621622],0
p8,1,0.145757,2.116102,[ 9 22] ; [50 65],[12.52739726 18.47260274] ; [46.47260274 68.52739726],0
p3,1,0.164621,1.93126,[10 20] ; [56 62],[13.37837838 16.62162162] ; [52.62162162 65.37837838],0
u3,1,0.172821,1.8583,[4 9] ; [20 18],[6.11764706 6.88235294] ; [17.88235294 20.11764706],0
b4,1,0.180993,1.789448,[16 15] ; [77 42],[19.22 11.78] ; [73.78 45.22],0
p7,1,0.197868,1.658042,[12 19] ; [60 56],[15.18367347 15.81632653] ; [56.81632653 59.18367347],0
n4,1,0.198709,1.651838,[17 14] ; [80 39],[20.04666667 10.95333333] ; [76.95333333 42.04666667],0
a5,1,0.212129,1.556839,[16 15] ; [76 43],[19.01333333 11.98666667] ; [72.98666667 46.01333333],0
v3,1,0.229851,1.441782,[ 8 23] ; [43 72],[10.82876712 20.17123288] ; [40.17123288 74.82876712],0
n5,1,0.232839,1.423432,[17 14] ; [79 40],[19.84 11.16] ; [76.16 42.84],0
p11,1,0.252952,1.306925,[20 11] ; [89 30],[22.52666667  8.47333333] ; [86.47333333 32.52666667],0
a3,1,0.266937,1.232422,[18 13] ; [81 37],[20.59731544 10.40268456] ; [78.40268456 39.59731544],0
b5,1,0.270502,1.214201,[17 14] ; [78 41],[19.63333333 11.36666667] ; [75.36666667 43.63333333],0
