Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.8e-05,17.528845,[15 57] ; [14  6],[22.69565217 49.30434783] ; [ 6.30434783 13.69565217],1
p10,1,0.0326,4.566675,[13 61] ; [ 8 12],[16.53191489 57.46808511] ; [ 4.46808511 15.53191489],0
p11,1,0.20914,1.57737,[26 49] ; [10 10],[28.42105263 46.57894737] ; [ 7.57894737 12.42105263],0
p3,1,0.496336,0.462762,[17 58] ; [ 6 14],[18.15789474 56.84210526] ; [ 4.84210526 15.15789474],0
b1,1,0.557378,0.344265,[43 32] ; [10 10],[41.84210526 33.15789474] ; [11.15789474  8.84210526],0
