Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,124.141296,[306 108] ; [ 7 74],[261.78181818 152.21818182] ; [51.21818182 29.78181818],1
d4,1,0.0,56.653251,[367  47] ; [44 37],[343.74545455  70.25454545] ; [67.25454545 13.74545455],1
d3,1,0.0,29.251789,[338  75] ; [44 37],[319.36437247  93.63562753] ; [62.63562753 18.36437247],1
d2,1,3e-06,22.056512,[230 183] ; [22 59],[210.68016194 202.31983806] ; [41.31983806 39.68016194],1
a2,1,3.1e-05,17.370818,[149 265] ; [10 71],[132.98181818 281.01818182] ; [26.01818182 54.98181818],1
u1,1,3.3e-05,17.218056,[115 299] ; [ 5 76],[100.36363636 313.63636364] ; [19.63636364 61.36363636],1
a4,1,0.000114,14.881479,[216 197] ; [23 57],[200.21703854 212.78296146] ; [38.78296146 41.21703854],1
a6,1,0.002037,9.515878,[338  75] ; [54 27],[327.72469636  85.27530364] ; [64.27530364 16.72469636],0
a3,1,0.004251,8.173252,[314  98] ; [48 31],[303.75560081 108.24439919] ; [58.24439919 20.75560081],0
p2,1,0.006249,7.477027,[356  58] ; [59 21],[347.79352227  66.20647773] ; [67.20647773 12.79352227],0
n4,1,0.008968,6.829264,[373  40] ; [65 16],[366.18218623  46.81781377] ; [71.81781377  9.18218623],0
a5,1,0.011791,6.341979,[329  85] ; [54 27],[320.32727273  93.67272727] ; [62.67272727 18.32727273],0
p4,1,0.012222,6.278386,[280 133] ; [42 37],[270.29674797 142.70325203] ; [51.70325203 27.29674797],0
s8,1,0.018438,5.554084,[194 216] ; [26 53],[184.45807771 225.54192229] ; [35.54192229 43.45807771],0
r3,1,0.029515,4.737309,[393  17] ; [72  8],[389.08163265  20.91836735] ; [75.91836735  4.08163265],0
p3,1,0.040933,4.178795,[227 186] ; [34 46],[218.64705882 194.35294118] ; [42.35294118 37.64705882],0
p1,1,0.048018,3.90937,[ 37 376] ; [13 67],[ 41.88640974 371.11359026] ; [ 8.11359026 71.88640974],0
s1,1,0.070142,3.279692,[ 10 395] ; [ 5 74],[ 12.55165289 392.44834711] ; [ 2.44834711 76.55165289],0
n2,1,0.08282,3.008681,[61 18] ; [18  1],[63.68367347 15.31632653] ; [15.31632653  3.68367347],0
p9,1,0.109242,2.565156,[357  50] ; [64 15],[352.56584362  54.43415638] ; [68.43415638 10.56584362],0
