Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,71.244688,[31 61] ; [126  19],[60.94514768 31.05485232] ; [96.05485232 48.94514768],1
a4,1,0.0,63.545962,[10 83] ; [91 53],[39.63291139 53.36708861] ; [61.36708861 82.63291139],1
d2,1,0.0,30.584258,[20 73] ; [83 60],[40.58898305 52.41101695] ; [62.41101695 80.58898305],1
d1,1,0.0,29.730569,[19 74] ; [82 64],[39.30125523 53.69874477] ; [61.69874477 84.30125523],1
d5,1,2e-06,23.141957,[47 45] ; [117  28],[63.66244726 28.33755274] ; [100.33755274  44.66244726],1
n4,1,6e-06,20.41738,[47 46] ; [114  31],[62.91176471 30.08823529] ; [98.08823529 46.91176471],1
a6,1,1.4e-05,18.812373,[42 51] ; [106  39],[57.83193277 35.16806723] ; [90.16806723 54.83193277],1
u1,1,0.000154,14.323712,[ 3 90] ; [ 30 116],[12.84100418 80.15899582] ; [ 20.15899582 125.84100418],1
r2,1,0.004035,8.268102,[73 20] ; [131  12],[80.38983051 12.61016949] ; [123.61016949  19.38983051],0
r1,1,0.004044,8.263868,[49 44] ; [103  42],[59.39495798 33.60504202] ; [92.60504202 52.39495798],0
d4,1,0.005559,7.688009,[57 36] ; [113  32],[66.42857143 26.57142857] ; [103.57142857  41.42857143],0
s8,1,0.006952,7.285282,[16 77] ; [48 97],[25.00840336 67.99159664] ; [ 38.99159664 106.00840336],0
d3,1,0.009042,6.81442,[42 49] ; [92 53],[51.66949153 39.33050847] ; [82.33050847 62.66949153],0
s7,1,0.033509,4.519576,[24 66] ; [55 81],[31.46017699 58.53982301] ; [47.53982301 88.46017699],0
n5,1,0.034914,4.449364,[54 38] ; [105  41],[61.46218487 30.53781513] ; [97.53781513 48.46218487],0
p9,1,0.047224,3.937406,[53 38] ; [102  42],[60.0212766 30.9787234] ; [94.9787234 49.0212766],0
p11,1,0.072152,3.233373,[49 44] ; [94 52],[55.64435146 37.35564854] ; [87.35564854 58.64435146],0
r4,1,0.08371,2.991359,[64 29] ; [115  31],[69.65271967 23.34728033] ; [109.34728033  36.65271967],0
b3,1,0.087034,2.928391,[17 38] ; [42 51],[21.92567568 33.07432432] ; [37.07432432 55.92567568],0
b2,1,0.087034,2.928391,[17 38] ; [42 51],[21.92567568 33.07432432] ; [37.07432432 55.92567568],0
