Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,222.385845,[  8 139] ; [442 166],[87.61589404 59.38410596] ; [362.38410596 245.61589404],1
a7,1,0.031151,4.644626,[96 50] ; [452 154],[106.39361702  39.60638298] ; [441.60638298 164.39361702],0
r2,1,0.04037,4.20228,[137  10] ; [582  19],[141.30080214   5.69919786] ; [577.69919786  23.30080214],0
p1,1,0.041686,4.147912,[ 19 126] ; [ 47 558],[ 12.76 132.24] ; [ 53.24 551.76],0
s7,1,0.050269,3.832455,[60 79] ; [305 277],[70.36754508 68.63245492] ; [294.63245492 287.36754508],0
p7,1,0.086046,2.94683,[83 60] ; [389 203],[91.83129252 51.16870748] ; [380.16870748 211.83129252],0
s5,1,0.096831,2.756984,[41 99] ; [215 370],[49.43448276 90.56551724] ; [206.56551724 378.43448276],0
v3,1,0.112207,2.52286,[51 93] ; [251 337],[59.40983607 84.59016393] ; [242.59016393 345.40983607],0
a6,1,0.162797,1.948052,[91 55] ; [415 192],[98.10889774 47.89110226] ; [407.89110226 199.10889774],0
b1,1,0.177658,1.817105,[60 87] ; [212 396],[52.9589404 94.0410596] ; [219.0410596 388.9589404],0
p6,1,0.279529,1.169378,[49 95] ; [233 366],[54.65410498 89.34589502] ; [227.34589502 371.65410498],0
u4,1,0.318677,0.99437,[  2 145] ; [ 17 591],[  3.69933775 143.30066225] ; [ 15.30066225 592.69933775],0
p12,1,0.319506,0.990966,[ 15 128] ; [ 48 558],[ 12.02803738 130.97196262] ; [ 50.97196262 555.02803738],0
s3,1,0.329416,0.951194,[72 68] ; [337 265],[77.16981132 62.83018868] ; [331.83018868 270.16981132],0
a1,1,0.348077,0.880454,[  5 142] ; [ 32 576],[  7.20397351 139.79602649] ; [ 29.79602649 578.20397351],0
p5,1,0.384182,0.757277,[ 21 123] ; [ 72 532],[ 17.90374332 126.09625668] ; [ 75.09625668 528.90374332],0
s1,1,0.453593,0.561658,[  6 136] ; [ 18 584],[  4.58064516 137.41935484] ; [ 19.41935484 582.58064516],0
a8,1,0.463988,0.536258,[ 16 121] ; [ 77 470],[ 18.62719298 118.37280702] ; [ 74.37280702 472.62719298],0
n3,1,0.468621,0.525225,[22 11] ; [100  37],[23.68235294  9.31764706] ; [98.31764706 38.68235294],0
n2,1,0.480346,0.498077,[27  7] ; [100  36],[25.4  8.6] ; [101.6  34.4],0
b5,1,0.523971,0.40607,[85 62] ; [369 239],[88.39470199 58.60529801] ; [365.60529801 242.39470199],0
u2,1,0.593945,0.284226,[36 37] ; [76 67],[37.85185185 35.14814815] ; [74.14814815 68.85185185],0
n1,1,0.601381,0.272918,[11 22] ; [52 84],[12.30177515 20.69822485] ; [50.69822485 85.30177515],0
b4,1,0.663922,0.188794,[88 59] ; [352 256],[85.66887417 61.33112583] ; [354.33112583 253.66887417],0
s4,1,0.810186,0.05769,[ 24 121] ; [104 494],[ 24.97981157 120.02018843] ; [103.02018843 494.97981157],0
p8,1,0.880193,0.022718,[78 65] ; [322 276],[77.19298246 65.80701754] ; [322.80701754 275.19298246],0
p11,1,0.929935,0.007731,[118  29] ; [490 118],[118.37880795  28.62119205] ; [489.62119205 118.37880795],0
b2,1,0.970886,0.001332,[33 52] ; [146 228],[33.14814815 51.85185185] ; [145.85185185 228.14814815],0
b3,1,0.970886,0.001332,[33 52] ; [146 228],[33.14814815 51.85185185] ; [145.85185185 228.14814815],0
