Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,222.385845,[  8 139] ; [442 166],[87.61589404 59.38410596] ; [362.38410596 245.61589404],1
d4,1,0.0,135.782036,[71 75] ; [546  61],[119.63081009  26.36918991] ; [497.36918991 109.63081009],1
d3,1,0.0,59.4057,[62 84] ; [458 150],[100.68965517  45.31034483] ; [419.31034483 188.68965517],1
a4,1,0.0,54.26195,[ 26 118] ; [316 291],[65.57656458 78.42343542] ; [276.42343542 330.57656458],1
d2,1,0.0,50.201102,[ 34 113] ; [337 268],[72.52260638 74.47739362] ; [298.47739362 306.52260638],1
a5,1,0.0,43.969603,[76 70] ; [480 128],[107.66047745  38.33952255] ; [448.33952255 159.66047745],1
a3,1,0.0,40.273959,[72 72] ; [464 142],[102.912  41.088] ; [433.088 172.912],1
u1,1,0.0,28.373874,[  5 142] ; [137 471],[ 27.64768212 119.35231788] ; [114.35231788 493.64768212],1
a2,1,0.0,25.687232,[ 12 135] ; [171 437],[ 35.63046358 111.36953642] ; [147.36953642 460.63046358],1
n4,1,0.000614,11.734314,[103  43] ; [504 103],[117.69189907  28.30810093] ; [489.30810093 117.69189907],1
p4,1,0.000805,11.228991,[70 73] ; [388 217],[87.55882353 55.44117647] ; [370.44117647 234.55882353],1
p3,1,0.000903,11.01712,[56 89] ; [327 279],[73.94806924 71.05193076] ; [309.05193076 296.94806924],1
s6,1,0.002004,9.545593,[82 60] ; [424 172],[97.3604336 44.6395664] ; [408.6395664 187.3604336],0
r1,1,0.00318,8.701389,[106  41] ; [501 104],[118.65558511  28.34441489] ; [488.34441489 116.65558511],0
p2,1,0.003528,8.512153,[110  35] ; [519  86],[121.60666667  23.39333333] ; [507.39333333  97.60666667],0
s8,1,0.005906,7.578772,[51 94] ; [289 315],[65.82109479 79.17890521] ; [274.17890521 329.82109479],0
v1,1,0.005911,7.577137,[63 80] ; [337 256],[77.7173913 65.2826087] ; [322.2826087 270.7173913],0
p10,1,0.008983,6.826285,[107  35] ; [509  93],[117.56989247  24.43010753] ; [498.43010753 103.56989247],0
r4,1,0.016344,5.765512,[129  18] ; [569  39],[135.90198675  11.09801325] ; [562.09801325  45.90198675],0
r3,1,0.017575,5.638062,[135  12] ; [584  22],[140.3625498   6.6374502] ; [578.6374502  27.3625498],0
s2,1,0.019926,5.418367,[61 82] ; [323 281],[73.51004016 69.48995984] ; [310.48995984 293.51004016],0
p9,1,0.020571,5.362786,[113  29] ; [522  77],[121.68690958  20.31309042] ; [513.31309042  85.68690958],0
v2,1,0.021179,5.312013,[67 73] ; [344 243],[79.14718019 60.85281981] ; [331.85281981 255.14718019],0
u3,1,0.029158,4.758288,[33 41] ; [86 57],[40.58064516 33.41935484] ; [78.41935484 64.58064516],0
n5,1,0.02937,4.745776,[107  39] ; [493 113],[116.4893617  29.5106383] ; [483.5106383 122.4893617],0
