Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.305426,[ 9 26] ; [25  3],[18.88888889 16.11111111] ; [15.11111111 12.88888889],1
v3,1,0.004201,8.194709,[ 8 28] ; [16 12],[13.5 22.5] ; [10.5 17.5],0
d5,1,0.005454,7.722382,[23 13] ; [27  2],[27.69230769  8.30769231] ; [22.30769231  6.69230769],0
p10,1,0.005454,7.722382,[23 13] ; [27  2],[27.69230769  8.30769231] ; [22.30769231  6.69230769],0
d4,1,0.011246,6.426037,[23 14] ; [26  3],[27.46969697  9.53030303] ; [21.53030303  7.46969697],0
d1,1,0.014239,6.008285,[13 24] ; [19 10],[17.93939394 19.06060606] ; [14.06060606 14.93939394],0
p11,1,0.020619,5.358672,[26 11] ; [27  2],[29.71212121  7.28787879] ; [23.28787879  5.71212121],0
s6,1,0.03962,4.234088,[19 18] ; [20  6],[22.9047619 14.0952381] ; [16.0952381  9.9047619],0
s2,1,0.043896,4.06055,[15 22] ; [19 10],[19.06060606 17.93939394] ; [14.93939394 14.06060606],0
s8,1,0.082549,3.013979,[15 22] ; [18 11],[18.5 18.5] ; [14.5 14.5],0
u1,1,0.091041,2.855869,[ 1 36] ; [ 4 25],[ 2.8030303 34.1969697] ; [ 2.1969697 26.8030303],0
p3,1,0.097415,2.74736,[18 19] ; [20  9],[21.3030303 15.6969697] ; [16.6969697 12.3030303],0
b4,1,0.126991,2.328911,[20 17] ; [21  8],[22.98484848 14.01515152] ; [18.01515152 10.98484848],0
d3,1,0.135906,2.223711,[19 16] ; [21  8],[21.875 13.125] ; [18.125 10.875],0
n3,1,0.136422,2.217857,[12  3] ; [4 4],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
p9,1,0.143899,2.135756,[28  9] ; [26  3],[30.27272727  6.72727273] ; [23.72727273  5.27272727],0
s3,1,0.144654,2.127741,[15 22] ; [17 12],[17.93939394 19.06060606] ; [14.06060606 14.93939394],0
n4,1,0.160627,1.968313,[22 15] ; [22  7],[24.66666667 12.33333333] ; [19.33333333  9.66666667],0
a5,1,0.170559,1.878026,[18 19] ; [19 10],[20.74242424 16.25757576] ; [16.25757576 12.74242424],0
n5,1,0.174189,1.846516,[23 13] ; [23  6],[25.47692308 10.52307692] ; [20.52307692  8.47692308],0
s7,1,0.177138,1.821475,[16 19] ; [17 10],[18.62903226 16.37096774] ; [14.37096774 12.62903226],0
n6,1,0.191807,1.703686,[27 10] ; [25  4],[29.15151515  7.84848485] ; [22.84848485  6.15151515],0
r2,1,0.217271,1.522308,[29  6] ; [27  2],[30.625  4.375] ; [25.375  3.625],0
p7,1,0.228488,1.450246,[23 12] ; [23  6],[25.15625  9.84375] ; [20.84375  8.15625],0
a2,1,0.239426,1.38397,[ 2 35] ; [ 4 25],[ 3.36363636 33.63636364] ; [ 2.63636364 26.36363636],0
a1,1,0.26191,1.258631,[ 4 33] ; [ 1 28],[ 2.8030303 34.1969697] ; [ 2.1969697 26.8030303],0
s5,1,0.316129,1.004893,[11 22] ; [12 14],[12.86440678 20.13559322] ; [10.13559322 15.86440678],0
r4,1,0.33462,0.930937,[24 13] ; [22  7],[25.78787879 11.21212121] ; [20.21212121  8.78787879],0
s4,1,0.346437,0.886465,[10 27] ; [ 5 24],[ 8.40909091 28.59090909] ; [ 6.59090909 22.40909091],0
a3,1,0.347179,0.883743,[20 17] ; [19 10],[21.86363636 15.13636364] ; [17.13636364 11.86363636],0
n1,1,0.375399,0.785714,[6 8] ; [5 3],[7. 7.] ; [4. 4.],0
v4,1,0.38623,0.750777,[32  5] ; [27  2],[33.07575758  3.92424242] ; [25.92424242  3.07575758],0
p4,1,0.460122,0.545598,[25 12] ; [22  7],[26.34848485 10.65151515] ; [20.65151515  8.34848485],0
a8,1,0.469179,0.523909,[ 5 32] ; [ 2 24],[ 4.11111111 32.88888889] ; [ 2.88888889 23.11111111],0
p1,1,0.490289,0.475891,[ 6 31] ; [ 3 26],[ 5.04545455 31.95454545] ; [ 3.95454545 25.04545455],0
p12,1,0.583007,0.301398,[ 4 33] ; [ 2 27],[ 3.36363636 33.63636364] ; [ 2.63636364 26.36363636],0
n2,1,0.590726,0.289211,[11  4] ; [5 3],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
d2,1,0.614593,0.25354,[15 22] ; [10 19],[14.01515152 22.98484848] ; [10.98484848 18.01515152],0
b5,1,0.614593,0.25354,[22 15] ; [19 10],[22.98484848 14.01515152] ; [18.01515152 10.98484848],0
