Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.621128,[50 13] ; [13 28],[38.16346154 24.83653846] ; [24.83653846 16.16346154],1
s6,1,0.006212,7.487828,[52  8] ; [26 15],[46.33663366 13.66336634] ; [31.66336634  9.33663366],0
p1,1,0.016134,5.788197,[11 51] ; [ 1 41],[ 7.15384615 54.84615385] ; [ 4.84615385 37.15384615],0
r4,1,0.02278,5.185185,[58  5] ; [32 10],[54.  9.] ; [36.  6.],0
p5,1,0.049541,3.856923,[11 51] ; [ 2 40],[ 7.75 54.25] ; [ 5.25 36.75],0
s8,1,0.067858,3.334095,[33 30] ; [14 27],[28.47115385 34.52884615] ; [18.52884615 22.47115385],0
a8,1,0.069781,3.288158,[ 8 48] ; [ 1 35],[ 5.47826087 50.52173913] ; [ 3.52173913 32.47826087],0
s5,1,0.138693,2.192402,[26 32] ; [12 28],[22.48979592 35.51020408] ; [15.51020408 24.48979592],0
n1,1,0.154044,2.031746,[9 7] ; [ 5 11],[7. 9.] ; [7. 9.],0
r3,1,0.183608,1.768173,[58  4] ; [36  6],[56.03846154  5.96153846] ; [37.96153846  4.03846154],0
d3,1,0.201886,1.62868,[44 19] ; [34  8],[46.8 16.2] ; [31.2 10.8],0
d4,1,0.201886,1.62868,[44 19] ; [34  8],[46.8 16.2] ; [31.2 10.8],0
s7,1,0.206983,1.592405,[34 21] ; [19 20],[31.0106383 23.9893617] ; [21.9893617 17.0106383],0
a2,1,0.23016,1.439873,[13 50] ; [13 29],[15.6 47.4] ; [10.4 31.6],0
a4,1,0.262856,1.253655,[26 37] ; [22 20],[28.8 34.2] ; [19.2 22.8],0
n2,1,0.264173,1.246753,[12  4] ; [9 7],[10.5  5.5] ; [10.5  5.5],0
n3,1,0.264173,1.246753,[12  4] ; [9 7],[10.5  5.5] ; [10.5  5.5],0
p7,1,0.296533,1.08972,[38 25] ; [21 21],[35.4 27.6] ; [23.6 18.4],0
p2,1,0.310297,1.029412,[53 10] ; [32 10],[51. 12.] ; [34.  8.],0
p12,1,0.349575,0.875,[ 4 59] ; [ 1 41],[ 3. 60.] ; [ 2. 40.],0
p9,1,0.368488,0.808756,[45 17] ; [27 15],[42.92307692 19.07692308] ; [29.07692308 12.92307692],0
d5,1,0.378279,0.776287,[48 15] ; [35  7],[49.8 13.2] ; [33.2  8.8],0
d2,1,0.380736,0.768324,[34 29] ; [19 23],[31.8 31.2] ; [21.2 20.8],0
n4,1,0.390364,0.737808,[42 20] ; [25 17],[39.94230769 22.05769231] ; [27.05769231 14.94230769],0
n6,1,0.409851,0.679234,[50 12] ; [31 11],[48.28846154 13.71153846] ; [32.71153846  9.28846154],0
s4,1,0.48639,0.484501,[16 47] ; [ 8 33],[14.53846154 48.46153846] ; [ 9.46153846 31.53846154],0
r1,1,0.488756,0.479263,[48 14] ; [30 12],[46.5 15.5] ; [31.5 10.5],0
b5,1,0.509487,0.43512,[38 25] ; [28 14],[39.6 23.4] ; [26.4 15.6],0
r2,1,0.514513,0.424878,[57  5] ; [37  5],[56.03846154  5.96153846] ; [37.96153846  4.03846154],0
s1,1,0.529367,0.395606,[ 5 57] ; [ 2 39],[ 4.21359223 57.78640777] ; [ 2.78640777 38.21359223],0
a1,1,0.532377,0.389851,[ 3 60] ; [ 1 41],[ 2.4 60.6] ; [ 1.6 40.4],0
n5,1,0.553566,0.350968,[42 21] ; [25 16],[40.58653846 22.41346154] ; [26.41346154 14.58653846],0
a6,1,0.574049,0.315954,[34 29] ; [25 17],[35.4 27.6] ; [23.6 18.4],0
u2,1,0.583619,0.30042,[11 11] ; [ 7 10],[10.15384615 11.84615385] ; [7.84615385 9.15384615],0
p3,1,0.626885,0.236309,[36 27] ; [26 16],[37.2 25.8] ; [24.8 17.2],0
v1,1,0.633427,0.227443,[31 31] ; [19 23],[29.80769231 32.19230769] ; [20.19230769 21.80769231],0
v3,1,0.680172,0.169932,[21 39] ; [16 25],[21.98019802 38.01980198] ; [15.01980198 25.98019802],0
b1,1,0.748596,0.102715,[34 29] ; [24 18],[34.8 28.2] ; [23.2 18.8],0
d1,1,0.74904,0.102339,[35 28] ; [22 20],[34.2 28.8] ; [22.8 19.2],0
v2,1,0.749523,0.101932,[31 30] ; [20 22],[30.2038835 30.7961165] ; [20.7961165 21.2038835],0
a3,1,0.795599,0.067105,[40 23] ; [25 16],[39.375 23.625] ; [25.625 15.375],0
u1,1,0.842103,0.039683,[13 50] ; [ 8 34],[12.6 50.4] ; [ 8.4 33.6],0
p6,1,0.856461,0.032718,[25 38] ; [17 24],[25.44230769 37.55769231] ; [16.55769231 24.44230769],0
b4,1,0.873102,0.02551,[34 29] ; [22 20],[33.6 29.4] ; [22.4 19.6],0
u3,1,0.899192,0.016048,[14  7] ; [11  6],[13.81578947  7.18421053] ; [11.18421053  5.81578947],0
v4,1,0.900346,0.015681,[56  7] ; [37  5],[55.8  7.2] ; [37.2  4.8],0
a7,1,0.931608,0.007365,[43 20] ; [29 13],[43.2 19.8] ; [28.8 13.2],0
a5,1,0.931608,0.007365,[43 20] ; [29 13],[43.2 19.8] ; [28.8 13.2],0
p8,1,0.944342,0.004874,[27 35] ; [18 24],[26.82692308 35.17307692] ; [18.17307692 23.82692308],0
b3,1,0.96651,0.001763,[ 8 26] ; [ 6 19],[ 8.06779661 25.93220339] ; [ 5.93220339 19.06779661],0
b2,1,0.96651,0.001763,[ 8 26] ; [ 6 19],[ 8.06779661 25.93220339] ; [ 5.93220339 19.06779661],0
p10,1,0.981162,0.000558,[35 26] ; [24 18],[34.94174757 26.05825243] ; [24.05825243 17.94174757],0
