Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.009863,6.659451,[10 57] ; [ 9 13],[14.30337079 52.69662921] ; [ 4.69662921 17.30337079],0
b4,1,0.031011,4.652374,[31 36] ; [16  6],[35.38202247 31.61797753] ; [11.61797753 10.38202247],0
n3,1,0.03256,4.568765,[18  9] ; [4 9],[14.85 12.15] ; [7.15 5.85],0
s1,1,0.082294,3.018996,[ 4 63] ; [ 4 18],[ 6.02247191 60.97752809] ; [ 1.97752809 20.02247191],0
u1,1,0.086642,2.935681,[ 1 66] ; [ 2 20],[ 2.25842697 64.74157303] ; [ 0.74157303 21.25842697],0
d4,1,0.097418,2.747317,[29 38] ; [14  8],[32.37078652 34.62921348] ; [10.62921348 11.37078652],0
a3,1,0.119315,2.426285,[28 38] ; [13  8],[31.10344828 34.89655172] ; [ 9.89655172 11.10344828],0
a5,1,0.120513,2.41064,[24 43] ; [12 10],[27.1011236 39.8988764] ; [ 8.8988764 13.1011236],0
b1,1,0.157817,1.995022,[39 28] ; [ 9 13],[36.13483146 30.86516854] ; [11.86516854 10.13483146],0
d2,1,0.168632,1.895061,[15 52] ; [ 2 20],[12.79775281 54.20224719] ; [ 4.20224719 17.79775281],0
a6,1,0.190987,1.70999,[32 35] ; [ 7 15],[29.35955056 37.64044944] ; [ 9.64044944 12.35955056],0
a2,1,0.230388,1.438463,[ 2 65] ; [ 2 20],[ 3.01123596 63.98876404] ; [ 0.98876404 21.01123596],0
n5,1,0.237023,1.398214,[44 22] ; [11 10],[41.72413793 24.27586207] ; [13.27586207  7.72413793],0
s7,1,0.247361,1.338147,[16 48] ; [ 8 13],[18.07058824 45.92941176] ; [ 5.92941176 15.07058824],0
p9,1,0.279618,1.168948,[41 24] ; [11 11],[38.85057471 26.14942529] ; [13.14942529  8.85057471],0
p10,1,0.298002,1.083112,[32 31] ; [14  8],[34.09411765 28.90588235] ; [11.90588235 10.09411765],0
v3,1,0.312684,1.019305,[12 54] ; [ 2 20],[10.5 55.5] ; [ 3.5 18.5],0
d5,1,0.355314,0.854388,[26 41] ; [11 11],[27.85393258 39.14606742] ; [ 9.14606742 12.85393258],0
v4,1,0.359208,0.840659,[40 25] ; [10 10],[38.23529412 26.76470588] ; [11.76470588  8.23529412],0
p8,1,0.367108,0.813431,[25 41] ; [ 6 16],[23.25 42.75] ; [ 7.75 14.25],0
p7,1,0.38849,0.743663,[33 31] ; [ 9 13],[31.25581395 32.74418605] ; [10.74418605 11.25581395],0
p3,1,0.412653,0.671143,[18 49] ; [ 4 18],[16.56179775 50.43820225] ; [ 5.43820225 16.56179775],0
s4,1,0.452341,0.564779,[14 53] ; [ 3 19],[12.79775281 54.20224719] ; [ 4.20224719 17.79775281],0
s5,1,0.489794,0.476979,[ 8 57] ; [ 4 18],[ 8.96551724 56.03448276] ; [ 3.03448276 18.96551724],0
b5,1,0.496337,0.46276,[34 33] ; [13  9],[35.38202247 31.61797753] ; [11.61797753 10.38202247],0
p11,1,0.500279,0.454345,[36 31] ; [10 12],[34.62921348 32.37078652] ; [11.37078652 10.62921348],0
u3,1,0.581013,0.3046,[12 26] ; [2 7],[11.31914894 26.68085106] ; [2.68085106 6.31914894],0
a8,1,0.582816,0.301704,[ 4 59] ; [ 2 18],[ 4.55421687 58.44578313] ; [ 1.44578313 18.55421687],0
n6,1,0.620819,0.244719,[36 31] ; [12  8],[36.96551724 30.03448276] ; [11.03448276  8.96551724],0
