Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,38.203103,[203  89] ; [125 159],[166.27777778 125.72222222] ; [161.72222222 122.27777778],1
v3,1,1e-06,25.188987,[136 155] ; [ 77 212],[106.86724138 184.13275862] ; [106.13275862 182.86724138],1
p3,1,1.1e-05,19.395918,[160 140] ; [104 190],[133.33333333 166.66666667] ; [130.66666667 163.33333333],1
p4,1,1.3e-05,18.945933,[195 105] ; [139 155],[168.68686869 131.31313131] ; [165.31313131 128.68686869],1
n5,1,1.9e-05,18.33631,[235  64] ; [182 109],[211.32711864  87.67288136] ; [205.67288136  85.32711864],1
p6,1,1.9e-05,18.256951,[121 174] ; [ 72 222],[ 96.66383701 198.33616299] ; [ 96.33616299 197.66383701],1
a5,1,0.000113,14.89874,[242  59] ; [196  99],[221.20469799  79.79530201] ; [216.79530201  78.20469799],1
p2,1,0.000397,12.548185,[264  37] ; [226  69],[247.46644295  53.53355705] ; [242.53355705  52.46644295],1
p8,1,0.000815,11.205949,[164 131] ; [122 170],[143.73083475 151.26916525] ; [142.26916525 149.73083475],1
p9,1,0.000859,11.109475,[258  39] ; [221  69],[242.3560477  54.6439523] ; [236.6439523  53.3560477],1
s6,1,0.001209,10.476549,[207  88] ; [168 125],[188.1377551 106.8622449] ; [186.8622449 106.1377551],0
p7,1,0.00218,9.391696,[193  99] ; [155 134],[174.89845095 117.10154905] ; [173.10154905 115.89845095],0
r4,1,0.0024,9.215148,[281  20] ; [253  42],[269.68791946  31.31208054] ; [264.31208054  30.68791946],0
n4,1,0.003345,8.608952,[236  64] ; [200  94],[220.2020202  79.7979798] ; [215.7979798  78.2020202],0
n6,1,0.004191,8.199127,[258  41] ; [227  67],[244.54468803  54.45531197] ; [240.45531197  53.54468803],0
s8,1,0.004237,8.179322,[131 167] ; [ 96 199],[114.07419899 183.92580101] ; [112.92580101 182.07419899],0
u1,1,0.007322,7.192336,[ 77 224] ; [ 49 246],[ 63.63422819 237.36577181] ; [ 62.36577181 232.63422819],0
u4,1,0.011758,6.347067,[  9 292] ; [  1 294],[  5.05033557 295.94966443] ; [  4.94966443 290.05033557],0
r1,1,0.016936,5.702995,[253  45] ; [227  67],[241.62162162  56.37837838] ; [238.37837838  55.62162162],0
s7,1,0.017268,5.668914,[138 147] ; [109 174],[123.93485915 161.06514085] ; [123.06514085 159.93485915],0
s5,1,0.018261,5.570939,[ 93 200] ; [ 66 221],[ 80.32241379 212.67758621] ; [ 78.67758621 208.32241379],0
p11,1,0.020921,5.333337,[237  64] ; [208  87],[224.73993289  76.26006711] ; [220.26006711  74.73993289],0
p10,1,0.033351,4.527655,[244  54] ; [218  74],[233.34915254  64.65084746] ; [228.65084746  63.34915254],0
a2,1,0.0366,4.368951,[100 201] ; [ 75 220],[ 88.38087248 212.61912752] ; [ 86.61912752 208.38087248],0
b5,1,0.036915,4.354332,[213  88] ; [185 110],[201.0033557  99.9966443] ; [196.9966443  98.0033557],0
r2,1,0.038334,4.290149,[289  11] ; [268  22],[283.22033898  16.77966102] ; [273.77966102  16.22033898],0
a4,1,0.045486,4.000518,[145 154] ; [119 176],[132.88888889 166.11111111] ; [131.11111111 163.88888889],0
d1,1,0.08755,2.918862,[194 107] ; [170 125],[183.83221477 117.16778523] ; [180.16778523 114.83221477],0
v4,1,0.096492,2.762583,[287  12] ; [273  21],[282.3608769  16.6391231] ; [277.6391231  16.3608769],0
p1,1,0.099616,2.711683,[ 23 277] ; [ 13 280],[ 18.21247892 281.78752108] ; [ 17.78752108 275.21247892],0
r3,1,0.108723,2.572685,[289  10] ; [275  18],[284.85810811  14.14189189] ; [279.14189189  13.85810811],0
