Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,39.918389,[17 30] ; [49  2],[31.65306122 15.34693878] ; [34.34693878 16.65306122],1
v4,1,0.0,34.655834,[18 29] ; [48  3],[31.65306122 15.34693878] ; [34.34693878 16.65306122],1
r2,1,3e-06,21.970394,[26 18] ; [49  1],[35.10638298  8.89361702] ; [39.89361702 10.10638298],1
r1,1,4e-06,21.510451,[13 34] ; [38 13],[24.45918367 22.54081633] ; [26.54081633 24.45918367],1
p11,1,2.9e-05,17.488787,[11 37] ; [33 18],[21.33333333 26.66666667] ; [22.66666667 28.33333333],1
a1,1,0.005597,7.67569,[ 9 39] ; [ 1 50],[ 4.84848485 43.15151515] ; [ 5.15151515 45.84848485],0
u3,1,0.006004,7.548956,[ 3 14] ; [13  8],[7.15789474 9.84210526] ; [ 8.84210526 12.15789474],0
n6,1,0.006618,7.373826,[18 28] ; [34 17],[24.65979381 21.34020619] ; [27.34020619 23.65979381],0
n3,1,0.009723,6.684916,[11 16] ; [13  3],[15.06976744 11.93023256] ; [8.93023256 7.06976744],0
p9,1,0.011007,6.464151,[14 30] ; [29 21],[20.12765957 23.87234043] ; [22.87234043 27.12765957],0
b5,1,0.011601,6.370823,[17 31] ; [31 20],[23.27272727 24.72727273] ; [24.72727273 26.27272727],0
p10,1,0.018051,5.591197,[16 31] ; [29 21],[21.80412371 25.19587629] ; [23.19587629 26.80412371],0
p7,1,0.020453,5.372802,[ 7 39] ; [18 32],[11.97916667 34.02083333] ; [13.02083333 36.97916667],0
p3,1,0.027423,4.863977,[ 6 41] ; [16 35],[10.55102041 36.44897959] ; [11.44897959 39.55102041],0
s1,1,0.032333,4.58073,[ 8 39] ; [ 2 49],[ 4.79591837 42.20408163] ; [ 5.20408163 45.79591837],0
d2,1,0.034279,4.480733,[27 20] ; [18 32],[21.80412371 25.19587629] ; [23.19587629 26.80412371],0
p1,1,0.035452,4.423265,[ 8 40] ; [ 2 49],[ 4.84848485 43.15151515] ; [ 5.15151515 45.84848485],0
u2,1,0.062799,3.461869,[ 5 12] ; [12  8],[7.81081081 9.18918919] ; [ 9.18918919 10.81081081],0
b2,1,0.12674,2.331984,[16 16] ; [10 22],[13. 19.] ; [13. 19.],0
b3,1,0.12674,2.331984,[16 16] ; [10 22],[13. 19.] ; [13. 19.],0
p4,1,0.154925,2.023076,[ 6 41] ; [12 38],[ 8.72164948 38.27835052] ; [ 9.27835052 40.72164948],0
n2,1,0.16392,1.937685,[15 13] ; [14  5],[17.27659574 10.72340426] ; [11.72340426  7.27659574],0
a7,1,0.16875,1.894013,[23 24] ; [32 19],[26.37755102 20.62244898] ; [28.62244898 22.37755102],0
s8,1,0.217359,1.521724,[ 3 45] ; [ 7 44],[ 4.84848485 43.15151515] ; [ 5.15151515 45.84848485],0
v2,1,0.264053,1.247381,[12 33] ; [18 30],[14.51612903 30.48387097] ; [15.48387097 32.51612903],0
b1,1,0.276841,1.182531,[25 23] ; [21 30],[22.3030303 25.6969697] ; [23.6969697 27.3030303],0
p8,1,0.279992,1.167127,[ 7 40] ; [12 39],[ 9.1122449 37.8877551] ; [ 9.8877551 41.1122449],0
d3,1,0.360449,0.836329,[21 27] ; [27 24],[23.27272727 24.72727273] ; [24.72727273 26.27272727],0
n5,1,0.407298,0.686675,[32 15] ; [30 20],[30.04123711 16.95876289] ; [31.95876289 18.04123711],0
u1,1,0.40806,0.684445,[ 5 43] ; [ 3 48],[ 3.87878788 44.12121212] ; [ 4.12121212 46.87878788],0
s2,1,0.437834,0.601951,[ 5 43] ; [ 8 43],[ 6.3030303 41.6969697] ; [ 6.6969697 44.3030303],0
n4,1,0.466739,0.529686,[31 16] ; [30 21],[29.25510204 17.74489796] ; [31.74489796 19.25510204],0
a3,1,0.466739,0.529686,[31 16] ; [30 21],[29.25510204 17.74489796] ; [31.74489796 19.25510204],0
a6,1,0.505518,0.443333,[26 22] ; [31 20],[27.63636364 20.36363636] ; [29.36363636 21.63636364],0
d4,1,0.524459,0.405115,[32 16] ; [37 14],[33.45454545 14.54545455] ; [35.54545455 15.45454545],0
b4,1,0.608563,0.262273,[26 22] ; [25 26],[24.72727273 23.27272727] ; [26.27272727 24.72727273],0
v3,1,0.626109,0.237374,[12 35] ; [10 37],[11. 36.] ; [11. 36.],0
a8,1,0.631399,0.230168,[ 4 42] ; [ 3 46],[ 3.38947368 42.61052632] ; [ 3.61052632 45.38947368],0
s4,1,0.634454,0.226069,[ 4 44] ; [ 3 48],[ 3.39393939 44.60606061] ; [ 3.60606061 47.39393939],0
s3,1,0.639371,0.219566,[13 34] ; [12 39],[11.98979592 35.01020408] ; [13.01020408 37.98979592],0
a4,1,0.736996,0.112785,[20 27] ; [20 31],[19.18367347 27.81632653] ; [20.81632653 30.18367347],0
d1,1,0.741067,0.109191,[21 27] ; [24 27],[21.81818182 26.18181818] ; [23.18181818 27.81818182],0
v1,1,0.789449,0.071303,[10 37] ; [12 39],[10.55102041 36.44897959] ; [11.44897959 39.55102041],0
