Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000526,12.019932,[253   7] ; [81 11],[246.70454545  13.29545455] ; [87.29545455  4.70454545],1
b1,1,0.000691,11.512739,[ 82 180] ; [47 45],[ 95.47457627 166.52542373] ; [33.52542373 58.47457627],1
p10,1,0.000977,10.87003,[235  27] ; [69 22],[225.63172805  36.36827195] ; [78.36827195 12.63172805],1
s1,1,0.001219,10.46123,[  3 255] ; [ 7 83],[  7.4137931 250.5862069] ; [ 2.5862069 87.4137931],0
n6,1,0.002253,9.330685,[221  40] ; [63 27],[211.17948718  49.82051282] ; [72.82051282 17.17948718],0
s5,1,0.006922,7.293149,[ 66 187] ; [35 49],[ 75.82492582 177.17507418] ; [25.17507418 58.82492582],0
r4,1,0.010386,6.567432,[231  31] ; [71 21],[223.51412429  38.48587571] ; [78.48587571 13.51412429],0
n4,1,0.016511,5.747599,[200  62] ; [57 33],[191.28977273  70.71022727] ; [65.71022727 24.28977273],0
p12,1,0.022206,5.229554,[ 20 242] ; [ 1 91],[ 15.54237288 246.45762712] ; [ 5.45762712 86.54237288],0
u2,1,0.023021,5.166924,[45 23] ; [11 16],[40.08421053 27.91578947] ; [15.91578947 11.08421053],0
s2,1,0.044891,4.02272,[129 130] ; [57 35],[137.24786325 121.75213675] ; [48.75213675 43.24786325],0
v4,1,0.07284,3.217837,[246  14] ; [82 10],[242.27272727  17.72727273] ; [85.72727273  6.27272727],0
n5,1,0.079052,3.084294,[192  67] ; [58 32],[185.53008596  73.46991404] ; [64.46991404 25.53008596],0
s4,1,0.108464,2.57646,[ 40 219] ; [21 71],[ 45.01139601 213.98860399] ; [15.98860399 76.01139601],0
p6,1,0.113542,2.50421,[ 60 199] ; [29 63],[ 65.67236467 193.32763533] ; [23.32763533 68.67236467],0
p2,1,0.122365,2.386786,[207  54] ; [65 26],[201.68181818  59.31818182] ; [70.31818182 20.68181818],0
p1,1,0.141321,2.163521,[ 12 250] ; [ 8 84],[ 14.80225989 247.19774011] ; [ 5.19774011 86.80225989],0
v3,1,0.173679,1.850894,[ 87 160] ; [24 64],[ 81.84179104 165.15820896] ; [29.15820896 58.84179104],0
s7,1,0.199171,1.648446,[115 141] ; [46 41],[120.16326531 135.83673469] ; [40.83673469 46.16326531],0
a2,1,0.199464,1.646296,[ 62 200] ; [28 64],[ 66.61016949 195.38983051] ; [23.38983051 68.61016949],0
d1,1,0.204826,1.607622,[151 111] ; [46 46],[145.80225989 116.19774011] ; [51.19774011 40.80225989],0
v2,1,0.220198,1.503077,[138 109] ; [43 46],[133.05654762 113.94345238] ; [47.94345238 41.05654762],0
b3,1,0.240185,1.379508,[68 99] ; [14 31],[ 64.59433962 102.40566038] ; [17.40566038 27.59433962],0
b2,1,0.240185,1.379508,[68 99] ; [14 31],[ 64.59433962 102.40566038] ; [17.40566038 27.59433962],0
r1,1,0.250617,1.319859,[196  64] ; [63 28],[191.85185185  68.14814815] ; [67.14814815 23.85185185],0
b4,1,0.258912,1.274566,[160 102] ; [50 42],[155.42372881 106.57627119] ; [54.57627119 37.42372881],0
a7,1,0.278895,1.172465,[180  82] ; [68 23],[184.06798867  77.93201133] ; [63.93201133 27.06798867],0
d4,1,0.308543,1.036901,[217  45] ; [71 20],[213.75637394  48.24362606] ; [74.24362606 16.75637394],0
d2,1,0.323673,0.974046,[122 139] ; [48 43],[126.05113636 134.94886364] ; [43.94886364 47.05113636],0
a1,1,0.369925,0.803917,[ 11 251] ; [ 6 86],[ 12.5819209 249.4180791] ; [ 4.4180791 87.5819209],0
u4,1,0.378909,0.774239,[  7 255] ; [ 1 91],[  5.92090395 256.07909605] ; [ 2.07909605 89.92090395],0
b5,1,0.380116,0.770326,[172  90] ; [65 27],[175.40677966  86.59322034] ; [61.59322034 30.40677966],0
p7,1,0.399357,0.710262,[112 144] ; [44 46],[115.42196532 140.57803468] ; [40.57803468 49.42196532],0
a3,1,0.414398,0.666147,[193  69] ; [63 28],[190.00566572  71.99433428] ; [65.99433428 25.00566572],0
p5,1,0.519183,0.415517,[ 16 241] ; [ 4 87],[ 14.77011494 242.22988506] ; [ 5.22988506 85.77011494],0
d5,1,0.519891,0.414109,[212  50] ; [70 20],[209.89772727  52.10227273] ; [72.10227273 17.89772727],0
p3,1,0.526151,0.40182,[ 99 163] ; [31 60],[ 96.48725212 165.51274788] ; [33.51274788 57.48725212],0
s6,1,0.561417,0.337256,[172  89] ; [63 28],[174.24715909  86.75284091] ; [60.75284091 30.24715909],0
a8,1,0.564723,0.331592,[ 31 208] ; [13 71],[ 32.55727554 206.44272446] ; [11.44272446 72.55727554],0
n2,1,0.568373,0.325413,[54 18] ; [23 10],[52.8 19.2] ; [24.2  8.8],0
d3,1,0.577107,0.310935,[182  80] ; [59 30],[179.89173789  82.10826211] ; [61.10826211 27.89173789],0
v1,1,0.596222,0.280731,[123 126] ; [42 49],[120.83823529 128.16176471] ; [44.16176471 46.83823529],0
s3,1,0.639976,0.218774,[147 111] ; [55 37],[148.90285714 109.09714286] ; [53.09714286 38.90285714],0
a4,1,0.65171,0.203751,[121 141] ; [45 47],[122.85875706 139.14124294] ; [43.14124294 48.85875706],0
n3,1,0.672254,0.178977,[54 18] ; [26  7],[54.85714286 17.14285714] ; [25.14285714  7.85714286],0
a6,1,0.698402,0.15014,[187  75] ; [63 28],[185.55240793  76.44759207] ; [64.44759207 26.55240793],0
s8,1,0.745632,0.105238,[106 156] ; [39 53],[107.31638418 154.68361582] ; [37.68361582 54.31638418],0
u1,1,0.836149,0.042775,[ 51 211] ; [17 75],[ 50.32768362 211.67231638] ; [17.67231638 74.32768362],0
u3,1,0.83642,0.042632,[41 28] ; [16 12],[40.54639175 28.45360825] ; [16.45360825 11.54639175],0
n1,1,0.852819,0.034419,[27 45] ; [13 20],[27.42857143 44.57142857] ; [12.57142857 20.42857143],0
p4,1,0.856811,0.032557,[122 139] ; [42 50],[121.25779037 139.74220963] ; [42.74220963 49.25779037],0
a5,1,0.895361,0.017299,[187  75] ; [65 27],[186.50847458  75.49152542] ; [65.49152542 26.50847458],0
r2,1,0.927143,0.008361,[241  18] ; [84  6],[241.18911175  17.81088825] ; [83.81088825  6.18911175],0
