Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.000745,11.374318,[35 84] ; [ 17 120],[24.171875 94.828125] ; [ 27.828125 109.171875],1
s2,1,0.000801,11.239479,[98 19] ; [90 48],[86.25882353 30.74117647] ; [101.74117647  36.25882353],1
v1,1,0.001496,10.083149,[89 30] ; [74 59],[76.97222222 42.02777778] ; [86.02777778 46.97222222],0
p7,1,0.00196,9.586552,[102  16] ; [97 41],[91.7265625 26.2734375] ; [107.2734375  30.7265625],0
v3,1,0.002428,9.194337,[69 48] ; [52 79],[57.08467742 59.91532258] ; [63.91532258 67.08467742],0
s7,1,0.00275,8.966436,[96 15] ; [93 39],[86.33333333 24.66666667] ; [102.66666667  29.33333333],0
d3,1,0.004555,8.048065,[99 20] ; [95 45],[89.13513514 29.86486486] ; [104.86486486  35.13513514],0
s6,1,0.004731,7.979533,[109   9] ; [112  28],[101.07751938  16.92248062] ; [119.92248062  20.07751938],0
p9,1,0.014024,6.035067,[115   4] ; [122  16],[109.73929961   9.26070039] ; [127.26070039  10.73929961],0
s4,1,0.015608,5.846456,[30 88] ; [ 19 121],[22.41085271 95.58914729] ; [ 26.58914729 113.41085271],0
a4,1,0.016973,5.699182,[67 52] ; [58 82],[57.43243243 61.56756757] ; [67.56756757 72.43243243],0
a5,1,0.019923,5.418652,[105  14] ; [108  32],[97.86486486 21.13513514] ; [115.13513514  24.86486486],0
d1,1,0.030126,4.702095,[92 27] ; [91 49],[84.08108108 34.91891892] ; [98.91891892 41.08108108],0
n6,1,0.056338,3.642046,[109   8] ; [120  20],[104.25291829  12.74708171] ; [124.74708171  15.25291829],0
d5,1,0.057814,3.599004,[106  12] ; [114  26],[100.62015504  17.37984496] ; [119.37984496  20.62015504],0
p8,1,0.065932,3.381498,[87 32] ; [86 52],[80.10505837 38.89494163] ; [92.89494163 45.10505837],0
p10,1,0.069585,3.292791,[110   8] ; [119  19],[105.5546875  12.4453125] ; [123.4453125  14.5546875],0
p6,1,0.082581,3.01336,[73 45] ; [71 68],[66.11673152 51.88326848] ; [77.88326848 61.11673152],0
a3,1,0.088513,2.901212,[101  18] ; [107  33],[95.56756757 23.43243243] ; [112.43243243  27.56756757],0
n5,1,0.104306,2.638439,[104  14] ; [113  27],[99.24806202 18.75193798] ; [117.75193798  22.24806202],0
d4,1,0.107314,2.593338,[106  12] ; [116  24],[101.53488372  16.46511628] ; [120.46511628  19.53488372],0
r1,1,0.11318,2.509243,[105  12] ; [116  24],[100.61089494  16.38910506] ; [120.38910506  19.61089494],0
s3,1,0.130618,2.285139,[91 25] ; [96 41],[85.73913043 30.26086957] ; [101.26086957  35.73913043],0
u1,1,0.141895,2.157285,[34 85] ; [ 29 111],[28.94594595 90.05405405] ; [ 34.05405405 105.94594595],0
v4,1,0.145744,2.116238,[117   1] ; [134   5],[115.24513619   2.75486381] ; [135.75486381   3.24513619],0
r4,1,0.157016,2.002734,[114   5] ; [128  12],[111.18918919   7.81081081] ; [130.81081081   9.18918919],0
a2,1,0.16412,1.935851,[40 79] ; [ 36 104],[34.91891892 84.08108108] ; [41.08108108 98.91891892],0
p1,1,0.206558,1.595385,[ 16 102] ; [ 12 127],[ 12.85603113 105.14396887] ; [ 15.14396887 123.85603113],0
r2,1,0.243599,1.359647,[115   4] ; [128   9],[112.95703125   6.04296875] ; [130.04296875   6.95703125],0
v2,1,0.2548,1.296794,[76 43] ; [75 57],[71.58964143 47.41035857] ; [79.41035857 52.58964143],0
a1,1,0.260466,1.266278,[  9 110] ; [  6 134],[  6.89189189 112.10810811] ; [  8.10810811 131.89189189],0
p2,1,0.285273,1.141796,[110   9] ; [123  16],[107.46899225  11.53100775] ; [125.53100775  13.46899225],0
n1,1,0.341153,0.906092,[13 13] ; [10 17],[11.28301887 14.71698113] ; [11.71698113 15.28301887],0
u4,1,0.369315,0.80597,[  4 115] ; [  8 132],[  5.51351351 113.48648649] ; [  6.48648649 133.51351351],0
u2,1,0.392899,0.729951,[11  7] ; [24  9],[12.35294118  5.64705882] ; [22.64705882 10.35294118],0
b1,1,0.413334,0.66919,[51 68] ; [53 87],[47.78378378 71.21621622] ; [56.21621622 83.78378378],0
p11,1,0.452249,0.565008,[97 22] ; [119  21],[99.24324324 19.75675676] ; [116.75675676  23.24324324],0
a7,1,0.475735,0.508625,[87 32] ; [96 43],[84.40697674 34.59302326] ; [98.59302326 40.40697674],0
n2,1,0.487054,0.483027,[19  7] ; [18 10],[17.81481481  8.18518519] ; [19.18518519  8.81481481],0
