Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,39.993412,[34 85] ; [164  94],[62.49867374 56.50132626] ; [135.50132626 122.49867374],1
b1,1,0.001184,10.514928,[62 59] ; [ 89 174],[47.58072917 73.41927083] ; [103.41927083 159.58072917],0
r3,1,0.002483,9.152725,[109  11] ; [256   6],[114.65968586   5.34031414] ; [250.34031414  11.65968586],0
p3,1,0.003341,8.611477,[57 63] ; [165  95],[70.10526316 49.89473684] ; [151.89473684 108.10526316],0
s7,1,0.014202,6.01291,[52 61] ; [149 100],[62.74309392 50.25690608] ; [138.25690608 110.74309392],0
d4,1,0.014753,5.945682,[92 28] ; [227  35],[100.20942408  19.79057592] ; [218.79057592  43.20942408],0
d1,1,0.016005,5.802335,[66 55] ; [177  86],[76.5703125 44.4296875] ; [166.4296875  96.5703125],0
p11,1,0.022424,5.212602,[92 29] ; [225  38],[99.88802083 21.11197917] ; [217.11197917  45.88802083],0
p7,1,0.038127,4.299328,[77 41] ; [192  62],[85.32795699 32.67204301] ; [183.67204301  70.32795699],0
s4,1,0.038335,4.290086,[25 94] ; [ 33 226],[ 18.25925926 100.74074074] ; [ 39.74074074 219.25925926],0
p6,1,0.053445,3.729954,[46 75] ; [124 131],[54.70744681 66.29255319] ; [115.29255319 139.70744681],0
d3,1,0.054934,3.684088,[77 44] ; [192  70],[84.9843342 36.0156658] ; [184.0156658  77.9843342],0
p10,1,0.071793,3.241552,[101  18] ; [235  23],[106.05835544  12.94164456] ; [229.94164456  28.05835544],0
u1,1,0.10054,2.69695,[ 20 101] ; [ 63 200],[26.15364583 94.84635417] ; [ 56.84635417 206.15364583],0
r2,1,0.117827,2.445967,[119   2] ; [247  13],[116.23622047   4.76377953] ; [249.76377953  10.23622047],0
p9,1,0.138219,2.197674,[105  15] ; [238  20],[108.88888889  11.11111111] ; [234.11111111  23.88888889],0
p4,1,0.147103,2.102041,[79 42] ; [188  71],[85.01842105 35.98157895] ; [181.98157895  77.01842105],0
