Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,41.688207,[129  28] ; [146 140],[97.46049661 59.53950339] ; [177.53950339 108.46049661],1
p7,1,0.0,33.697355,[124  30] ; [147 134],[95.94022989 58.05977011] ; [175.05977011 105.94022989],1
p8,1,0.0,27.388876,[109  47] ; [125 160],[82.7755102 73.2244898] ; [151.2244898 133.7755102],1
p3,1,1e-06,24.488214,[105  52] ; [121 165],[80.09480813 76.90519187] ; [145.90519187 140.09480813],1
p9,1,1.4e-05,18.899231,[149   8] ; [224  58],[133.39635535  23.60364465] ; [239.60364465  42.39635535],1
v1,1,2.2e-05,17.993017,[108  47] ; [134 142],[87.03016241 67.96983759] ; [154.96983759 121.03016241],1
s8,1,5.5e-05,16.273951,[94 62] ; [115 171],[73.76470588 82.23529412] ; [135.23529412 150.76470588],1
n4,1,0.000112,14.914692,[144  14] ; [219  68],[128.88539326  29.11460674] ; [234.11460674  52.88539326],1
p2,1,0.000451,12.309403,[144  14] ; [223  63],[130.5990991  27.4009009] ; [236.4009009  49.5990991],1
s7,1,0.000464,12.254376,[94 58] ; [120 152],[76.71698113 75.28301887] ; [137.28301887 134.71698113],1
n6,1,0.000998,10.831543,[145  11] ; [232  53],[133.36054422  22.63945578] ; [243.63945578  41.36054422],1
s6,1,0.001658,9.894184,[114  41] ; [166 118],[98.86104784 56.13895216] ; [181.13895216 102.86104784],0
s2,1,0.001902,9.641419,[95 62] ; [128 156],[79.39002268 77.60997732] ; [143.60997732 140.39002268],0
a1,1,0.004121,8.229518,[ 16 142] ; [ 10 278],[  9.21076233 148.78923767] ; [ 16.78923767 271.21076233],0
n5,1,0.005645,7.660422,[134  24] ; [209  76],[122.33408578  35.66591422] ; [220.66591422  64.33408578],0
p5,1,0.006721,7.346088,[ 27 131] ; [ 24 259],[ 18.27210884 139.72789116] ; [ 32.72789116 250.27210884],0
r4,1,0.006925,7.292407,[150   8] ; [250  38],[141.70403587  16.29596413] ; [258.29596413  29.70403587],0
s3,1,0.012066,6.301136,[98 58] ; [142 140],[85.47945205 70.52054795] ; [154.52054795 127.47945205],0
p12,1,0.013877,6.053724,[ 22 134] ; [ 20 268],[ 14.75675676 141.24324324] ; [ 27.24324324 260.75675676],0
p10,1,0.026273,4.937946,[136  21] ; [223  63],[127.23024831  29.76975169] ; [231.76975169  54.23024831],0
r2,1,0.027047,4.887801,[154   2] ; [267  16],[149.60364465   6.39635535] ; [271.39635535  11.60364465],0
r3,1,0.038491,4.283185,[154   3] ; [269  18],[149.57432432   7.42567568] ; [273.42567568  13.57432432],0
v4,1,0.048036,3.908714,[153   4] ; [266  20],[148.49435666   8.50564334] ; [270.50564334  15.49435666],0
s5,1,0.053626,3.724309,[58 93] ; [ 82 198],[ 49.0487239 101.9512761] ; [ 90.9512761 189.0487239],0
a5,1,0.054835,3.687081,[139  19] ; [233  55],[131.78475336  26.21524664] ; [240.21524664  47.78475336],0
p1,1,0.067714,3.337591,[ 19 138] ; [ 20 267],[ 13.79054054 143.20945946] ; [ 25.20945946 261.79054054],0
u4,1,0.076122,3.145824,[  9 149] ; [  7 281],[  5.66816143 152.33183857] ; [ 10.33183857 277.66816143],0
a3,1,0.085939,2.948843,[131  25] ; [222  66],[124.02702703  31.97297297] ; [228.97297297  59.02702703],0
a6,1,0.088671,2.898328,[108  48] ; [220  67],[115.503386  40.496614] ; [212.496614  74.503386],0
u1,1,0.089223,2.888336,[ 49 109] ; [ 68 220],[ 41.44843049 116.55156951] ; [ 75.55156951 212.44843049],0
d5,1,0.09131,2.851121,[155   1] ; [278   9],[152.4785553   3.5214447] ; [280.5214447   6.4785553],0
b2,1,0.14192,2.157021,[50 57] ; [ 71 116],[44.03741497 62.96258503] ; [ 76.96258503 110.03741497],0
b3,1,0.14192,2.157021,[50 57] ; [ 71 116],[44.03741497 62.96258503] ; [ 76.96258503 110.03741497],0
b5,1,0.155549,2.016973,[89 69] ; [182 106],[96.0044843 61.9955157] ; [174.9955157 113.0044843],0
n3,1,0.172449,1.861528,[22  7] ; [45 28],[19.04901961  9.95098039] ; [47.95098039 25.04901961],0
u3,1,0.173241,1.854671,[20  7] ; [39 27],[17.12903226  9.87096774] ; [41.87096774 24.12903226],0
s1,1,0.180098,1.796816,[  6 150] ; [  5 279],[  3.9 152.1] ; [  7.1 276.9],0
n2,1,0.180648,1.792287,[23  7] ; [46 27],[20.09708738  9.90291262] ; [48.90291262 24.09708738],0
d4,1,0.22465,1.474416,[152   4] ; [282   3],[153.52380952   2.47619048] ; [280.47619048   4.52380952],0
v3,1,0.276728,1.183088,[73 79] ; [114 154],[67.67619048 84.32380952] ; [119.32380952 148.67619048],0
b1,1,0.330297,0.947734,[65 93] ; [105 183],[60.22421525 97.77578475] ; [109.77578475 178.22421525],0
n1,1,0.387852,0.745664,[13 16] ; [26 47],[11.08823529 17.91176471] ; [27.91176471 45.08823529],0
p11,1,0.525971,0.40217,[128  30] ; [226  62],[125.40807175  32.59192825] ; [228.59192825  59.40807175],0
d3,1,0.590065,0.290243,[139  18] ; [249  38],[137.1981982  19.8018018] ; [250.8018018  36.1981982],0
u2,1,0.642628,0.215322,[18  9] ; [40 25],[17.02173913  9.97826087] ; [40.97826087 24.02173913],0
d2,1,0.667176,0.184923,[117  40] ; [207  78],[115.08597285  41.91402715] ; [208.91402715  76.08597285],0
a4,1,0.669195,0.182545,[95 63] ; [166 120],[92.87837838 65.12162162] ; [168.12162162 117.87837838],0
v2,1,0.709082,0.139195,[98 56] ; [170 105],[96.20512821 57.79487179] ; [171.79487179 103.20512821],0
