Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,6.8e-05,15.854404,[19 18] ; [ 7 47],[10.57142857 26.42857143] ; [15.42857143 38.57142857],1
b2,1,0.255598,1.292443,[ 3 15] ; [ 8 17],[ 4.60465116 13.39534884] ; [ 6.39534884 18.60465116],0
b3,1,0.255598,1.292443,[ 3 15] ; [ 8 17],[ 4.60465116 13.39534884] ; [ 6.39534884 18.60465116],0
s7,1,0.260718,1.264941,[12 22] ; [12 38],[ 9.71428571 24.28571429] ; [14.28571429 35.71428571],0
b1,1,0.287728,1.130221,[21 16] ; [25 30],[18.5 18.5] ; [27.5 27.5],0
r3,1,0.295116,1.096134,[32  5] ; [42 12],[30.08791209  6.91208791] ; [43.91208791 10.08791209],0
s3,1,0.326669,0.962058,[20 17] ; [24 31],[17.69565217 19.30434783] ; [26.30434783 28.69565217],0
r4,1,0.348904,0.87744,[27 10] ; [35 20],[24.93478261 12.06521739] ; [37.06521739 17.93478261],0
v3,1,0.402326,0.701363,[ 9 25] ; [10 43],[ 7.42528736 26.57471264] ; [11.57471264 41.42528736],0
p2,1,0.419476,0.651782,[22 15] ; [28 27],[20.10869565 16.89130435] ; [29.89130435 25.10869565],0
a7,1,0.455094,0.557933,[24 13] ; [39 15],[25.61538462 11.38461538] ; [37.38461538 16.61538462],0
v2,1,0.478605,0.50204,[15 20] ; [18 33],[13.43023256 21.56976744] ; [19.56976744 31.43023256],0
v4,1,0.479567,0.499848,[31  6] ; [48  6],[32.12087912  4.87912088] ; [46.87912088  7.12087912],0
a6,1,0.51807,0.417733,[19 18] ; [32 23],[20.51086957 16.48913043] ; [30.48913043 24.51086957],0
b4,1,0.51807,0.417733,[19 18] ; [32 23],[20.51086957 16.48913043] ; [30.48913043 24.51086957],0
d5,1,0.547578,0.361674,[26 11] ; [41 13],[27.24175824  9.75824176] ; [39.75824176 14.24175824],0
u1,1,0.554819,0.348754,[ 4 33] ; [ 4 51],[ 3.2173913 33.7826087] ; [ 4.7826087 50.2173913],0
a2,1,0.577654,0.310043,[ 7 30] ; [ 8 47],[ 6.0326087 30.9673913] ; [ 8.9673913 46.0326087],0
a3,1,0.586866,0.295265,[22 15] ; [29 25],[20.73626374 16.26373626] ; [30.26373626 23.73626374],0
n5,1,0.587758,0.293859,[ 8 28] ; [15 40],[ 9.0989011 26.9010989] ; [13.9010989 41.0989011],0
v1,1,0.589613,0.290948,[14 22] ; [18 36],[12.8 23.2] ; [19.2 34.8],0
d1,1,0.703599,0.144754,[16 21] ; [26 29],[16.89130435 20.10869565] ; [25.10869565 29.89130435],0
p10,1,0.736978,0.112801,[16 20] ; [25 27],[16.77272727 19.22727273] ; [24.22727273 27.77272727],0
d2,1,0.756721,0.09597,[16 21] ; [22 33],[15.2826087 21.7173913] ; [22.7173913 32.2826087],0
n1,1,0.785671,0.07395,[ 4 12] ; [ 6 22],[ 3.63636364 12.36363636] ; [ 6.36363636 21.63636364],0
s4,1,0.797457,0.065864,[11 26] ; [15 40],[10.45652174 26.54347826] ; [15.54347826 39.45652174],0
r2,1,0.826833,0.047858,[31  6] ; [47  8],[31.36956522  5.63043478] ; [46.63043478  8.36956522],0
s1,1,0.848927,0.036286,[ 3 34] ; [ 5 49],[ 3.25274725 33.74725275] ; [ 4.74725275 49.25274725],0
n2,1,0.863711,0.029464,[9 7] ; [15 13],[8.72727273 7.27272727] ; [15.27272727 12.72727273],0
u2,1,0.904587,0.014368,[7 7] ; [13 12],[7.17948718 6.82051282] ; [12.82051282 12.17948718],0
n3,1,0.906842,0.013694,[10  6] ; [17 11],[9.81818182 6.18181818] ; [17.18181818 10.81818182],0
p9,1,0.91074,0.012568,[19 17] ; [27 23],[19.25581395 16.74418605] ; [26.74418605 23.25581395],0
r1,1,0.973417,0.00111,[23 14] ; [34 21],[22.92391304 14.07608696] ; [34.07608696 20.92391304],0
