Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.766309,[126  51] ; [63 99],[98.68141593 78.31858407] ; [90.31858407 71.68141593],1
v3,1,0.0,29.447245,[91 82] ; [ 40 127],[ 66.65588235 106.34411765] ; [ 64.34411765 102.65588235],1
n5,1,2.1e-05,18.127506,[148  30] ; [107  63],[130.43103448  47.56896552] ; [124.56896552  45.43103448],1
p10,1,0.00189,9.653722,[152  24] ; [124  46],[140.39306358  35.60693642] ; [135.60693642  34.39306358],0
p3,1,0.002922,8.855815,[111  67] ; [79 91],[97.18390805 80.81609195] ; [92.81609195 77.18390805],0
p9,1,0.003518,8.517168,[154  23] ; [127  43],[143.33429395  33.66570605] ; [137.66570605  32.33429395],0
n6,1,0.004426,8.100275,[155  24] ; [126  43],[144.53735632  34.46264368] ; [136.46264368  32.53735632],0
p4,1,0.012734,6.205705,[126  52] ; [98 71],[114.90489914  63.09510086] ; [109.09510086  59.90489914],0
r1,1,0.023006,5.168077,[146  32] ; [122  48],[137.08045977  40.91954023] ; [130.91954023  39.08045977],0
b5,1,0.024037,5.09193,[124  55] ; [98 72],[113.86246418  65.13753582] ; [108.13753582  61.86246418],0
p11,1,0.024074,5.089305,[152  27] ; [128  42],[143.61031519  35.38968481] ; [136.38968481  33.61031519],0
u1,1,0.024553,5.05515,[ 33 146] ; [ 17 153],[ 25.64469914 153.35530086] ; [ 24.35530086 145.64469914],0
p2,1,0.031159,4.644168,[163  15] ; [142  27],[156.45533141  21.54466859] ; [148.54466859  20.45533141],0
n4,1,0.043882,4.061086,[143  36] ; [120  50],[134.89111748  44.10888252] ; [128.10888252  41.89111748],0
a4,1,0.058924,3.567405,[79 98] ; [ 59 111],[ 70.39193084 106.60806916] ; [ 67.60806916 102.39193084],0
d4,1,0.059959,3.538528,[148  31] ; [125  43],[140.82708934  38.17291066] ; [132.17291066  35.82708934],0
b2,1,0.060082,3.535118,[46 77] ; [25 73],[39.5158371 83.4841629] ; [31.4841629 66.5158371],0
b3,1,0.060082,3.535118,[46 77] ; [25 73],[39.5158371 83.4841629] ; [31.4841629 66.5158371],0
r2,1,0.060398,3.526424,[166  10] ; [149  19],[161.1627907  14.8372093] ; [153.8372093  14.1627907],0
p12,1,0.064459,3.418776,[ 13 164] ; [  5 165],[  9.1815562 167.8184438] ; [  8.8184438 161.1815562],0
p6,1,0.072776,3.219267,[80 96] ; [ 60 107],[ 71.83673469 104.16326531] ; [68.16326531 98.83673469],0
s3,1,0.087438,2.920924,[79 99] ; [90 78],[86.94219653 91.05780347] ; [82.05780347 85.94219653],0
d2,1,0.092643,2.827845,[87 92] ; [ 67 102],[79.21264368 99.78735632] ; [74.78735632 94.21264368],0
r4,1,0.094422,2.797326,[163  16] ; [145  25],[157.9713467  21.0286533] ; [150.0286533  19.9713467],0
s8,1,0.098169,2.735046,[ 75 103] ; [ 57 113],[ 67.51724138 110.48275862] ; [ 64.48275862 105.51724138],0
s2,1,0.110653,2.544866,[ 64 115] ; [75 95],[ 71.29226361 107.70773639] ; [ 67.70773639 102.29226361],0
n1,1,0.127251,2.325724,[ 9 14] ; [ 9 33],[ 6.36923077 16.63076923] ; [11.63076923 30.36923077],0
p8,1,0.135402,2.22945,[116  60] ; [97 70],[109.29446064  66.70553936] ; [103.70553936  63.29446064],0
b4,1,0.15646,2.008112,[102  77] ; [84 86],[95.3982808 83.6017192] ; [90.6017192 79.3982808],0
s4,1,0.167279,1.907159,[ 17 162] ; [ 24 144],[ 21.14985591 157.85014409] ; [ 19.85014409 148.14985591],0
a5,1,0.172363,1.862266,[129  50] ; [111  59],[123.09455587  55.90544413] ; [116.90544413  53.09455587],0
p1,1,0.206425,1.596326,[ 13 166] ; [  7 163],[ 10.25787966 168.74212034] ; [  9.74212034 160.25787966],0
a3,1,0.22401,1.478498,[129  49] ; [113  57],[123.7816092  54.2183908] ; [118.2183908  51.7816092],0
d1,1,0.230964,1.434913,[102  77] ; [86 84],[96.42406877 82.57593123] ; [91.57593123 78.42406877],0
n3,1,0.253056,1.306355,[20  3] ; [33 11],[18.19402985  4.80597015] ; [34.80597015  9.19402985],0
s6,1,0.281873,1.158038,[105  73] ; [90 79],[100.02881844  77.97118156] ; [94.97118156 74.02881844],0
v4,1,0.297778,1.084119,[170   8] ; [157  12],[167.74063401  10.25936599] ; [159.25936599   9.74063401],0
r3,1,0.298182,1.082306,[171   8] ; [158  12],[168.74212034  10.25787966] ; [160.25787966   9.74212034],0
u2,1,0.328105,0.956362,[26 23] ; [35 21],[28.46666667 20.53333333] ; [32.53333333 23.46666667],0
b1,1,0.338448,0.916303,[ 72 107] ; [77 93],[ 76.42120344 102.57879656] ; [72.57879656 97.42120344],0
a1,1,0.358385,0.843544,[ 10 169] ; [  6 164],[  8.20630372 170.79369628] ; [  7.79369628 162.20630372],0
a2,1,0.42486,0.636833,[ 41 138] ; [ 33 137],[ 37.95415473 141.04584527] ; [ 36.04584527 133.95415473],0
s7,1,0.465425,0.532816,[76 94] ; [66 96],[72.71084337 97.28915663] ; [69.28915663 92.71084337],0
p5,1,0.474715,0.51098,[ 14 164] ; [ 10 159],[ 12.31123919 165.68876081] ; [ 11.68876081 157.31123919],0
s1,1,0.490308,0.475851,[  5 173] ; [  7 161],[  6.1734104 171.8265896] ; [  5.8265896 162.1734104],0
u3,1,0.491082,0.474156,[27 23] ; [26 29],[25.23809524 24.76190476] ; [27.76190476 27.23809524],0
a7,1,0.511713,0.430564,[133  45] ; [121  48],[130.29394813  47.70605187] ; [123.70605187  45.29394813],0
d5,1,0.566914,0.327874,[142  37] ; [129  39],[139.79538905  39.20461095] ; [131.20461095  36.79538905],0
n2,1,0.626431,0.236931,[17  6] ; [30 14],[16.13432836  6.86567164] ; [30.86567164 13.13432836],0
a6,1,0.719037,0.129417,[125  54] ; [115  54],[123.44827586  55.55172414] ; [116.55172414  52.44827586],0
d3,1,0.742608,0.107847,[123  56] ; [112  55],[121.57514451  57.42485549] ; [113.42485549  53.57514451],0
a8,1,0.941467,0.005391,[ 25 131] ; [ 25 134],[ 24.76190476 131.23809524] ; [ 25.23809524 133.76190476],0
