Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.003933,8.314619,[ 1 26] ; [5 8],[ 4.05 22.95] ; [ 1.95 11.05],0
u3,1,0.005816,7.606536,[ 1 16] ; [3 2],[ 3.09090909 13.90909091] ; [0.90909091 4.09090909],0
s2,1,0.015339,5.877086,[ 1 26] ; [4 9],[ 3.375 23.625] ; [ 1.625 11.375],0
r4,1,0.015477,5.861299,[ 2 25] ; [5 8],[ 4.725 22.275] ; [ 2.275 10.725],0
p10,1,0.022407,5.213904,[ 8 18] ; [9 4],[11.33333333 14.66666667] ; [5.66666667 7.33333333],0
s7,1,0.025497,4.989805,[ 2 22] ; [5 8],[ 4.54054054 19.45945946] ; [ 2.45945946 10.54054054],0
n5,1,0.053678,3.722697,[19  8] ; [5 8],[16.2 10.8] ; [7.8 5.2],0
s1,1,0.055754,3.659386,[ 1 26] ; [ 3 10],[ 2.7 24.3] ; [ 1.3 11.7],0
a3,1,0.086692,2.934744,[10 17] ; [8 4],[12.46153846 14.53846154] ; [5.53846154 6.46153846],0
a7,1,0.091431,2.849003,[11 16] ; [9 4],[13.5 13.5] ; [6.5 6.5],0
p7,1,0.121867,2.393162,[ 6 21] ; [6 7],[ 8.1 18.9] ; [3.9 9.1],0
s6,1,0.121867,2.393162,[ 6 21] ; [6 7],[ 8.1 18.9] ; [3.9 9.1],0
a1,1,0.188945,1.725828,[ 1 26] ; [ 2 11],[ 2.025 24.975] ; [ 0.975 12.025],0
p2,1,0.217311,1.522039,[11 16] ; [8 5],[12.825 14.175] ; [6.175 6.825],0
d4,1,0.29769,1.084516,[14 13] ; [9 4],[15.525 11.475] ; [7.475 5.525],0
a5,1,0.313812,1.014566,[10 17] ; [7 6],[11.475 15.525] ; [5.525 7.475],0
s4,1,0.36911,0.806659,[ 5 22] ; [ 1 12],[ 4.05 22.95] ; [ 1.95 11.05],0
a8,1,0.374333,0.789231,[ 3 22] ; [ 3 10],[ 3.94736842 21.05263158] ; [ 2.05263158 10.94736842],0
d1,1,0.384822,0.755241,[ 5 22] ; [4 9],[ 6.075 20.925] ; [ 2.925 10.075],0
p8,1,0.384822,0.755241,[ 5 22] ; [4 9],[ 6.075 20.925] ; [ 2.925 10.075],0
v3,1,0.43088,0.62045,[ 2 25] ; [ 2 11],[ 2.7 24.3] ; [ 1.3 11.7],0
d3,1,0.432768,0.615385,[ 9 18] ; [6 7],[10.125 16.875] ; [4.875 8.125],0
r3,1,0.485045,0.4875,[15 11] ; [9 4],[16. 10.] ; [8. 5.],0
d2,1,0.507335,0.43956,[ 9 18] ; [ 3 10],[ 8.1 18.9] ; [3.9 9.1],0
a4,1,0.519496,0.414894,[ 4 23] ; [ 3 10],[ 4.725 22.275] ; [ 2.275 10.725],0
n1,1,0.539222,0.376984,[ 2 10] ; [2 5],[2.52631579 9.47368421] ; [1.47368421 5.52631579],0
s3,1,0.555126,0.348214,[ 4 22] ; [ 3 10],[ 4.66666667 21.33333333] ; [ 2.33333333 10.66666667],0
n6,1,0.556982,0.344956,[14 13] ; [5 7],[13.15384615 13.84615385] ; [5.84615385 6.15384615],0
p5,1,0.587734,0.293897,[ 1 26] ; [ 1 12],[ 1.35 25.65] ; [ 0.65 12.35],0
v2,1,0.614798,0.253247,[ 8 18] ; [ 3 10],[ 7.33333333 18.66666667] ; [3.66666667 9.33333333],0
b2,1,0.656005,0.198413,[ 6 12] ; [3 4],[ 6.48 11.52] ; [2.52 4.48],0
b3,1,0.656005,0.198413,[ 6 12] ; [3 4],[ 6.48 11.52] ; [2.52 4.48],0
b4,1,0.663766,0.188981,[19  8] ; [10  3],[19.575  7.425] ; [9.425 3.575],0
p1,1,0.73568,0.11396,[ 3 24] ; [ 1 12],[ 2.7 24.3] ; [ 1.3 11.7],0
v4,1,0.73568,0.11396,[13 14] ; [7 6],[13.5 13.5] ; [6.5 6.5],0
v1,1,0.73568,0.11396,[ 5 22] ; [ 3 10],[ 5.4 21.6] ; [ 2.6 10.4],0
b1,1,0.745657,0.105216,[16 11] ; [7 6],[15.525 11.475] ; [7.475 5.525],0
n2,1,0.763573,0.090476,[6 6] ; [3 4],[5.68421053 6.31578947] ; [3.31578947 3.68421053],0
u2,1,0.780512,0.077647,[9 8] ; [3 2],[9.27272727 7.72727273] ; [2.72727273 2.27272727],0
n4,1,0.905829,0.013995,[14 13] ; [7 6],[14.175 12.825] ; [6.825 6.175],0
p11,1,0.905829,0.013995,[14 13] ; [7 6],[14.175 12.825] ; [6.825 6.175],0
p9,1,0.913892,0.011692,[12 13] ; [6 7],[11.84210526 13.15789474] ; [6.15789474 6.84210526],0
d5,1,0.918928,0.01036,[12 15] ; [6 7],[12.15 14.85] ; [5.85 7.15],0
b5,1,0.918928,0.01036,[15 12] ; [7 6],[14.85 12.15] ; [7.15 5.85],0
a6,1,0.930542,0.007597,[10 17] ; [5 8],[10.125 16.875] ; [4.875 8.125],0
n3,1,0.959566,0.00257,[7 5] ; [4 3],[6.94736842 5.05263158] ; [4.05263158 2.94736842],0
p6,1,0.97338,0.001114,[ 2 23] ; [ 1 12],[ 1.97368421 23.02631579] ; [ 1.02631579 11.97368421],0
s5,1,0.974439,0.001027,[ 2 25] ; [ 1 12],[ 2.025 24.975] ; [ 0.975 12.025],0
a2,1,0.974439,0.001027,[ 2 25] ; [ 1 12],[ 2.025 24.975] ; [ 0.975 12.025],0
