Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.533553,[ 1 25] ; [71 40],[13.66423358 12.33576642] ; [58.33576642 52.66423358],1
r3,1,2e-06,22.643105,[10 15] ; [94 17],[19.11764706  5.88235294] ; [84.88235294 26.11764706],1
p2,1,1.2e-05,19.238706,[ 9 17] ; [87 24],[18.2189781  7.7810219] ; [77.7810219 33.2189781],1
r2,1,1.4e-05,18.854706,[10 16] ; [88 21],[18.87407407  7.12592593] ; [79.12592593 29.87407407],1
p11,1,0.004385,8.116922,[10 16] ; [76 35],[16.32116788  9.67883212] ; [69.67883212 41.32116788],0
s6,1,0.005195,7.810169,[ 5 21] ; [53 54],[11.33834586 14.66165414] ; [46.66165414 60.33834586],0
n6,1,0.00687,7.306751,[13 13] ; [85 26],[18.59854015  7.40145985] ; [79.40145985 31.59854015],0
p10,1,0.007727,7.095679,[10 15] ; [74 34],[15.78947368  9.21052632] ; [68.21052632 39.78947368],0
p9,1,0.008947,6.833326,[13 12] ; [84 24],[18.23308271  6.76691729] ; [78.76691729 29.23308271],0
u2,1,0.013653,6.082517,[ 3 13] ; [33 29],[7.38461538 8.61538462] ; [28.61538462 33.38461538],0
p8,1,0.025814,4.968416,[ 5 20] ; [49 62],[ 9.92647059 15.07352941] ; [44.07352941 66.92647059],0
u3,1,0.028646,4.788733,[ 2 14] ; [26 36],[ 5.74358974 10.25641026] ; [22.25641026 39.74358974],0
n2,1,0.042589,4.111622,[4 5] ; [29  8],[6.45652174 2.54347826] ; [26.54347826 10.45652174],0
s1,1,0.047511,3.927191,[ 3 23] ; [  3 108],[ 1.13868613 24.86131387] ; [  4.86131387 106.13868613],0
d5,1,0.05331,3.734171,[ 8 18] ; [57 53],[12.42647059 13.57352941] ; [52.57352941 57.42647059],0
p7,1,0.05511,3.678747,[ 9 17] ; [60 48],[13.3880597 12.6119403] ; [55.6119403 52.3880597],0
s3,1,0.059131,3.561601,[ 6 19] ; [49 61],[10.18518519 14.81481481] ; [44.81481481 65.18518519],0
n1,1,0.067889,3.333333,[6 3] ; [12 24],[3.6 5.4] ; [14.4 21.6],0
p1,1,0.078277,3.100313,[ 4 22] ; [  6 105],[ 1.89781022 24.10218978] ; [  8.10218978 102.89781022],0
s2,1,0.085285,2.961194,[ 5 21] ; [41 70],[ 8.72992701 17.27007299] ; [37.27007299 73.72992701],0
s7,1,0.094125,2.802374,[ 4 21] ; [35 71],[ 7.44274809 17.55725191] ; [31.55725191 74.44274809],0
a7,1,0.100021,2.705206,[10 16] ; [62 48],[13.76470588 12.23529412] ; [58.23529412 51.76470588],0
b1,1,0.112579,2.517634,[15 11] ; [45 66],[11.38686131 14.61313869] ; [48.61313869 62.38686131],0
s5,1,0.121741,2.394775,[ 2 24] ; [22 84],[ 4.72727273 21.27272727] ; [19.27272727 86.72727273],0
v2,1,0.1566,2.006757,[ 4 21] ; [33 77],[ 6.85185185 18.14814815] ; [30.14814815 79.85185185],0
n5,1,0.197793,1.658593,[20  6] ; [70 40],[17.20588235  8.79411765] ; [72.79411765 37.20588235],0
d4,1,0.205531,1.602627,[10 16] ; [58 53],[12.90510949 13.09489051] ; [55.09489051 55.90510949],0
d3,1,0.216963,1.524347,[ 6 20] ; [39 70],[ 8.66666667 17.33333333] ; [36.33333333 72.66666667],0
p6,1,0.24116,1.373802,[ 4 21] ; [30 80],[ 6.2962963 18.7037037] ; [27.7037037 82.2962963],0
p4,1,0.24418,1.356301,[ 8 18] ; [48 63],[10.62773723 15.37226277] ; [45.37226277 65.62773723],0
a2,1,0.359128,0.840941,[ 2 24] ; [  4 107],[ 1.13868613 24.86131387] ; [  4.86131387 106.13868613],0
v3,1,0.424815,0.636957,[ 7 19] ; [22 89],[ 5.50364964 20.49635036] ; [23.49635036 87.50364964],0
b5,1,0.434764,0.610063,[14 12] ; [69 42],[15.75182482 10.24817518] ; [67.24817518 43.75182482],0
a1,1,0.464447,0.535157,[ 3 23] ; [  8 103],[ 2.08759124 23.91240876] ; [  8.91240876 102.08759124],0
s4,1,0.477771,0.503947,[ 4 22] ; [24 87],[ 5.31386861 20.68613139] ; [22.68613139 88.31386861],0
s8,1,0.477771,0.503947,[ 4 22] ; [24 87],[ 5.31386861 20.68613139] ; [22.68613139 88.31386861],0
u1,1,0.521433,0.411057,[ 1 25] ; [  2 109],[ 0.56934307 25.43065693] ; [  2.43065693 108.56934307],0
a4,1,0.603672,0.269493,[ 4 22] ; [22 89],[ 4.93430657 21.06569343] ; [21.06569343 89.93430657],0
a5,1,0.611479,0.258027,[11 15] ; [41 70],[ 9.86861314 16.13138686] ; [42.13138686 68.86861314],0
p3,1,0.612374,0.256732,[ 8 18] ; [40 71],[ 9.10948905 16.89051095] ; [38.89051095 72.10948905],0
a3,1,0.631349,0.230236,[10 16] ; [48 62],[11.08823529 14.91176471] ; [46.91176471 63.08823529],0
v1,1,0.67029,0.181264,[ 8 18] ; [38 70],[ 8.92537313 17.07462687] ; [37.07462687 70.92537313],0
n3,1,0.706299,0.142002,[6 3] ; [27 10],[6.45652174 2.54347826] ; [26.54347826 10.45652174],0
d2,1,0.725776,0.123025,[ 5 21] ; [18 92],[ 4.39705882 21.60294118] ; [18.60294118 91.39705882],0
p12,1,0.738522,0.11143,[ 1 25] ; [  6 104],[ 1.33823529 24.66176471] ; [  5.66176471 104.33823529],0
n4,1,0.780851,0.077401,[16 10] ; [65 46],[15.37226277 10.62773723] ; [65.62773723 45.37226277],0
a6,1,0.818743,0.052515,[14 12] ; [57 54],[13.47445255 12.52554745] ; [57.52554745 53.47445255],0
b2,1,0.906977,0.013655,[ 5 11] ; [20 41],[ 5.19480519 10.80519481] ; [19.80519481 41.19480519],0
