Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.003212,8.682766,[34  8] ; [11 13],[28.63636364 13.36363636] ; [16.36363636  7.63636364],0
p11,1,0.003684,8.433585,[31 11] ; [ 9 15],[25.45454545 16.54545455] ; [14.54545455  9.45454545],0
v4,1,0.004013,8.277716,[35  7] ; [12 12],[29.90909091 12.09090909] ; [17.09090909  6.90909091],0
s6,1,0.00955,6.717009,[22 19] ; [ 5 19],[17.03076923 23.96923077] ; [ 9.96923077 14.03076923],0
s5,1,0.024253,5.076455,[11 29] ; [ 1 22],[ 7.61904762 32.38095238] ; [ 4.38095238 18.61904762],0
a1,1,0.03487,4.451522,[ 1 41] ; [ 4 20],[ 3.18181818 38.81818182] ; [ 1.81818182 22.18181818],0
n5,1,0.061633,3.492883,[33  9] ; [13 10],[29.72307692 12.27692308] ; [16.27692308  6.72307692],0
a6,1,0.062628,3.466387,[24 18] ; [ 8 16],[20.36363636 21.63636364] ; [11.63636364 12.36363636],0
r3,1,0.099139,2.719345,[34  8] ; [15  9],[31.18181818 10.81818182] ; [17.81818182  6.18181818],0
n4,1,0.103434,2.651786,[31 11] ; [13 11],[28. 14.] ; [16.  8.],0
a8,1,0.109428,2.562458,[ 3 38] ; [ 5 19],[ 5.04615385 35.95384615] ; [ 2.95384615 21.04615385],0
b4,1,0.12471,2.357143,[24 18] ; [ 9 15],[21. 21.] ; [12. 12.],0
s3,1,0.126912,2.329882,[12 27] ; [12 12],[14.85714286 24.14285714] ; [ 9.14285714 14.85714286],0
p10,1,0.136079,2.221748,[24 17] ; [ 9 14],[21.140625 19.859375] ; [11.859375 11.140625],0
p9,1,0.136079,2.221748,[24 17] ; [ 9 14],[21.140625 19.859375] ; [11.859375 11.140625],0
s8,1,0.169686,1.885714,[ 9 33] ; [ 2 22],[ 7. 35.] ; [ 4. 20.],0
b5,1,0.177073,1.822019,[23 19] ; [ 9 15],[20.36363636 21.63636364] ; [11.63636364 12.36363636],0
a4,1,0.212078,1.557187,[ 4 37] ; [ 5 19],[ 5.67692308 35.32307692] ; [ 3.32307692 20.67692308],0
p1,1,0.242884,1.363776,[ 8 34] ; [ 2 22],[ 6.36363636 35.63636364] ; [ 3.63636364 20.36363636],0
b3,1,0.283006,1.1526,[ 7 16] ; [8 9],[ 8.625 14.375] ; [ 6.375 10.625],0
b2,1,0.283006,1.1526,[ 7 16] ; [8 9],[ 8.625 14.375] ; [ 6.375 10.625],0
n1,1,0.305319,1.050816,[5 6] ; [8 4],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
p8,1,0.325745,0.965741,[14 28] ; [ 5 18],[12.27692308 29.72307692] ; [ 6.72307692 16.27692308],0
a7,1,0.326558,0.9625,[21 21] ; [ 9 15],[19.09090909 22.90909091] ; [10.90909091 13.09090909],0
p6,1,0.343235,0.898312,[ 9 32] ; [ 3 21],[ 7.56923077 33.43076923] ; [ 4.43076923 19.56923077],0
a5,1,0.344018,0.895401,[19 23] ; [ 8 16],[17.18181818 24.81818182] ; [ 9.81818182 14.18181818],0
r2,1,0.345348,0.890476,[34  8] ; [17  7],[32.45454545  9.54545455] ; [18.54545455  5.45454545],0
p3,1,0.374572,0.788442,[13 29] ; [ 5 19],[11.45454545 30.54545455] ; [ 6.54545455 17.45454545],0
n3,1,0.375399,0.785714,[8 3] ; [6 5],[7. 4.] ; [7. 4.],0
v3,1,0.390742,0.736633,[15 26] ; [ 6 17],[13.453125 27.546875] ; [ 7.546875 15.453125],0
p4,1,0.392427,0.73141,[11 30] ; [ 4 19],[ 9.609375 31.390625] ; [ 5.390625 17.609375],0
u2,1,0.481365,0.49577,[10 16] ; [7 7],[11.05 14.95] ; [5.95 8.05],0
s7,1,0.483766,0.490362,[ 8 32] ; [ 3 20],[ 6.98412698 33.01587302] ; [ 4.01587302 18.98412698],0
u3,1,0.524091,0.405835,[12 14] ; [5 9],[11.05 14.95] ; [5.95 8.05],0
v2,1,0.533439,0.387835,[14 26] ; [ 6 16],[12.90322581 27.09677419] ; [ 7.09677419 14.90322581],0
v1,1,0.564983,0.33115,[17 25] ; [ 8 16],[15.90909091 26.09090909] ; [ 9.09090909 14.90909091],0
n2,1,0.615228,0.252632,[10  2] ; [9 3],[9.5 2.5] ; [9.5 2.5],0
p7,1,0.636783,0.222974,[13 28] ; [ 6 17],[12.171875 28.828125] ; [ 6.828125 16.171875],0
a2,1,0.683929,0.165737,[ 1 41] ; [ 1 23],[ 1.27272727 40.72727273] ; [ 0.72727273 23.27272727],0
d1,1,0.683929,0.165737,[ 1 41] ; [ 1 23],[ 1.27272727 40.72727273] ; [ 0.72727273 23.27272727],0
a3,1,0.727765,0.121174,[16 25] ; [10 13],[16.65625 24.34375] ; [ 9.34375 13.65625],0
