Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.016689,5.728739,[2 3] ; [ 1 23],[0.51724138 4.48275862] ; [ 2.48275862 21.51724138],0
s1,1,0.061753,3.489667,[2 3] ; [ 2 22],[0.68965517 4.31034483] ; [ 3.31034483 20.68965517],0
b5,1,0.082142,3.021995,[1 4] ; [15  9],[2.75862069 2.24137931] ; [13.24137931 10.75862069],0
s5,1,0.099438,2.714533,[3 2] ; [ 5 17],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
a6,1,0.118648,2.435079,[1 4] ; [14 10],[2.5862069 2.4137931] ; [12.4137931 11.5862069],0
s6,1,0.162862,1.947453,[4 1] ; [10 12],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
s2,1,0.164269,1.934484,[4 1] ; [11 13],[2.5862069 2.4137931] ; [12.4137931 11.5862069],0
d1,1,0.164269,1.934484,[4 1] ; [11 13],[2.5862069 2.4137931] ; [12.4137931 11.5862069],0
n5,1,0.186978,1.741272,[2 3] ; [17  7],[3.27586207 1.72413793] ; [15.72413793  8.27586207],0
n6,1,0.263585,1.249832,[2 3] ; [16  8],[3.10344828 1.89655172] ; [14.89655172  9.10344828],0
b1,1,0.285982,1.13844,[4 1] ; [13 11],[2.93103448 2.06896552] ; [14.06896552  9.93103448],0
d2,1,0.285982,1.13844,[4 1] ; [13 11],[2.93103448 2.06896552] ; [14.06896552  9.93103448],0
n2,1,0.342782,0.9,[1 2] ; [4 2],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
p10,1,0.352732,0.863603,[2 3] ; [15  9],[2.93103448 2.06896552] ; [14.06896552  9.93103448],0
v1,1,0.362232,0.830141,[2 3] ; [ 5 19],[1.20689655 3.79310345] ; [ 5.79310345 18.20689655],0
p2,1,0.453319,0.56234,[2 3] ; [14 10],[2.75862069 2.24137931] ; [13.24137931 10.75862069],0
r3,1,0.4948,0.466071,[3 2] ; [18  6],[3.62068966 1.37931034] ; [17.37931034  6.62068966],0
r2,1,0.521213,0.411492,[4 1] ; [15  8],[3.39285714 1.60714286] ; [15.60714286  7.39285714],0
p3,1,0.564144,0.332579,[3 2] ; [11 13],[2.4137931 2.5862069] ; [11.5862069 12.4137931],0
p7,1,0.564144,0.332579,[2 3] ; [13 11],[2.5862069 2.4137931] ; [12.4137931 11.5862069],0
p11,1,0.564144,0.332579,[2 3] ; [13 11],[2.5862069 2.4137931] ; [12.4137931 11.5862069],0
r1,1,0.564144,0.332579,[3 2] ; [11 13],[2.4137931 2.5862069] ; [11.5862069 12.4137931],0
n1,1,0.57075,0.321429,[2 1] ; [5 1],[2.33333333 0.66666667] ; [4.66666667 1.33333333],0
b3,1,0.648077,0.208333,[2 2] ; [ 6 10],[1.6 2.4] ; [6.4 9.6],0
b2,1,0.648077,0.208333,[2 2] ; [ 6 10],[1.6 2.4] ; [6.4 9.6],0
v2,1,0.683949,0.165714,[3 2] ; [12 12],[2.5862069 2.4137931] ; [12.4137931 11.5862069],0
a7,1,0.683949,0.165714,[2 3] ; [12 12],[2.4137931 2.5862069] ; [11.5862069 12.4137931],0
d5,1,0.775404,0.081404,[3 2] ; [16  8],[3.27586207 1.72413793] ; [15.72413793  8.27586207],0
n4,1,0.775404,0.081404,[3 2] ; [16  8],[3.27586207 1.72413793] ; [15.72413793  8.27586207],0
a4,1,0.775404,0.081404,[2 3] ; [ 8 16],[1.72413793 3.27586207] ; [ 8.27586207 15.72413793],0
b4,1,0.775404,0.081404,[3 2] ; [16  8],[3.27586207 1.72413793] ; [15.72413793  8.27586207],0
d3,1,0.811414,0.056931,[3 2] ; [13 11],[2.75862069 2.24137931] ; [13.24137931 10.75862069],0
d4,1,0.812126,0.056494,[4 1] ; [18  6],[3.79310345 1.20689655] ; [18.20689655  5.79310345],0
p8,1,0.826102,0.048269,[1 3] ; [ 7 16],[1.18518519 2.81481481] ; [ 6.81481481 16.18518519],0
n3,1,0.850436,0.035556,[2 1] ; [3 2],[1.875 1.125] ; [3.125 1.875],0
p6,1,0.916528,0.010985,[2 3] ; [ 9 15],[1.89655172 3.10344828] ; [ 9.10344828 14.89655172],0
p9,1,0.916528,0.010985,[3 2] ; [15  9],[3.10344828 1.89655172] ; [14.89655172  9.10344828],0
a5,1,0.945119,0.004739,[3 2] ; [14 10],[2.93103448 2.06896552] ; [14.06896552  9.93103448],0
p4,1,0.945119,0.004739,[2 3] ; [10 14],[2.06896552 2.93103448] ; [ 9.93103448 14.06896552],0
r4,1,0.945119,0.004739,[2 3] ; [10 14],[2.06896552 2.93103448] ; [ 9.93103448 14.06896552],0
v3,1,1.0,0.0,[1 3] ; [ 6 18],[1. 3.] ; [ 6. 18.],0
