Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.1e-05,16.813494,[ 7 26] ; [44 24],[16.66336634 16.33663366] ; [34.33663366 33.66336634],1
n1,1,0.337998,0.918012,[7 6] ; [ 9 15],[5.62162162 7.37837838] ; [10.37837838 13.62162162],0
u3,1,0.349128,0.876623,[11 10] ; [13 20],[ 9.33333333 11.66666667] ; [14.66666667 18.33333333],0
b1,1,0.409036,0.681602,[17 17] ; [29 41],[15.03846154 18.96153846] ; [30.96153846 39.03846154],0
a4,1,0.468984,0.52437,[ 7 27] ; [19 51],[ 8.5 25.5] ; [17.5 52.5],0
s8,1,0.49203,0.472084,[ 5 29] ; [14 55],[ 6.27184466 27.72815534] ; [12.72815534 56.27184466],0
s2,1,0.508839,0.436453,[ 2 31] ; [ 7 63],[ 2.88349515 30.11650485] ; [ 6.11650485 63.88349515],0
b4,1,0.566309,0.328897,[14 20] ; [33 37],[15.36538462 18.63461538] ; [31.63461538 38.36538462],0
a6,1,0.588693,0.292391,[19 15] ; [43 27],[20.26923077 13.73076923] ; [41.73076923 28.26923077],0
n5,1,0.615551,0.252171,[25  8] ; [49 20],[23.94117647  9.05882353] ; [50.05882353 18.94117647],0
p5,1,0.615921,0.251642,[ 2 32] ; [ 6 63],[ 2.6407767 31.3592233] ; [ 5.3592233 63.6407767],0
r2,1,0.619296,0.246858,[26  7] ; [58 12],[26.91262136  6.08737864] ; [57.08737864 12.91262136],0
p1,1,0.685322,0.164197,[ 3 31] ; [ 8 62],[ 3.59615385 30.40384615] ; [ 7.40384615 62.59615385],0
n4,1,0.706895,0.141399,[22 11] ; [44 26],[21.14563107 11.85436893] ; [44.85436893 25.14563107],0
u1,1,0.73803,0.111866,[ 1 33] ; [ 3 67],[ 1.30769231 32.69230769] ; [ 2.69230769 67.30769231],0
d1,1,0.73803,0.111866,[ 1 33] ; [ 3 67],[ 1.30769231 32.69230769] ; [ 2.69230769 67.30769231],0
n2,1,0.755089,0.097304,[8 5] ; [16  8],[8.43243243 4.56756757] ; [15.56756757  8.43243243],0
a8,1,0.795331,0.067285,[ 3 30] ; [ 7 58],[ 3.36734694 29.63265306] ; [ 6.63265306 58.36734694],0
p12,1,0.795902,0.066902,[ 2 32] ; [ 5 64],[ 2.31067961 31.68932039] ; [ 4.68932039 64.31067961],0
s4,1,0.854191,0.033773,[ 4 30] ; [ 9 60],[ 4.29126214 29.70873786] ; [ 8.70873786 60.29126214],0
a5,1,0.891264,0.018688,[17 17] ; [36 34],[17.32692308 16.67307692] ; [35.67307692 34.32692308],0
d2,1,0.934231,0.00681,[ 9 25] ; [18 52],[ 8.82692308 25.17307692] ; [18.17307692 51.82692308],0
