Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,38.64455,[88  9] ; [ 7 15],[77.43697479 19.56302521] ; [17.56302521  4.43697479],1
r4,1,0.0,35.278715,[83 15] ; [ 5 17],[71.86666667 26.13333333] ; [16.13333333  5.86666667],1
p2,1,1.5e-05,18.729776,[67 31] ; [ 4 18],[57.98333333 40.01666667] ; [13.01666667  8.98333333],1
p11,1,5.4e-05,16.315929,[60 38] ; [ 3 19],[51.45 46.55] ; [11.55 10.45],1
n6,1,0.000195,13.883333,[77 21] ; [ 8 13],[70. 28.] ; [15.  6.],1
r1,1,0.00023,13.565688,[81 17] ; [10 12],[74.31666667 23.68333333] ; [16.68333333  5.31666667],1
r2,1,0.000792,11.260375,[90  7] ; [14  7],[85.49152542 11.50847458] ; [18.50847458  2.49152542],1
p7,1,0.0022,9.374722,[47 48] ; [ 3 19],[40.5982906 54.4017094] ; [ 9.4017094 12.5982906],0
p8,1,0.004931,7.90446,[34 64] ; [ 1 21],[28.58333333 69.41666667] ; [ 6.41666667 15.58333333],0
n3,1,0.006905,7.297589,[18  7] ; [3 9],[14.18918919 10.81081081] ; [6.81081081 5.18918919],0
n2,1,0.007574,7.131429,[21  6] ; [4 8],[17.30769231  9.69230769] ; [7.69230769 4.30769231],0
s6,1,0.018097,5.586693,[49 48] ; [ 5 17],[44.01680672 52.98319328] ; [ 9.98319328 12.01680672],0
a5,1,0.020627,5.358071,[66 32] ; [ 9 13],[61.25 36.75] ; [13.75  8.25],0
u3,1,0.02189,5.254516,[20 20] ; [1 9],[16.8 23.2] ; [4.2 5.8],0
p4,1,0.032657,4.563649,[41 55] ; [ 4 18],[36.61016949 59.38983051] ; [ 8.38983051 13.61016949],0
v3,1,0.036854,4.357165,[40 55] ; [ 4 18],[35.72649573 59.27350427] ; [ 8.27350427 13.72649573],0
p10,1,0.04236,4.120756,[29 67] ; [ 2 20],[25.22033898 70.77966102] ; [ 5.77966102 16.22033898],0
a7,1,0.046475,3.964282,[66 31] ; [10 12],[61.94957983 35.05042017] ; [14.05042017  7.94957983],0
v2,1,0.047282,3.935343,[44 52] ; [ 5 17],[39.86440678 56.13559322] ; [ 9.13559322 12.86440678],0
p6,1,0.057924,3.595852,[22 74] ; [ 1 20],[18.87179487 77.12820513] ; [ 4.12820513 16.87179487],0
s7,1,0.061774,3.489114,[33 57] ; [ 3 17],[29.45454545 60.54545455] ; [ 6.54545455 13.45454545],0
