Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.00025,13.41122,[44 10] ; [3 8],[39.04615385 14.95384615] ; [7.95384615 3.04615385],1
r3,1,0.000826,11.182147,[52  1] ; [7 3],[49.63492063  3.36507937] ; [9.36507937 0.63492063],1
r2,1,0.002661,9.026161,[51  3] ; [7 4],[48.18461538  5.81538462] ; [9.81538462 1.18461538],0
n6,1,0.003973,8.296006,[45  8] ; [5 6],[41.40625 11.59375] ; [8.59375 2.40625],0
v4,1,0.012632,6.219955,[53  1] ; [8 2],[51.46875  2.53125] ; [9.53125 0.46875],0
d2,1,0.019172,5.485714,[ 9 45] ; [5 5],[11.8125 42.1875] ; [2.1875 7.8125],0
s6,1,0.025159,5.012889,[44  8] ; [6 5],[41.26984127 10.73015873] ; [8.73015873 2.26984127],0
p9,1,0.027829,4.838629,[43  8] ; [6 5],[40.30645161 10.69354839] ; [8.69354839 2.30645161],0
p10,1,0.034,4.494693,[43 10] ; [5 5],[40.38095238 12.61904762] ; [7.61904762 2.38095238],0
a3,1,0.038867,4.266667,[30 24] ; [2 8],[27. 27.] ; [5. 5.],0
n4,1,0.04399,4.05694,[37 17] ; [4 7],[34.06153846 19.93846154] ; [6.93846154 4.06153846],0
b5,1,0.109998,2.554244,[29 25] ; [3 8],[26.58461538 27.41538462] ; [5.41538462 5.58461538],0
n5,1,0.121676,2.39561,[37 16] ; [5 6],[34.78125 18.21875] ; [7.21875 3.78125],0
p6,1,0.12328,2.375145,[22 29] ; [2 9],[19.74193548 31.25806452] ; [4.25806452 6.74193548],0
p8,1,0.151574,2.056343,[29 24] ; [3 7],[26.92063492 26.07936508] ; [5.07936508 4.92063492],0
u3,1,0.160475,1.969742,[17  7] ; [4 5],[15.27272727  8.72727273] ; [5.72727273 3.27272727],0
a7,1,0.174427,1.844474,[34 20] ; [4 6],[32.0625 21.9375] ; [5.9375 4.0625],0
s8,1,0.190493,1.713799,[21 33] ; [2 9],[19.10769231 34.89230769] ; [3.89230769 7.10769231],0
n1,1,0.21289,1.551667,[9 6] ; [1 3],[7.89473684 7.10526316] ; [2.10526316 1.89473684],0
p4,1,0.220892,1.498564,[30 23] ; [4 7],[28.15625 24.84375] ; [5.84375 5.15625],0
p3,1,0.271035,1.211503,[24 29] ; [3 8],[22.359375 30.640625] ; [4.640625 6.359375],0
v2,1,0.271035,1.211503,[24 29] ; [3 8],[22.359375 30.640625] ; [4.640625 6.359375],0
a6,1,0.294408,1.099354,[25 29] ; [7 4],[26.58461538 27.41538462] ; [5.41538462 5.58461538],0
v3,1,0.329479,0.950943,[19 34] ; [2 8],[17.66666667 35.33333333] ; [3.33333333 6.66666667],0
s2,1,0.372028,0.796878,[37 17] ; [6 5],[35.72307692 18.27692308] ; [7.27692308 3.72307692],0
s7,1,0.377135,0.78002,[30 20] ; [5 6],[28.68852459 21.31147541] ; [6.31147541 4.68852459],0
u2,1,0.391805,0.733333,[12 12] ; [6 3],[13.09090909 10.90909091] ; [4.90909091 4.09090909],0
p7,1,0.450625,0.56908,[32 19] ; [5 5],[30.93442623 20.06557377] ; [6.06557377 3.93442623],0
v1,1,0.491119,0.474074,[28 26] ; [4 6],[27. 27.] ; [5. 5.],0
d1,1,0.56823,0.325654,[15 39] ; [4 7],[15.78461538 38.21538462] ; [3.21538462 7.78461538],0
n2,1,0.569653,0.323264,[13  2] ; [3 1],[12.63157895  2.36842105] ; [3.36842105 0.63157895],0
p1,1,0.573428,0.316981,[ 7 46] ; [2 8],[ 7.57142857 45.42857143] ; [1.42857143 8.57142857],0
p5,1,0.579503,0.307038,[ 9 44] ; [1 9],[ 8.41269841 44.58730159] ; [1.58730159 8.41269841],0
s4,1,0.594337,0.283623,[15 38] ; [4 7],[15.734375 37.265625] ; [3.265625 7.734375],0
b4,1,0.613212,0.255524,[35 19] ; [8 3],[35.72307692 18.27692308] ; [7.27692308 3.72307692],0
b2,1,0.632912,0.228132,[ 5 23] ; [1 8],[ 4.54054054 23.45945946] ; [1.45945946 7.54054054],0
b3,1,0.632912,0.228132,[ 5 23] ; [1 8],[ 4.54054054 23.45945946] ; [1.45945946 7.54054054],0
d3,1,0.772454,0.083617,[32 22] ; [6 5],[31.56923077 22.43076923] ; [6.43076923 4.56923077],0
p2,1,0.779924,0.078075,[46  7] ; [9 1],[46.26984127  6.73015873] ; [8.73015873 1.26984127],0
d4,1,0.788743,0.071793,[40 14] ; [7 3],[39.65625 14.34375] ; [7.34375 2.65625],0
a4,1,0.86863,0.027357,[11 43] ; [2 9],[10.8 43.2] ; [2.2 8.8],0
b1,1,0.875315,0.024621,[21 33] ; [4 7],[20.76923077 33.23076923] ; [4.23076923 6.76923077],0
p11,1,0.926188,0.008583,[40 14] ; [8 3],[39.87692308 14.12307692] ; [8.12307692 2.87692308],0
s3,1,0.94061,0.005551,[35 19] ; [7 4],[34.89230769 19.10769231] ; [7.10769231 3.89230769],0
d5,1,0.972782,0.001164,[39 15] ; [8 3],[39.04615385 14.95384615] ; [7.95384615 3.04615385],0
