Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,6e-06,20.46113,[14 27] ; [59 18],[25.36440678 15.63559322] ; [47.63559322 29.36440678],1
p10,1,0.011158,6.439943,[17 24] ; [50 26],[23.47863248 17.52136752] ; [43.52136752 32.47863248],0
u2,1,0.03553,4.419503,[14 10] ; [13 28],[ 9.96923077 14.03076923] ; [17.03076923 23.96923077],0
p2,1,0.048646,3.887511,[29 12] ; [40 37],[23.97457627 17.02542373] ; [45.02542373 31.97457627],0
n6,1,0.052615,3.756115,[23 18] ; [56 20],[27.68376068 13.31623932] ; [51.31623932 24.68376068],0
n1,1,0.087488,2.91999,[ 3 12] ; [13 15],[5.58139535 9.41860465] ; [10.41860465 17.58139535],0
r3,1,0.101732,2.678182,[36  5] ; [57 19],[32.58974359  8.41025641] ; [60.41025641 15.58974359],0
a5,1,0.114358,2.492946,[12 29] ; [34 43],[15.98305085 25.01694915] ; [30.01694915 46.98305085],0
s5,1,0.128118,2.315162,[ 5 34] ; [19 57],[ 8.13913043 30.86086957] ; [15.86086957 60.13913043],0
s6,1,0.130283,2.289131,[14 27] ; [37 39],[17.87179487 23.12820513] ; [33.12820513 42.87179487],0
d4,1,0.147958,2.093182,[23 18] ; [32 44],[19.27350427 21.72649573] ; [35.72649573 40.27350427],0
d2,1,0.189339,1.722752,[ 5 36] ; [17 60],[ 7.6440678 33.3559322] ; [14.3559322 62.6440678],0
s2,1,0.199664,1.644828,[10 31] ; [27 48],[13.07758621 27.92241379] ; [23.92241379 51.07758621],0
v4,1,0.301202,1.068864,[36  5] ; [61 15],[33.99145299  7.00854701] ; [63.00854701 12.99145299],0
v3,1,0.302934,1.061232,[ 9 31] ; [24 52],[11.37931034 28.62068966] ; [21.62068966 54.37931034],0
p1,1,0.306012,1.047809,[ 2 39] ; [ 8 69],[ 3.47457627 37.52542373] ; [ 6.52542373 70.47457627],0
s7,1,0.309527,1.032695,[ 9 31] ; [23 50],[11.32743363 28.67256637] ; [20.67256637 52.32743363],0
p7,1,0.346253,0.887143,[18 22] ; [27 48],[15.65217391 24.34782609] ; [29.34782609 45.65217391],0
r1,1,0.360298,0.836856,[28 13] ; [46 31],[25.71186441 15.28813559] ; [48.28813559 28.71186441],0
p11,1,0.36194,0.831152,[30 11] ; [50 27],[27.79661017 13.20338983] ; [52.20338983 24.79661017],0
v1,1,0.405185,0.692883,[13 26] ; [31 44],[15.05263158 23.94736842] ; [28.94736842 46.05263158],0
b1,1,0.420687,0.648395,[16 25] ; [36 41],[18.06779661 22.93220339] ; [33.93220339 43.06779661],0
n3,1,0.443002,0.588495,[10  4] ; [16 11],[8.87804878 5.12195122] ; [17.12195122  9.87804878],0
a8,1,0.463429,0.5376,[ 3 36] ; [ 9 65],[ 4.14159292 34.85840708] ; [ 7.85840708 66.14159292],0
b5,1,0.47495,0.510436,[22 19] ; [36 41],[20.15254237 20.84745763] ; [37.84745763 39.15254237],0
p9,1,0.477144,0.505383,[25 16] ; [50 24],[26.73913043 14.26086957] ; [48.26086957 25.73913043],0
p8,1,0.49764,0.459965,[11 30] ; [25 51],[12.61538462 28.38461538] ; [23.38461538 52.61538462],0
p3,1,0.500886,0.453058,[ 9 32] ; [13 64],[ 7.6440678 33.3559322] ; [14.3559322 62.6440678],0
s3,1,0.547132,0.362481,[17 24] ; [35 39],[18.53913043 22.46086957] ; [33.46086957 40.53913043],0
a6,1,0.561917,0.336395,[19 22] ; [40 37],[20.5 20.5] ; [38.5 38.5],0
a7,1,0.561917,0.336395,[22 19] ; [37 40],[20.5 20.5] ; [38.5 38.5],0
a1,1,0.64215,0.215941,[ 3 38] ; [ 4 73],[ 2.43220339 38.56779661] ; [ 4.56779661 72.43220339],0
p6,1,0.654317,0.2005,[ 8 31] ; [13 63],[ 7.12173913 31.87826087] ; [13.87826087 62.12173913],0
v2,1,0.66247,0.190537,[13 26] ; [27 45],[14.05405405 24.94594595] ; [25.94594595 46.05405405],0
a3,1,0.66895,0.182832,[17 23] ; [35 40],[18.08695652 21.91304348] ; [33.91304348 41.08695652],0
d1,1,0.677069,0.173444,[ 1 40] ; [ 3 74],[ 1.38983051 39.61016949] ; [ 2.61016949 74.38983051],0
s1,1,0.698957,0.149559,[ 2 39] ; [ 5 70],[ 2.47413793 38.52586207] ; [ 4.52586207 70.47413793],0
d3,1,0.741698,0.10864,[14 27] ; [24 53],[13.20338983 27.79661017] ; [24.79661017 52.20338983],0
r2,1,0.74918,0.102221,[34  7] ; [62 15],[33.3559322  7.6440678] ; [62.6440678 14.3559322],0
