Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5e-06,20.736722,[24 53] ; [32 11],[35.93333333 41.06666667] ; [20.06666667 22.93333333],1
s7,1,5e-06,20.67421,[23 45] ; [31  8],[34.31775701 33.68224299] ; [19.68224299 19.31775701],1
p3,1,8e-06,19.874614,[23 54] ; [31 12],[34.65 42.35] ; [19.35 23.65],1
p7,1,2.6e-05,17.72532,[22 54] ; [29 13],[32.84745763 43.15254237] ; [18.15254237 23.84745763],1
p9,1,0.000436,12.371733,[40 34] ; [37  6],[48.7008547 25.2991453] ; [28.2991453 14.7008547],1
s2,1,0.001569,9.9954,[31 47] ; [30 13],[39.32231405 38.67768595] ; [21.67768595 21.32231405],0
n4,1,0.002018,9.532669,[43 34] ; [36  7],[50.69166667 26.30833333] ; [28.30833333 14.69166667],0
p2,1,0.002153,9.414291,[41 36] ; [35  8],[48.76666667 28.23333333] ; [27.23333333 15.76666667],0
s8,1,0.00245,9.177828,[25 53] ; [26 17],[32.87603306 45.12396694] ; [18.12396694 24.87603306],0
r4,1,0.005772,7.620282,[56 22] ; [40  3],[61.88429752 16.11570248] ; [34.11570248  8.88429752],0
p8,1,0.007668,7.109521,[21 57] ; [22 21],[27.71900826 50.28099174] ; [15.28099174 27.71900826],0
p10,1,0.00932,6.760465,[38 38] ; [32 11],[44.70588235 31.29411765] ; [25.29411765 17.70588235],0
s6,1,0.011216,6.430842,[44 33] ; [33  8],[50.24576271 26.75423729] ; [26.75423729 14.24576271],0
a3,1,0.014069,6.029524,[58 20] ; [39  3],[63.05 14.95] ; [33.95  8.05],0
v2,1,0.015418,5.86806,[31 43] ; [28 15],[37.31623932 36.68376068] ; [21.68376068 21.31623932],0
n3,1,0.018468,5.551198,[22 17] ; [12  1],[25.5 13.5] ; [8.5 4.5],0
u1,1,0.01981,5.428576,[17 61] ; [18 25],[22.56198347 55.43801653] ; [12.43801653 30.56198347],0
s5,1,0.023757,5.112312,[21 53] ; [19 19],[26.42857143 47.57142857] ; [13.57142857 24.42857143],0
d2,1,0.026285,4.937188,[56 20] ; [39  4],[60.67226891 15.32773109] ; [34.32773109  8.67226891],0
b2,1,0.028326,4.808121,[ 9 31] ; [13 14],[13.13432836 26.86567164] ; [ 8.86567164 18.13432836],0
b3,1,0.028326,4.808121,[ 9 31] ; [13 14],[13.13432836 26.86567164] ; [ 8.86567164 18.13432836],0
v1,1,0.049653,3.85313,[27 50] ; [23 20],[32.08333333 44.91666667] ; [17.91666667 25.08333333],0
a5,1,0.055387,3.670388,[55 23] ; [37  6],[59.30578512 18.69421488] ; [32.69421488 10.30578512],0
r3,1,0.055669,3.661935,[62 16] ; [39  3],[65.65 12.35] ; [35.35  6.65],0
v3,1,0.05572,3.66042,[18 56] ; [17 24],[22.52173913 51.47826087] ; [12.47826087 28.52173913],0
n5,1,0.05762,3.604608,[40 37] ; [30 13],[44.91666667 32.08333333] ; [25.08333333 17.91666667],0
n6,1,0.066867,3.358297,[50 27] ; [34  8],[54.35294118 22.64705882] ; [29.64705882 12.35294118],0
p1,1,0.07405,3.190883,[ 5 73] ; [ 7 35],[ 7.8 70.2] ; [ 4.2 37.8],0
