Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.030754,4.666667,[1 5] ; [6 2],[3. 3.] ; [4. 4.],0
s8,1,0.030754,4.666667,[1 5] ; [6 2],[3. 3.] ; [4. 4.],0
p10,1,0.124283,2.3625,[3 3] ; [7 1],[4.28571429 1.71428571] ; [5.71428571 2.28571429],0
n5,1,0.124283,2.3625,[3 3] ; [7 1],[4.28571429 1.71428571] ; [5.71428571 2.28571429],0
d2,1,0.197703,1.659259,[5 1] ; [4 4],[3.85714286 2.14285714] ; [5.14285714 2.85714286],0
r4,1,0.280087,1.166667,[4 2] ; [3 5],[3. 3.] ; [4. 4.],0
b4,1,0.280087,1.166667,[2 4] ; [5 3],[3. 3.] ; [4. 4.],0
a4,1,0.333998,0.933333,[3 3] ; [2 6],[2.14285714 3.85714286] ; [2.85714286 5.14285714],0
n6,1,0.333998,0.933333,[3 3] ; [6 2],[3.85714286 2.14285714] ; [5.14285714 2.85714286],0
d3,1,0.333998,0.933333,[3 3] ; [2 6],[2.14285714 3.85714286] ; [2.85714286 5.14285714],0
p9,1,0.347153,0.883838,[4 2] ; [7 1],[4.71428571 1.28571429] ; [6.28571429 1.71428571],0
b5,1,0.347153,0.883838,[4 2] ; [7 1],[4.71428571 1.28571429] ; [6.28571429 1.71428571],0
a2,1,0.347153,0.883838,[2 4] ; [1 7],[1.28571429 4.71428571] ; [1.71428571 6.28571429],0
p7,1,0.347153,0.883838,[4 2] ; [7 1],[4.71428571 1.28571429] ; [6.28571429 1.71428571],0
p4,1,0.393153,0.729167,[5 1] ; [5 3],[4.28571429 1.71428571] ; [5.71428571 2.28571429],0
v2,1,0.393153,0.729167,[5 1] ; [5 3],[4.28571429 1.71428571] ; [5.71428571 2.28571429],0
v3,1,0.505985,0.442361,[1 4] ; [3 5],[1.53846154 3.46153846] ; [2.46153846 5.53846154],0
a7,1,0.532884,0.388889,[4 2] ; [4 4],[3.42857143 2.57142857] ; [4.57142857 3.42857143],0
a3,1,0.532884,0.388889,[4 2] ; [4 4],[3.42857143 2.57142857] ; [4.57142857 3.42857143],0
u3,1,0.540291,0.375,[1 1] ; [1 3],[0.66666667 1.33333333] ; [1.33333333 2.66666667],0
b3,1,0.598161,0.277778,[2 2] ; [2 4],[1.6 2.4] ; [2.4 3.6],0
b2,1,0.598161,0.277778,[2 2] ; [2 4],[1.6 2.4] ; [2.4 3.6],0
d1,1,0.639994,0.21875,[3 3] ; [3 5],[2.57142857 3.42857143] ; [3.42857143 4.57142857],0
s3,1,0.706879,0.141414,[5 1] ; [6 2],[4.71428571 1.28571429] ; [6.28571429 1.71428571],0
a8,1,0.706879,0.141414,[1 5] ; [2 6],[1.28571429 4.71428571] ; [1.71428571 6.28571429],0
a5,1,0.732678,0.116667,[4 2] ; [6 2],[4.28571429 1.71428571] ; [5.71428571 2.28571429],0
n4,1,0.732678,0.116667,[4 2] ; [6 2],[4.28571429 1.71428571] ; [5.71428571 2.28571429],0
s6,1,0.793428,0.068571,[4 1] ; [6 1],[4.16666667 0.83333333] ; [5.83333333 1.16666667],0
p5,1,0.825498,0.048611,[1 5] ; [1 7],[0.85714286 5.14285714] ; [1.14285714 6.85714286],0
s4,1,0.825498,0.048611,[1 5] ; [1 7],[0.85714286 5.14285714] ; [1.14285714 6.85714286],0
a6,1,0.872081,0.025926,[4 2] ; [5 3],[3.85714286 2.14285714] ; [5.14285714 2.85714286],0
p3,1,0.872081,0.025926,[4 2] ; [5 3],[3.85714286 2.14285714] ; [5.14285714 2.85714286],0
d5,1,0.872081,0.025926,[4 2] ; [5 3],[3.85714286 2.14285714] ; [5.14285714 2.85714286],0
d4,1,0.872081,0.025926,[4 2] ; [5 3],[3.85714286 2.14285714] ; [5.14285714 2.85714286],0
b1,1,0.872081,0.025926,[4 2] ; [5 3],[3.85714286 2.14285714] ; [5.14285714 2.85714286],0
s7,1,0.928177,0.008125,[2 3] ; [3 5],[1.92307692 3.07692308] ; [3.07692308 4.92307692],0
s5,1,0.928177,0.008125,[2 3] ; [3 5],[1.92307692 3.07692308] ; [3.07692308 4.92307692],0
u2,1,1.0,0.0,[1 1] ; [2 2],[1. 1.] ; [2. 2.],0
s2,1,1.0,0.0,[3 3] ; [4 4],[3. 3.] ; [4. 4.],0
r1,1,1.0,0.0,[3 3] ; [4 4],[3. 3.] ; [4. 4.],0
v1,1,1.0,0.0,[3 3] ; [4 4],[3. 3.] ; [4. 4.],0
