Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000201,13.817175,[ 2 43] ; [13 22],[ 8.4375 36.5625] ; [ 6.5625 28.4375],1
p8,1,0.002618,9.056044,[ 8 38] ; [17 18],[14.19753086 31.80246914] ; [10.80246914 24.19753086],0
d5,1,0.003362,8.599718,[35 11] ; [16 20],[28.6097561 17.3902439] ; [22.3902439 13.6097561],0
d1,1,0.007428,7.16648,[25 21] ; [ 9 27],[19.07317073 26.92682927] ; [14.92682927 21.07317073],0
d3,1,0.019834,5.426407,[31 15] ; [15 21],[25.80487805 20.19512195] ; [20.19512195 15.80487805],0
s3,1,0.023907,5.101356,[13 33] ; [19 17],[17.95121951 28.04878049] ; [14.04878049 21.95121951],0
b4,1,0.033434,4.523436,[30 16] ; [15 21],[25.24390244 20.75609756] ; [19.75609756 16.24390244],0
p3,1,0.033836,4.502961,[ 9 36] ; [15 21],[13.33333333 31.66666667] ; [10.66666667 25.33333333],0
p2,1,0.087992,2.910733,[22 24] ; [24 12],[25.80487805 20.19512195] ; [20.19512195 15.80487805],0
a2,1,0.104072,2.642002,[ 8 38] ; [ 2 34],[ 5.6097561 40.3902439] ; [ 4.3902439 31.6097561],0
n3,1,0.108815,2.571342,[14 12] ; [9 2],[16.16216216  9.83783784] ; [6.83783784 4.16216216],0
a7,1,0.151951,2.05256,[29 17] ; [17 19],[25.80487805 20.19512195] ; [20.19512195 15.80487805],0
n2,1,0.169017,1.891636,[12 13] ; [8 3],[13.88888889 11.11111111] ; [6.11111111 4.88888889],0
a4,1,0.214765,1.539008,[16 30] ; [ 8 28],[13.46341463 32.53658537] ; [10.53658537 25.46341463],0
b1,1,0.217772,1.518994,[18 28] ; [19 17],[20.75609756 25.24390244] ; [16.24390244 19.75609756],0
d4,1,0.219994,1.504409,[37  9] ; [24 11],[34.64197531 11.35802469] ; [26.35802469  8.64197531],0
p1,1,0.266394,1.235222,[ 4 42] ; [ 1 35],[ 2.80487805 43.19512195] ; [ 2.19512195 33.80487805],0
b2,1,0.272152,1.20587,[ 9 20] ; [ 3 15],[ 7.40425532 21.59574468] ; [ 4.59574468 13.40425532],0
b3,1,0.272152,1.20587,[ 9 20] ; [ 3 15],[ 7.40425532 21.59574468] ; [ 4.59574468 13.40425532],0
p4,1,0.272685,1.203189,[15 31] ; [16 20],[17.3902439 28.6097561] ; [13.6097561 22.3902439],0
r3,1,0.298256,1.081975,[37  9] ; [32  4],[38.70731707  7.29268293] ; [30.29268293  5.70731707],0
a6,1,0.324977,0.968809,[28 18] ; [18 18],[25.80487805 20.19512195] ; [20.19512195 15.80487805],0
r1,1,0.349063,0.876862,[29 17] ; [19 17],[26.92682927 19.07317073] ; [21.07317073 14.92682927],0
s2,1,0.377995,0.777211,[11 34] ; [12 24],[12.77777778 32.22222222] ; [10.22222222 25.77777778],0
r4,1,0.380094,0.770396,[29 17] ; [26 10],[30.85365854 15.14634146] ; [24.14634146 11.85365854],0
v2,1,0.421166,0.64706,[19 25] ; [12 23],[17.26582278 26.73417722] ; [13.73417722 21.26582278],0
u1,1,0.43476,0.610074,[ 3 43] ; [ 1 35],[ 2.24390244 43.75609756] ; [ 1.75609756 34.24390244],0
p11,1,0.462225,0.540502,[18 28] ; [17 19],[19.63414634 26.36585366] ; [15.36585366 20.63414634],0
r2,1,0.565151,0.330863,[36 10] ; [30  6],[37.02439024  8.97560976] ; [28.97560976  7.02439024],0
n5,1,0.586674,0.295569,[14 32] ; [ 9 27],[12.90243902 33.09756098] ; [10.09756098 25.90243902],0
n1,1,0.587042,0.294987,[ 5 21] ; [3 8],[ 5.62162162 20.37837838] ; [2.37837838 8.62162162],0
v1,1,0.597401,0.278933,[12 34] ; [11 24],[13.0617284 32.9382716] ; [ 9.9382716 25.0617284],0
v4,1,0.606771,0.264904,[36 10] ; [29  6],[36.91358025  9.08641975] ; [28.08641975  6.91358025],0
b5,1,0.632347,0.228892,[27 19] ; [23 13],[28.04878049 17.95121951] ; [21.95121951 14.04878049],0
v3,1,0.642692,0.215239,[ 8 36] ; [ 5 30],[ 7.24050633 36.75949367] ; [ 5.75949367 29.24050633],0
u3,1,0.655546,0.19898,[12  9] ; [9 9],[11.30769231  9.69230769] ; [9.69230769 8.30769231],0
a1,1,0.707053,0.141238,[ 2 44] ; [ 1 35],[ 1.68292683 44.31707317] ; [ 1.31707317 34.68292683],0
p9,1,0.736969,0.112809,[15 29] ; [11 25],[14.3 29.7] ; [11.7 24.3],0
a8,1,0.738688,0.111283,[ 2 41] ; [ 1 31],[ 1.72 41.28] ; [ 1.28 30.72],0
s6,1,0.753356,0.098732,[20 26] ; [14 21],[19.30864198 26.69135802] ; [14.69135802 20.30864198],0
a5,1,0.760555,0.092874,[22 24] ; [16 20],[21.31707317 24.68292683] ; [16.68292683 19.31707317],0
u2,1,0.781727,0.076768,[ 8 12] ; [ 8 10],[ 8.42105263 11.57894737] ; [ 7.57894737 10.42105263],0
a3,1,0.79425,0.068015,[25 21] ; [18 17],[24.41975309 21.58024691] ; [18.58024691 16.41975309],0
s4,1,0.811372,0.056957,[ 8 38] ; [ 7 29],[ 8.41463415 37.58536585] ; [ 6.58536585 29.41463415],0
d2,1,0.824819,0.048996,[19 27] ; [14 22],[18.51219512 27.48780488] ; [14.48780488 21.51219512],0
s7,1,0.87357,0.025321,[ 7 36] ; [ 6 28],[ 7.25974026 35.74025974] ; [ 5.74025974 28.25974026],0
n6,1,0.887481,0.02002,[25 21] ; [19 17],[24.68292683 21.31707317] ; [19.31707317 16.68292683],0
s8,1,0.90692,0.013671,[ 7 39] ; [ 5 30],[ 6.81481481 39.18518519] ; [ 5.18518519 29.81481481],0
s1,1,0.953533,0.003395,[ 4 42] ; [ 3 33],[ 3.92682927 42.07317073] ; [ 3.07317073 32.92682927],0
s5,1,0.976257,0.000886,[ 8 38] ; [ 6 28],[ 8.05 37.95] ; [ 5.95 28.05],0
