Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,111.019566,[132  25] ; [ 34 110],[86.58471761 70.41528239] ; [79.41528239 64.58471761],1
s6,1,0.0,57.608282,[136  22] ; [65 80],[104.81188119  53.18811881] ; [96.18811881 48.81188119],1
s5,1,0.0,43.256471,[80 76] ; [ 22 122],[ 53.04 102.96] ; [48.96 95.04],1
s7,1,0.0,38.69529,[112  42] ; [49 86],[85.79238754 68.20761246] ; [75.20761246 59.79238754],1
s8,1,0.0,36.016937,[108  52] ; [48 97],[81.83606557 78.16393443] ; [74.16393443 70.83606557],1
p12,1,0.001137,10.58926,[ 30 130] ; [  9 135],[ 20.52631579 139.47368421] ; [ 18.47368421 125.52631579],0
a5,1,0.003709,8.421248,[134  27] ; [101  45],[123.24104235  37.75895765] ; [111.75895765  34.24104235],0
d4,1,0.007682,7.10621,[141  18] ; [112  33],[132.32565789  26.67434211] ; [120.67434211  24.32565789],0
u1,1,0.011461,6.392431,[ 38 124] ; [ 18 128],[ 29.45454545 132.54545455] ; [ 26.54545455 119.45454545],0
r1,1,0.011741,6.349529,[142  19] ; [113  33],[133.72964169  27.27035831] ; [121.27035831  24.72964169],0
p10,1,0.014717,5.950089,[141  19] ; [111  32],[133.06930693  26.93069307] ; [118.93069307  24.06930693],0
u3,1,0.026246,4.939715,[25 10] ; [21 24],[20.125 14.875] ; [25.875 19.125],0
n2,1,0.037907,4.309192,[26  4] ; [17 10],[22.63157895  7.36842105] ; [20.36842105  6.63157895],0
p4,1,0.038234,4.294575,[108  51] ; [80 62],[99.3089701 59.6910299] ; [88.6910299 53.3089701],0
n5,1,0.039912,4.221615,[140  21] ; [114  32],[133.20521173  27.79478827] ; [120.79478827  25.20521173],0
n6,1,0.067268,3.348457,[144  15] ; [122  24],[138.66885246  20.33114754] ; [127.33114754  18.66885246],0
a3,1,0.069042,3.305646,[126  34] ; [101  44],[119.08196721  40.91803279] ; [107.91803279  37.08196721],0
r3,1,0.076576,3.136118,[157   5] ; [134  11],[153.55700326   8.44299674] ; [137.44299674   7.55700326],0
d2,1,0.079672,3.071584,[90 70] ; [67 78],[82.36065574 77.63934426] ; [74.63934426 70.36065574],0
v1,1,0.082211,3.020637,[116  44] ; [91 53],[108.94736842  51.05263158] ; [98.05263158 45.94736842],0
r4,1,0.096528,2.761997,[151  11] ; [128  18],[146.74675325  15.25324675] ; [132.25324675  13.74675325],0
d1,1,0.097242,2.750205,[107  55] ; [83 63],[99.93506494 62.06493506] ; [90.06493506 55.93506494],0
r2,1,0.115384,2.478887,[157   5] ; [133  10],[154.03278689   7.96721311] ; [135.96721311   7.03278689],0
a2,1,0.116964,2.457514,[ 47 115] ; [ 31 115],[ 41.02597403 120.97402597] ; [ 36.97402597 109.02597403],0
p5,1,0.139554,2.182869,[ 31 129] ; [ 19 126],[ 26.2295082 133.7704918] ; [ 23.7704918 121.2295082],0
p3,1,0.140894,2.168164,[94 65] ; [73 71],[87.63366337 71.36633663] ; [79.36633663 64.63366337],0
a4,1,0.148893,2.083558,[81 80] ; [61 84],[74.7124183 86.2875817] ; [67.2875817 77.7124183],0
p9,1,0.152099,2.051073,[138  20] ; [118  27],[133.49174917  24.50825083] ; [122.50825083  22.49174917],0
u4,1,0.198511,1.653293,[  6 156] ; [  2 144],[  4.20779221 157.79220779] ; [  3.79220779 142.20779221],0
b2,1,0.215772,1.53227,[46 53] ; [37 61],[41.7106599 57.2893401] ; [41.2893401 56.7106599],0
b3,1,0.215772,1.53227,[46 53] ; [37 61],[41.7106599 57.2893401] ; [41.2893401 56.7106599],0
n4,1,0.235891,1.404984,[142  20] ; [121  25],[138.33116883  23.66883117] ; [124.66883117  21.33116883],0
p8,1,0.257631,1.281445,[96 63] ; [76 65],[91.16 67.84] ; [80.84 60.16],0
s1,1,0.263332,1.251156,[  7 153] ; [  3 141],[  5.26315789 154.73684211] ; [  4.73684211 139.26315789],0
u2,1,0.270912,1.212121,[24 12] ; [24 20],[21.6 14.4] ; [26.4 17.6],0
p6,1,0.291701,1.111756,[65 93] ; [50 92],[60.56666667 97.43333333] ; [54.43333333 87.56666667],0
p2,1,0.303873,1.057119,[135  25] ; [115  29],[131.57894737  28.42105263] ; [118.42105263  25.57894737],0
b5,1,0.330084,0.948569,[91 71] ; [90 56],[95.2012987 66.7987013] ; [85.7987013 60.2012987],0
a6,1,0.344828,0.892401,[103  56] ; [102  44],[106.86885246  52.13114754] ; [98.13114754 47.86885246],0
p7,1,0.346093,0.887729,[107  47] ; [92 51],[103.18518519  50.81481481] ; [95.81481481 47.18518519],0
v2,1,0.368741,0.807903,[129  30] ; [110  33],[125.83112583  33.16887417] ; [113.16887417  29.83112583],0
n3,1,0.442289,0.590336,[21 10] ; [20  6],[22.29824561  8.70175439] ; [18.70175439  7.29824561],0
v4,1,0.462245,0.540454,[155   6] ; [138   8],[153.65798046   7.34201954] ; [139.34201954   6.65798046],0
a1,1,0.557835,0.343467,[ 14 148] ; [ 10 136],[ 12.62337662 149.37662338] ; [ 11.37662338 134.62337662],0
p1,1,0.561581,0.336973,[ 21 139] ; [ 16 130],[ 19.34640523 140.65359477] ; [ 17.65359477 128.34640523],0
d5,1,0.600231,0.274648,[133  27] ; [118  28],[131.24183007  28.75816993] ; [119.75816993  26.24183007],0
n1,1,0.614191,0.254118,[12 18] ; [ 8 16],[11.11111111 18.88888889] ; [ 8.88888889 15.11111111],0
a7,1,0.630943,0.230784,[113  47] ; [106  39],[114.8852459  45.1147541] ; [104.1147541  40.8852459],0
d3,1,0.775347,0.081446,[112  48] ; [100  46],[110.8496732  49.1503268] ; [101.1503268  44.8496732],0
p11,1,0.793193,0.068731,[129  33] ; [118  28],[129.91558442  32.08441558] ; [117.08441558  28.91558442],0
b1,1,0.826268,0.048176,[63 99] ; [55 91],[62.06493506 99.93506494] ; [55.93506494 90.06493506],0
b4,1,0.923619,0.009192,[99 63] ; [90 56],[99.40909091 62.59090909] ; [89.59090909 56.40909091],0
a8,1,0.985338,0.000338,[ 22 127] ; [ 19 109],[ 22.05415162 126.94584838] ; [ 18.94584838 109.05415162],0
