Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,44.317314,[138  32] ; [20 38],[117.80701754  52.19298246] ; [40.19298246 17.80701754],1
a6,1,0.0,27.394904,[133  37] ; [24 34],[117.06140351  52.93859649] ; [39.93859649 18.06140351],1
u1,1,0.00014,14.504746,[ 46 124] ; [ 2 56],[ 35.78947368 134.21052632] ; [12.21052632 45.78947368],1
a2,1,0.00109,10.667992,[ 51 119] ; [ 5 53],[ 41.75438596 128.24561404] ; [14.24561404 43.75438596],0
r1,1,0.018035,5.592773,[141  28] ; [40 18],[134.75330396  34.24669604] ; [46.24669604 11.75330396],0
b5,1,0.027376,4.866918,[118  52] ; [31 27],[111.09649123  58.90350877] ; [37.90350877 20.09649123],0
b3,1,0.050125,3.837286,[31 72] ; [19 21],[36.01398601 66.98601399] ; [13.98601399 26.01398601],0
b2,1,0.050125,3.837286,[31 72] ; [19 21],[36.01398601 66.98601399] ; [13.98601399 26.01398601],0
p4,1,0.06893,3.308313,[82 88] ; [20 38],[76.05263158 93.94736842] ; [25.94736842 32.05263158],0
r4,1,0.083974,2.986251,[148  22] ; [45 13],[143.90350877  26.09649123] ; [49.09649123  8.90350877],0
v4,1,0.086444,2.939386,[157  11] ; [50  8],[153.87610619  14.12389381] ; [53.12389381  4.87610619],0
p10,1,0.089618,2.881218,[135  35] ; [39 18],[130.30837004  39.69162996] ; [43.69162996 13.30837004],0
a5,1,0.090773,2.860616,[128  42] ; [37 21],[123.02631579  46.97368421] ; [41.97368421 16.02631579],0
d1,1,0.131998,2.268852,[107  63] ; [30 28],[102.14912281  67.85087719] ; [34.85087719 23.14912281],0
u2,1,0.155351,2.01891,[27 21] ; [4 8],[24.8 23.2] ; [6.2 5.8],0
s5,1,0.160715,1.967485,[ 44 119] ; [20 34],[ 48.07373272 114.92626728] ; [15.92626728 38.07373272],0
b1,1,0.252282,1.31062,[ 59 111] ; [25 33],[ 62.63157895 107.36842105] ; [21.36842105 36.63157895],0
b4,1,0.264955,1.242679,[105  65] ; [31 27],[101.40350877  68.59649123] ; [34.59649123 23.40350877],0
a1,1,0.266886,1.232681,[  8 162] ; [ 5 53],[  9.69298246 160.30701754] ; [ 3.30701754 54.69298246],0
r3,1,0.286234,1.13725,[165   4] ; [55  3],[163.78854626   5.21145374] ; [56.21145374  1.78854626],0
n4,1,0.296837,1.088353,[131  39] ; [40 17],[128.06167401  41.93832599] ; [42.93832599 14.06167401],0
a8,1,0.302643,1.062511,[ 22 129] ; [ 5 50],[ 19.79126214 131.20873786] ; [ 7.20873786 47.79126214],0
a3,1,0.303424,1.059087,[120  50] ; [45 13],[123.02631579  46.97368421] ; [41.97368421 16.02631579],0
s4,1,0.312037,1.022036,[ 30 139] ; [ 7 51],[ 27.54625551 141.45374449] ; [ 9.45374449 48.54625551],0
s6,1,0.315765,1.006408,[116  53] ; [35 22],[112.9159292  56.0840708] ; [38.0840708 18.9159292],0
p7,1,0.333901,0.93371,[76 92] ; [30 27],[79.14666667 88.85333333] ; [26.85333333 30.14666667],0
v1,1,0.343658,0.896739,[93 72] ; [35 20],[96. 69.] ; [32. 23.],0
s2,1,0.344795,0.892522,[83 84] ; [33 25],[86.09777778 80.90222222] ; [29.90222222 28.09777778],0
u3,1,0.368803,0.807692,[30 20] ; [6 7],[28.57142857 21.42857143] ; [7.42857143 5.57142857],0
d4,1,0.376485,0.782147,[146  24] ; [47 11],[143.90350877  26.09649123] ; [49.09649123  8.90350877],0
p3,1,0.392746,0.730423,[ 66 103] ; [19 39],[ 63.28193833 105.71806167] ; [21.71806167 36.28193833],0
p5,1,0.393764,0.727288,[  7 163] ; [ 4 54],[  8.20175439 161.79824561] ; [ 2.79824561 55.20175439],0
p2,1,0.393797,0.727184,[127  43] ; [40 18],[124.51754386  45.48245614] ; [42.48245614 15.51754386],0
p6,1,0.397573,0.715654,[ 48 120] ; [13 44],[ 45.54666667 122.45333333] ; [15.45333333 41.54666667],0
p9,1,0.473832,0.513026,[137  31] ; [44 13],[135.14666667  32.85333333] ; [45.85333333 11.14666667],0
p11,1,0.49506,0.46551,[118  52] ; [43 15],[120.04385965  49.95614035] ; [40.95614035 17.04385965],0
r2,1,0.495842,0.463825,[156  10] ; [53  5],[154.88392857  11.11607143] ; [54.11607143  3.88392857],0
n6,1,0.509563,0.434965,[140  29] ; [45 12],[138.34070796  30.65929204] ; [46.65929204 10.34070796],0
s3,1,0.605147,0.267303,[89 76] ; [29 29],[87.30941704 77.69058296] ; [30.69058296 27.30941704],0
n1,1,0.633211,0.227732,[12 32] ; [ 6 12],[12.77419355 31.22580645] ; [ 5.22580645 12.77419355],0
v3,1,0.661841,0.191295,[79 89] ; [24 31],[77.59641256 90.40358744] ; [25.40358744 29.59641256],0
d2,1,0.678579,0.17173,[85 84] ; [31 27],[86.36123348 82.63876652] ; [29.63876652 28.36123348],0
d5,1,0.706663,0.141633,[147  23] ; [49  9],[146.14035088  23.85964912] ; [49.85964912  8.14035088],0
n3,1,0.723932,0.124756,[35 10] ; [14  5],[34.453125 10.546875] ; [14.546875  4.453125],0
u4,1,0.751956,0.099895,[  2 168] ; [ 1 57],[  2.23684211 167.76315789] ; [ 0.76315789 57.23684211],0
s7,1,0.756182,0.096409,[81 82] ; [26 29],[80.00458716 82.99541284] ; [26.99541284 28.00458716],0
p1,1,0.821152,0.051105,[  7 163] ; [ 2 56],[  6.71052632 163.28947368] ; [ 2.28947368 55.71052632],0
n2,1,0.846088,0.037679,[29 15] ; [13  6],[29.33333333 14.66666667] ; [12.66666667  6.33333333],0
s1,1,0.847067,0.037196,[  5 162] ; [ 2 55],[  5.21875 161.78125] ; [ 1.78125 55.21875],0
n5,1,0.850499,0.035525,[112  55] ; [39 18],[112.57589286  54.42410714] ; [38.42410714 18.57589286],0
p12,1,0.861779,0.030314,[ 10 160] ; [ 3 54],[  9.73568282 160.26431718] ; [ 3.26431718 53.73568282],0
a4,1,0.868122,0.027571,[77 93] ; [27 31],[77.54385965 92.45614035] ; [26.45614035 31.54385965],0
s8,1,0.959001,0.002643,[71 99] ; [24 34],[70.83333333 99.16666667] ; [24.16666667 33.83333333],0
