Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,46.854505,[15 95] ; [24  8],[30.21126761 79.78873239] ; [ 8.78873239 23.21126761],1
a2,1,0.655462,0.199083,[21 89] ; [ 5 27],[20.14084507 89.85915493] ; [ 5.85915493 26.14084507],0
r4,1,0.656073,0.198329,[93 17] ; [26  6],[92.18309859 17.81690141] ; [26.81690141  5.18309859],0
n6,1,0.657626,0.19642,[85 24] ; [23  8],[84.08571429 24.91428571] ; [23.91428571  7.08571429],0
v4,1,0.700462,0.147992,[99  9] ; [30  2],[99.51428571  8.48571429] ; [29.48571429  2.51428571],0
a8,1,0.700728,0.147716,[10 86] ; [ 4 27],[10.58267717 85.41732283] ; [ 3.41732283 27.58267717],0
r2,1,0.716362,0.132005,[100   8] ; [29  3],[99.51428571  8.48571429] ; [29.48571429  2.51428571],0
p4,1,0.765278,0.089136,[60 49] ; [18 13],[60.72857143 48.27142857] ; [17.27142857 13.72857143],0
n1,1,0.769698,0.085714,[7 9] ; [3 5],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
p9,1,0.771358,0.084448,[87 22] ; [24  7],[86.42142857 22.57857143] ; [24.57857143  6.42142857],0
n5,1,0.782932,0.075901,[81 28] ; [23  9],[80.39716312 28.60283688] ; [23.60283688  8.39716312],0
p7,1,0.791309,0.070019,[69 39] ; [19 12],[68.37410072 39.62589928] ; [19.62589928 11.37410072],0
d1,1,0.793945,0.068221,[59 51] ; [18 14],[59.64788732 50.35211268] ; [17.35211268 14.64788732],0
a4,1,0.815681,0.054337,[49 61] ; [15 17],[49.57746479 60.42253521] ; [14.42253521 17.57746479],0
d3,1,0.836495,0.042592,[70 40] ; [21 11],[70.49295775 39.50704225] ; [20.50704225 11.49295775],0
v2,1,0.849112,0.036195,[71 36] ; [20 11],[70.55797101 36.44202899] ; [20.44202899 10.55797101],0
n3,1,0.875956,0.024366,[12  4] ; [7 2],[12.16  3.84] ; [6.84 2.16],0
n4,1,0.893927,0.017779,[83 26] ; [24  8],[82.71631206 26.28368794] ; [24.28368794  7.71631206],0
r1,1,0.930313,0.007648,[87 21] ; [26  6],[87.17142857 20.82857143] ; [25.82857143  6.17142857],0
a3,1,0.946627,0.004481,[79 30] ; [23  9],[78.85106383 30.14893617] ; [23.14893617  8.85106383],0
p3,1,0.981276,0.000551,[56 52] ; [16 15],[55.94244604 52.05755396] ; [16.05755396 14.94244604],0
