Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3.4e-05,17.175506,[66 65] ; [17 62],[51.77619048 79.22380952] ; [31.22380952 47.77619048],1
r3,1,0.000315,12.980745,[133   3] ; [67 12],[126.51162791   9.48837209] ; [73.48837209  5.51162791],1
d3,1,0.003017,8.797442,[97 39] ; [41 39],[86.88888889 49.11111111] ; [51.11111111 28.88888889],0
p11,1,0.008041,7.024225,[117  19] ; [57 23],[109.55555556  26.44444444] ; [64.44444444 15.55555556],0
p3,1,0.018696,5.529773,[71 62] ; [29 50],[62.73584906 70.26415094] ; [37.26415094 41.73584906],0
d1,1,0.031555,4.622502,[85 51] ; [38 42],[77.44444444 58.55555556] ; [45.55555556 34.44444444],0
d5,1,0.073379,3.205763,[114  22] ; [59 21],[108.92592593  27.07407407] ; [64.07407407 15.92592593],0
d4,1,0.083638,2.992744,[115  21] ; [60 20],[110.18518519  25.81481481] ; [64.81481481 15.18518519],0
p6,1,0.0861,2.945818,[46 84] ; [19 60],[40.43062201 89.56937799] ; [24.56937799 54.43062201],0
p7,1,0.089083,2.890859,[88 45] ; [43 36],[82.18396226 50.81603774] ; [48.81603774 30.18396226],0
p9,1,0.089116,2.890274,[117  17] ; [62 17],[112.61032864  21.38967136] ; [66.38967136 12.61032864],0
p10,1,0.101001,2.689668,[111  23] ; [58 21],[106.31924883  27.68075117] ; [62.68075117 16.31924883],0
b1,1,0.157648,1.996639,[48 88] ; [36 44],[52.88888889 83.11111111] ; [31.11111111 48.88888889],0
p8,1,0.177795,1.815961,[75 58] ; [37 42],[70.26415094 62.73584906] ; [41.73584906 37.26415094],0
s4,1,0.183317,1.770523,[ 14 121] ; [13 65],[ 17.11267606 117.88732394] ; [ 9.88732394 68.11267606],0
r4,1,0.201204,1.633613,[122  14] ; [67 13],[119.  17.] ; [70. 10.],0
p12,1,0.201844,1.628984,[ 11 123] ; [ 3 77],[  8.76635514 125.23364486] ; [ 5.23364486 74.76635514],0
s5,1,0.20363,1.616148,[ 32 102] ; [24 51],[35.90430622 98.09569378] ; [20.09569378 54.90430622],0
r1,1,0.22823,1.451856,[111  25] ; [59 20],[107.53488372  28.46511628] ; [62.46511628 16.53488372],0
p2,1,0.247863,1.335308,[115  19] ; [63 16],[111.98122066  22.01877934] ; [66.01877934 12.98122066],0
n3,1,0.268621,1.223776,[19  7] ; [14  2],[20.42857143  5.57142857] ; [12.57142857  3.42857143],0
p5,1,0.315851,1.006049,[ 14 121] ; [ 5 74],[ 11.98598131 123.01401869] ; [ 7.01401869 71.98598131],0
n6,1,0.324338,0.971372,[112  23] ; [62 18],[109.25581395  25.74418605] ; [64.74418605 15.25581395],0
s2,1,0.340659,0.907949,[38 96] ; [27 51],[41.08490566 92.91509434] ; [23.91509434 54.08490566],0
v4,1,0.345491,0.889949,[129   6] ; [74  6],[127.46511628   7.53488372] ; [75.53488372  4.46511628],0
a6,1,0.382593,0.762353,[88 48] ; [47 33],[85. 51.] ; [50. 30.],0
a1,1,0.384719,0.755568,[  5 131] ; [ 5 75],[  6.2962963 129.7037037] ; [ 3.7037037 76.2962963],0
p4,1,0.394195,0.725962,[80 54] ; [43 37],[77.01869159 56.98130841] ; [45.98130841 34.01869159],0
n2,1,0.439387,0.597882,[18  7] ; [14  3],[19.04761905  5.95238095] ; [12.95238095  4.04761905],0
r2,1,0.480866,0.4969,[124  10] ; [76  4],[125.23364486   8.76635514] ; [74.76635514  5.23364486],0
u3,1,0.491697,0.472811,[27 21] ; [18 10],[28.42105263 19.57894737] ; [16.57894737 11.42105263],0
s3,1,0.497891,0.459429,[45 88] ; [30 48],[47.27488152 85.72511848] ; [27.72511848 50.27488152],0
b5,1,0.508654,0.436834,[84 52] ; [53 27],[86.25925926 49.74074074] ; [50.74074074 29.25925926],0
b2,1,0.593359,0.28513,[31 42] ; [20 33],[29.54761905 43.45238095] ; [21.45238095 31.54761905],0
b3,1,0.593359,0.28513,[31 42] ; [20 33],[29.54761905 43.45238095] ; [21.45238095 31.54761905],0
s6,1,0.652713,0.202497,[70 63] ; [43 34],[71.56666667 61.43333333] ; [41.43333333 35.56666667],0
u2,1,0.655151,0.199468,[21 26] ; [14 14],[21.93333333 25.06666667] ; [13.06666667 14.93333333],0
p1,1,0.712711,0.135584,[ 10 126] ; [ 7 73],[ 10.7037037 125.2962963] ; [ 6.2962963 73.7037037],0
a8,1,0.716197,0.132165,[ 13 111] ; [ 9 65],[ 13.77777778 110.22222222] ; [ 8.22222222 65.77777778],0
n5,1,0.722138,0.126453,[100  35] ; [61 19],[101.09302326  33.90697674] ; [59.90697674 20.09302326],0
a2,1,0.769704,0.085709,[ 25 111] ; [16 64],[ 25.81481481 110.18518519] ; [15.18518519 64.81481481],0
n4,1,0.77628,0.080752,[101  35] ; [58 22],[100.11111111  35.88888889] ; [58.88888889 21.11111111],0
a3,1,0.868423,0.027444,[88 48] ; [52 27],[88.55813953 47.44186047] ; [51.44186047 27.55813953],0
s1,1,0.873852,0.025207,[  3 132] ; [ 2 76],[  3.16901408 131.83098592] ; [ 1.83098592 76.16901408],0
b4,1,0.889555,0.019284,[82 54] ; [49 31],[82.48148148 53.51851852] ; [48.51851852 31.48148148],0
u4,1,0.893581,0.017896,[  2 134] ; [ 1 79],[  1.88888889 134.11111111] ; [ 1.11111111 78.88888889],0
a7,1,0.924615,0.008953,[97 38] ; [57 23],[96.69767442 38.30232558] ; [57.30232558 22.69767442],0
a4,1,0.940302,0.005609,[60 76] ; [34 44],[59.73831776 76.26168224] ; [34.26168224 43.73831776],0
d2,1,0.947125,0.004398,[58 77] ; [34 46],[57.76744186 77.23255814] ; [34.23255814 45.76744186],0
n1,1,0.962623,0.002196,[ 9 16] ; [ 6 11],[ 8.92857143 16.07142857] ; [ 6.07142857 10.92857143],0
s8,1,0.973122,0.001135,[ 29 107] ; [17 62],[ 29.09767442 106.90232558] ; [16.90232558 62.09767442],0
a5,1,0.990796,0.000133,[97 39] ; [57 23],[96.96296296 39.03703704] ; [57.03703704 22.96296296],0
u1,1,1.0,0.0,[ 17 119] ; [10 70],[ 17. 119.] ; [10. 70.],0
