Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000837,11.157992,[1 3] ; [35  4],[3.34883721 0.65116279] ; [32.65116279  6.34883721],1
r3,1,0.011942,6.319433,[2 2] ; [36  3],[3.53488372 0.46511628] ; [34.46511628  4.53488372],0
s1,1,0.042434,4.117808,[1 3] ; [ 1 38],[0.18604651 3.81395349] ; [ 1.81395349 37.18604651],0
n6,1,0.067564,3.341223,[2 1] ; [37  2],[2.78571429 0.21428571] ; [36.21428571  2.78571429],0
p8,1,0.077119,3.124588,[1 3] ; [27 12],[2.60465116 1.39534884] ; [25.39534884 13.60465116],0
a7,1,0.077119,3.124588,[1 3] ; [27 12],[2.60465116 1.39534884] ; [25.39534884 13.60465116],0
s5,1,0.10247,2.666667,[1 3] ; [24 12],[2.5 1.5] ; [22.5 13.5],0
v1,1,0.226294,1.464002,[1 3] ; [21 16],[2.14634146 1.85365854] ; [19.85365854 17.14634146],0
p9,1,0.2564,1.288092,[3 1] ; [36  3],[3.62790698 0.37209302] ; [35.37209302  3.62790698],0
p10,1,0.267625,1.228878,[3 1] ; [35  3],[3.61904762 0.38095238] ; [34.38095238  3.61904762],0
v2,1,0.293114,1.105263,[1 3] ; [20 18],[2. 2.] ; [19. 19.],0
s6,1,0.306535,1.045547,[2 2] ; [26  9],[2.87179487 1.12820513] ; [25.12820513  9.87179487],0
d1,1,0.365083,0.820332,[3 1] ; [20 19],[2.13953488 1.86046512] ; [20.86046512 18.13953488],0
p3,1,0.36605,0.817028,[2 2] ; [28 11],[2.79069767 1.20930233] ; [27.20930233 11.79069767],0
b5,1,0.41717,0.658274,[3 1] ; [21 18],[2.23255814 1.76744186] ; [21.76744186 17.23255814],0
p2,1,0.421491,0.646154,[2 1] ; [33  6],[2.5 0.5] ; [32.5  6.5],0
r1,1,0.434401,0.611027,[2 2] ; [27 12],[2.69767442 1.30232558] ; [26.30232558 12.69767442],0
d3,1,0.472921,0.515142,[3 1] ; [22 17],[2.3255814 1.6744186] ; [22.6744186 16.3255814],0
p11,1,0.503178,0.448227,[3 1] ; [34  5],[3.44186047 0.55813953] ; [33.55813953  5.44186047],0
p6,1,0.549076,0.358974,[1 2] ; [20 19],[1.5 1.5] ; [19.5 19.5],0
s3,1,0.638239,0.221053,[1 3] ; [14 24],[1.42857143 2.57142857] ; [13.57142857 24.42857143],0
a4,1,0.653068,0.202054,[2 2] ; [15 24],[1.58139535 2.41860465] ; [15.41860465 23.58139535],0
b1,1,0.728973,0.120057,[2 2] ; [16 23],[1.6744186 2.3255814] ; [16.3255814 22.6744186],0
r2,1,0.729995,0.119116,[3 1] ; [32  7],[3.25581395 0.74418605] ; [31.74418605  7.25581395],0
a2,1,0.729995,0.119116,[1 3] ; [ 7 32],[0.74418605 3.25581395] ; [ 7.25581395 31.74418605],0
b4,1,0.734814,0.114737,[3 1] ; [26 13],[2.69767442 1.30232558] ; [26.30232558 12.69767442],0
a3,1,0.734814,0.114737,[3 1] ; [26 13],[2.69767442 1.30232558] ; [26.30232558 12.69767442],0
p7,1,0.786601,0.073293,[3 1] ; [26 12],[2.76190476 1.23809524] ; [26.23809524 11.76190476],0
p1,1,0.810899,0.057249,[1 3] ; [12 27],[1.20930233 2.79069767] ; [11.79069767 27.20930233],0
a6,1,0.810899,0.057249,[3 1] ; [27 12],[2.79069767 1.20930233] ; [27.20930233 11.79069767],0
d5,1,0.891739,0.018524,[3 1] ; [28 11],[2.88372093 1.11627907] ; [28.11627907 10.88372093],0
a5,1,0.891739,0.018524,[3 1] ; [28 11],[2.88372093 1.11627907] ; [28.11627907 10.88372093],0
