Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,5e-06,20.790972,[35 49] ; [13 91],[21.44680851 62.55319149] ; [26.55319149 77.44680851],1
p2,1,6.7e-05,15.906372,[65 20] ; [51 55],[51.62303665 33.37696335] ; [64.37696335 41.62303665],1
r3,1,0.000727,11.419563,[77  8] ; [75 31],[67.64397906 17.35602094] ; [84.35602094 21.64397906],1
p3,1,0.000759,11.337923,[41 44] ; [26 79],[29.97368421 55.02631579] ; [37.02631579 67.97368421],1
r4,1,0.000972,10.880762,[70 15] ; [64 42],[59.63350785 25.36649215] ; [74.36649215 31.63350785],1
b5,1,0.00141,10.192718,[64 21] ; [56 50],[53.40314136 31.59685864] ; [66.59685864 39.40314136],0
n6,1,0.003305,8.630932,[63 20] ; [58 47],[53.42021277 29.57978723] ; [67.57978723 37.42021277],0
p8,1,0.006718,7.346976,[34 49] ; [24 82],[25.47089947 57.52910053] ; [32.52910053 73.47089947],0
p1,1,0.007611,7.122842,[ 2 82] ; [14 92],[ 7.07368421 76.92631579] ; [ 8.92631579 97.07368421],0
s6,1,0.00764,7.115877,[53 30] ; [47 59],[43.91534392 39.08465608] ; [56.08465608 49.91534392],0
a8,1,0.018757,5.52399,[14 61] ; [ 7 93],[ 9. 66.] ; [12. 88.],0
v4,1,0.021527,5.283652,[75  9] ; [81 25],[68.96842105 15.03157895] ; [87.03157895 18.96842105],0
s3,1,0.023938,5.09914,[47 37] ; [41 63],[39.31914894 44.68085106] ; [48.68085106 55.31914894],0
n3,1,0.025624,4.981202,[17  5] ; [24 25],[12.70422535  9.29577465] ; [28.29577465 20.70422535],0
p4,1,0.02741,4.864799,[43 41] ; [37 68],[35.55555556 48.44444444] ; [44.44444444 60.55555556],0
s2,1,0.045666,3.993879,[41 44] ; [36 70],[34.26701571 50.73298429] ; [42.73298429 63.26701571],0
v1,1,0.059682,3.546206,[41 43] ; [37 68],[34.66666667 49.33333333] ; [43.33333333 61.66666667],0
p10,1,0.060985,3.510385,[47 37] ; [43 59],[40.64516129 43.35483871] ; [49.35483871 52.64516129],0
p9,1,0.074084,3.190124,[55 29] ; [53 48],[49.03783784 34.96216216] ; [58.96216216 42.03783784],0
v2,1,0.122237,2.388419,[39 43] ; [37 65],[33.86956522 48.13043478] ; [42.13043478 59.86956522],0
n5,1,0.137561,2.20503,[58 25] ; [63 43],[53.13756614 29.86243386] ; [67.86243386 38.13756614],0
a5,1,0.140483,2.172665,[57 28] ; [60 46],[52.06806283 32.93193717] ; [64.93193717 41.06806283],0
b3,1,0.143539,2.139599,[11 32] ; [24 37],[14.47115385 28.52884615] ; [20.52884615 40.47115385],0
b2,1,0.143539,2.139599,[11 32] ; [24 37],[14.47115385 28.52884615] ; [20.52884615 40.47115385],0
n2,1,0.14587,2.11492,[17  5] ; [31 21],[14.27027027  7.72972973] ; [33.72972973 18.27027027],0
r2,1,0.187113,1.740205,[76  8] ; [89 17],[72.94736842 11.05263158] ; [92.05263158 13.94736842],0
u3,1,0.21376,1.545779,[15 13] ; [17 27],[12.44444444 15.55555556] ; [19.55555556 24.44444444],0
n4,1,0.220604,1.50044,[58 25] ; [65 41],[54.01587302 28.98412698] ; [68.98412698 37.01587302],0
a6,1,0.229089,1.446511,[54 30] ; [59 47],[49.95789474 34.04210526] ; [63.04210526 42.95789474],0
s5,1,0.242742,1.3646,[23 60] ; [21 82],[19.6344086 63.3655914] ; [24.3655914 78.6344086],0
b4,1,0.337195,0.921067,[43 42] ; [61 45],[46.28272251 38.71727749] ; [57.71727749 48.28272251],0
a3,1,0.350539,0.871505,[55 28] ; [62 42],[51.93048128 31.06951872] ; [65.06951872 38.93048128],0
a2,1,0.402933,0.699556,[22 63] ; [22 84],[19.58115183 65.41884817] ; [24.41884817 81.58115183],0
u1,1,0.406958,0.687669,[14 71] ; [13 93],[12.01570681 72.98429319] ; [14.98429319 91.01570681],0
d1,1,0.466592,0.530034,[38 47] ; [53 53],[40.4973822 44.5026178] ; [50.5026178 55.4973822],0
a1,1,0.491869,0.472436,[ 5 80] ; [ 9 97],[ 6.23036649 78.76963351] ; [ 7.76963351 98.23036649],0
r1,1,0.545741,0.365003,[59 24] ; [71 35],[57.08994709 25.91005291] ; [72.91005291 33.08994709],0
u2,1,0.565494,0.330281,[13 15] ; [17 26],[11.83098592 16.16901408] ; [18.16901408 24.83098592],0
a4,1,0.568386,0.325391,[37 48] ; [41 63],[35.07936508 49.92063492] ; [42.92063492 61.07936508],0
d5,1,0.587486,0.294288,[58 26] ; [77 29],[59.68421053 24.31578947] ; [75.31578947 30.68421053],0
a7,1,0.647646,0.20888,[58 27] ; [69 37],[56.51832461 28.48167539] ; [70.48167539 35.51832461],0
s8,1,0.666666,0.185526,[27 57] ; [31 75],[25.64210526 58.35789474] ; [32.35789474 73.64210526],0
s1,1,0.718075,0.130345,[ 6 78] ; [ 9 96],[ 6.66666667 77.33333333] ; [ 8.33333333 96.66666667],0
s7,1,0.801094,0.063469,[32 48] ; [37 60],[31.18644068 48.81355932] ; [37.81355932 59.18644068],0
b1,1,0.806697,0.059873,[45 40] ; [58 48],[45.83769634 39.16230366] ; [57.16230366 48.83769634],0
u4,1,0.823076,0.049993,[ 2 83] ; [  2 104],[ 1.78010471 83.21989529] ; [  2.21989529 103.78010471],0
d3,1,0.824236,0.049329,[48 35] ; [63 43],[48.74603175 34.25396825] ; [62.25396825 43.74603175],0
p12,1,0.837341,0.042147,[ 2 83] ; [  3 103],[ 2.22513089 82.77486911] ; [  2.77486911 103.22513089],0
d2,1,0.844769,0.038337,[38 46] ; [49 56],[38.66666667 45.33333333] ; [48.33333333 56.66666667],0
n1,1,0.845283,0.03808,[10 11] ; [23 28],[ 9.625 11.375] ; [23.375 27.625],0
d4,1,0.86232,0.030075,[62 21] ; [78 28],[61.48148148 21.51851852] ; [78.51851852 27.48148148],0
p5,1,0.883785,0.021367,[ 6 78] ; [ 7 99],[ 5.74736842 78.25263158] ; [ 7.25263158 98.74736842],0
v3,1,0.998593,3e-06,[26 57] ; [31 68],[25.99450549 57.00549451] ; [31.00549451 67.99450549],0
