Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.197805,[175   9] ; [6 9],[167.35678392  16.64321608] ; [13.64321608  1.35678392],1
r2,1,0.0,32.434398,[175   6] ; [9 6],[169.91836735  11.08163265] ; [14.08163265  0.91836735],1
r3,1,1e-06,24.36874,[174   9] ; [9 6],[169.13636364  13.86363636] ; [13.86363636  1.13636364],1
s8,1,0.003341,8.611263,[96 86] ; [ 2 13],[90.53807107 91.46192893] ; [7.46192893 7.53807107],0
n2,1,0.00655,7.392394,[36 10] ; [2 5],[32.98113208 13.01886792] ; [5.01886792 1.98113208],0
p11,1,0.011635,6.36567,[149  35] ; [8 7],[145.16582915  38.83417085] ; [11.83417085  3.16582915],0
s1,1,0.012112,6.294466,[  8 172] ; [ 3 12],[ 10.15384615 169.84615385] ; [ 0.84615385 14.15384615],0
p9,1,0.016694,5.728274,[144  36] ; [8 7],[140.30769231  39.69230769] ; [11.69230769  3.30769231],0
n6,1,0.018003,5.595828,[150  31] ; [8 6],[146.65641026  34.34358974] ; [11.34358974  2.65641026],0
a6,1,0.024836,5.03525,[ 79 105] ; [ 2 13],[ 74.89447236 109.10552764] ; [6.10552764 8.89447236],0
p10,1,0.024957,5.026898,[141  38] ; [8 7],[137.47938144  41.52061856] ; [11.52061856  3.47938144],0
d5,1,0.029927,4.713486,[143  40] ; [8 7],[139.56060606  43.43939394] ; [11.43939394  3.56060606],0
p2,1,0.033448,4.522714,[140  40] ; [8 7],[136.61538462  43.38461538] ; [11.38461538  3.61538462],0
n5,1,0.03906,4.258255,[139  41] ; [8 7],[135.69230769  44.30769231] ; [11.30769231  3.69230769],0
p7,1,0.0485,3.892586,[116  61] ; [6 9],[112.46875  64.53125] ; [9.53125 5.46875],0
s6,1,0.051629,3.787761,[121  56] ; [6 8],[117.69109948  59.30890052] ; [9.30890052 4.69109948],0
v1,1,0.063302,3.448699,[104  75] ; [ 5 10],[100.57216495  78.42783505] ; [8.42783505 6.57216495],0
v3,1,0.070793,3.264545,[77 98] ; [ 3 12],[ 73.68421053 101.31578947] ; [6.31578947 8.68421053],0
p8,1,0.08228,3.019275,[90 90] ; [ 4 11],[86.76923077 93.23076923] ; [7.23076923 7.76923077],0
b1,1,0.107585,2.58934,[ 83 101] ; [10  5],[85.98994975 98.01005025] ; [7.01005025 7.98994975],0
n4,1,0.19187,1.703199,[147  35] ; [10  5],[145.04568528  36.95431472] ; [11.95431472  3.04568528],0
p6,1,0.212562,1.553889,[ 64 114] ; [ 3 12],[ 61.79274611 116.20725389] ; [5.20725389 9.79274611],0
s2,1,0.214505,1.540756,[91 91] ; [ 5 10],[88.69035533 93.30964467] ; [7.30964467 7.69035533],0
p1,1,0.222434,1.4886,[ 10 172] ; [ 2 13],[ 11.08629442 170.91370558] ; [ 0.91370558 14.08629442],0
s5,1,0.23119,1.433522,[ 74 100] ; [ 4 11],[ 71.80952381 102.19047619] ; [6.19047619 8.80952381],0
s7,1,0.261911,1.258628,[96 80] ; [5 8],[94.05291005 81.94708995] ; [6.94708995 6.05291005],0
a5,1,0.311639,1.023718,[133  51] ; [9 6],[131.29648241  52.70351759] ; [10.70351759  4.29648241],0
d3,1,0.316262,1.004344,[86 98] ; [ 5 10],[84.14070352 99.85929648] ; [6.85929648 8.14070352],0
p4,1,0.320546,0.986717,[96 84] ; [6 9],[94.15384615 85.84615385] ; [7.84615385 7.15384615],0
p5,1,0.350188,0.872777,[ 21 158] ; [ 3 12],[ 22.1443299 156.8556701] ; [ 1.8556701 13.1443299],0
