Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,70.43555,[241  12] ; [38 29],[220.584375  32.415625] ; [58.415625  8.584375],1
r2,1,0.0,33.308745,[243   7] ; [49 15],[232.48407643  17.51592357] ; [59.51592357  4.48407643],1
r3,1,0.0,28.785386,[243  10] ; [50 16],[232.37931034  20.62068966] ; [60.62068966  5.37931034],1
p2,1,7e-06,20.256052,[211  40] ; [38 27],[197.78164557  53.21835443] ; [51.21835443 13.78164557],1
v4,1,1.8e-05,18.402998,[240  12] ; [53 14],[231.46081505  20.53918495] ; [61.53918495  5.46081505],1
p11,1,0.007122,7.241964,[202  51] ; [43 24],[193.703125  59.296875] ; [51.296875 15.703125],0
v2,1,0.019915,5.419295,[135 105] ; [26 39],[126.68852459 113.31147541] ; [34.31147541 30.68852459],0
a1,1,0.02139,5.294766,[  9 244] ; [ 7 60],[ 12.65 240.35] ; [ 3.35 63.65],0
s8,1,0.034992,4.445577,[ 60 192] ; [ 8 59],[ 53.71786834 198.28213166] ; [14.28213166 52.71786834],0
p7,1,0.03823,4.294781,[148 100] ; [30 36],[140.58598726 107.41401274] ; [37.41401274 28.58598726],0
u1,1,0.044783,4.026776,[ 44 209] ; [ 5 62],[ 38.740625 214.259375] ; [10.259375 56.740625],0
a2,1,0.045561,3.997737,[ 72 181] ; [11 56],[ 65.621875 187.378125] ; [17.378125 49.621875],0
a7,1,0.04735,3.932905,[196  57] ; [44 23],[189.75  63.25] ; [50.25 16.75],0
v1,1,0.070436,3.272822,[132 115] ; [27 39],[125.47284345 121.52715655] ; [33.52715655 32.47284345],0
d3,1,0.072323,3.229501,[180  73] ; [40 27],[173.9375  79.0625] ; [46.0625 20.9375],0
p8,1,0.077093,3.125148,[132 117] ; [26 38],[125.69329073 123.30670927] ; [32.30670927 31.69329073],0
b1,1,0.088619,2.899287,[ 92 161] ; [32 35],[ 98.0375 154.9625] ; [25.9625 41.0375],0
v3,1,0.092942,2.822662,[ 86 155] ; [16 49],[ 80.33333333 160.66666667] ; [21.66666667 43.33333333],0
p4,1,0.10222,2.670564,[141 111] ; [29 36],[135.14195584 116.85804416] ; [34.85804416 30.14195584],0
d1,1,0.10253,2.665747,[167  86] ; [37 30],[161.2875  91.7125] ; [42.7125 24.2875],0
p10,1,0.103338,2.65326,[197  53] ; [45 20],[192.06349206  57.93650794] ; [49.93650794 15.06349206],0
n6,1,0.112757,2.515148,[203  50] ; [47 19],[198.27586207  54.72413793] ; [51.72413793 14.27586207],0
s1,1,0.151534,2.056743,[  4 244] ; [ 3 63],[  5.52866242 242.47133758] ; [ 1.47133758 64.52866242],0
p3,1,0.16961,1.886387,[113 139] ; [23 42],[108.11356467 143.88643533] ; [27.88643533 37.11356467],0
d4,1,0.187071,1.740539,[220  33] ; [54 13],[216.63125  36.36875] ; [57.36875  9.63125],0
n4,1,0.191028,1.709671,[190  63] ; [45 22],[185.796875  67.203125] ; [49.203125 17.796875],0
u2,1,0.194284,1.684827,[37 35] ; [ 7 13],[34.43478261 37.56521739] ; [ 9.56521739 10.43478261],0
p1,1,0.202089,1.627213,[ 18 234] ; [ 8 59],[ 20.53918495 231.46081505] ; [ 5.46081505 61.53918495],0
b4,1,0.254837,1.296588,[159  94] ; [37 30],[154.9625  98.0375] ; [41.0375 25.9625],0
p12,1,0.296198,1.091233,[ 16 235] ; [ 2 64],[ 14.25236593 236.74763407] ; [ 3.74763407 62.25236593],0
u3,1,0.296218,1.091142,[40 32] ; [ 8 11],[37.97802198 34.02197802] ; [10.02197802  8.97802198],0
s6,1,0.300122,1.073653,[130 117] ; [30 36],[126.26198083 120.73801917] ; [33.73801917 32.26198083],0
p6,1,0.378452,0.775724,[ 69 180] ; [14 49],[ 66.24038462 182.75961538] ; [16.75961538 46.24038462],0
n3,1,0.394824,0.724032,[41 16] ; [13  8],[39.46153846 17.53846154] ; [14.53846154  6.46153846],0
s2,1,0.410873,0.676272,[ 69 180] ; [22 45],[ 71.7056962 177.2943038] ; [19.2943038 47.7056962],0
a6,1,0.433237,0.61413,[193  60] ; [48 19],[190.540625  62.459375] ; [50.459375 16.540625],0
s4,1,0.481381,0.495733,[ 34 214] ; [ 7 60],[ 32.27936508 215.72063492] ; [ 8.72063492 58.27936508],0
b2,1,0.498754,0.457586,[52 92] ; [14 19],[53.69491525 90.30508475] ; [12.30508475 20.69491525],0
b3,1,0.498754,0.457586,[52 92] ; [14 19],[53.69491525 90.30508475] ; [12.30508475 20.69491525],0
p5,1,0.518297,0.417281,[ 17 234] ; [ 6 60],[ 18.21135647 232.78864353] ; [ 4.78864353 61.21135647],0
s5,1,0.5272,0.399785,[ 63 182] ; [14 50],[ 61.05177994 183.94822006] ; [15.94822006 48.05177994],0
p9,1,0.534705,0.385442,[199  52] ; [50 16],[197.15772871  53.84227129] ; [51.84227129 14.15772871],0
b5,1,0.573551,0.316777,[149 104] ; [42 25],[151.009375 101.990625] ; [39.990625 27.009375],0
d5,1,0.591931,0.287339,[218  35] ; [56 11],[216.63125  36.36875] ; [57.36875  9.63125],0
u4,1,0.595978,0.281105,[  2 251] ; [ 1 66],[  2.371875 250.628125] ; [ 0.628125 66.371875],0
s3,1,0.671421,0.179944,[ 90 159] ; [22 44],[ 88.53333333 160.46666667] ; [23.46666667 42.53333333],0
n2,1,0.697906,0.150659,[42 17] ; [14  7],[41.3 17.7] ; [14.7  6.3],0
n5,1,0.828519,0.046916,[176  76] ; [47 19],[176.71698113  75.28301887] ; [46.28301887 19.71698113],0
a3,1,0.837221,0.042209,[180  72] ; [47 20],[179.32288401  72.67711599] ; [47.67711599 19.32288401],0
