Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,92.912244,[91 17] ; [ 37 118],[52.56273764 55.43726236] ; [75.43726236 79.56273764],1
s5,1,0.0,31.610797,[48 57] ; [ 22 133],[28.26923077 76.73076923] ; [ 41.73076923 113.26923077],1
s6,1,0.0,27.844237,[87 21] ; [75 80],[66.52471483 41.47528517] ; [95.47528517 59.52471483],1
s7,1,1e-06,24.029334,[59 44] ; [ 39 108],[40.376 62.624] ; [57.624 89.376],1
s8,1,0.000111,14.941548,[47 62] ; [ 33 124],[32.78195489 76.21804511] ; [ 47.21804511 109.78195489],1
s4,1,0.000627,11.695268,[28 79] ; [ 16 141],[17.83333333 89.16666667] ; [ 26.16666667 130.83333333],1
r2,1,0.001901,9.642834,[105   3] ; [133  22],[97.7338403 10.2661597] ; [140.2661597  14.7338403],0
r4,1,0.002414,9.204654,[102   7] ; [127  31],[93.48689139 15.51310861] ; [135.51310861  22.48689139],0
a8,1,0.021821,5.259975,[22 81] ; [ 16 132],[15.5936255 87.4063745] ; [ 22.4063745 125.5936255],0
n2,1,0.024269,5.075308,[18  1] ; [28 13],[14.56666667  4.43333333] ; [31.43333333  9.56666667],0
v4,1,0.036612,4.36836,[103   4] ; [140  17],[98.48863636  8.51136364] ; [144.51136364  12.48863636],0
p6,1,0.038743,4.272121,[41 67] ; [ 40 114],[33.38931298 74.61068702] ; [ 47.61068702 106.38931298],0
p9,1,0.050446,3.826574,[91 15] ; [117  37],[84.8 21.2] ; [123.2  30.8],0
n6,1,0.079722,3.07056,[89 18] ; [117  41],[83.17735849 23.82264151] ; [122.82264151  35.17735849],0
n5,1,0.096426,2.763676,[79 28] ; [100  56],[72.82509506 34.17490494] ; [106.17490494  49.82509506],0
r3,1,0.101216,2.686281,[103   4] ; [143  14],[99.70454545  7.29545455] ; [146.29545455  10.70454545],0
p10,1,0.105047,2.627192,[86 20] ; [110  42],[80.52713178 25.47286822] ; [115.47286822  36.52713178],0
d4,1,0.121816,2.393821,[73 36] ; [91 67],[66.95131086 42.04868914] ; [97.04868914 60.95131086],0
a1,1,0.172066,1.864851,[  2 107] ; [  8 150],[  4.082397 104.917603] ; [  5.917603 152.082397],0
r1,1,0.183697,1.767461,[83 25] ; [109  48],[78.2490566 29.7509434] ; [113.7509434  43.2490566],0
b5,1,0.196563,1.667732,[72 37] ; [92 66],[66.95131086 42.04868914] ; [97.04868914 60.95131086],0
b4,1,0.213473,1.547718,[67 42] ; [85 73],[62.05243446 46.94756554] ; [89.94756554 68.05243446],0
p11,1,0.24084,1.37567,[75 34] ; [119  39],[79.19850187 29.80149813] ; [114.80149813  43.19850187],0
b1,1,0.254099,1.300628,[49 60] ; [60 98],[44.49812734 64.50187266] ; [64.50187266 93.49812734],0
s1,1,0.317078,1.000963,[ 6 99] ; [  5 152],[  4.40839695 100.59160305] ; [  6.59160305 150.40839695],0
d5,1,0.321206,0.984029,[61 48] ; [98 60],[64.91011236 44.08988764] ; [94.08988764 63.91011236],0
v2,1,0.353047,0.862475,[47 58] ; [76 74],[50.64705882 54.35294118] ; [72.35294118 77.64705882],0
u3,1,0.36414,0.823566,[28 18] ; [35 32],[25.6460177 20.3539823] ; [37.3539823 29.6460177],0
p7,1,0.394747,0.72427,[66 38] ; [89 64],[62.72373541 41.27626459] ; [92.27626459 60.72373541],0
n1,1,0.421583,0.645898,[ 6 13] ; [17 23],[ 7.40677966 11.59322034] ; [15.59322034 24.40677966],0
n3,1,0.451902,0.565877,[16  3] ; [31 10],[14.88333333  4.11666667] ; [32.11666667  8.88333333],0
p1,1,0.455716,0.556395,[11 96] ; [ 12 145],[ 9.3219697 97.6780303] ; [ 13.6780303 143.3219697],0
n4,1,0.479269,0.500527,[76 32] ; [104  53],[73.35849057 34.64150943] ; [106.64150943  50.35849057],0
a4,1,0.480772,0.497112,[25 84] ; [ 42 115],[27.45488722 81.54511278] ; [ 39.54511278 117.45488722],0
u2,1,0.510335,0.433381,[22 23] ; [37 30],[23.70535714 21.29464286] ; [35.29464286 31.70535714],0
p2,1,0.541701,0.372397,[90 18] ; [127  31],[88.10526316 19.89473684] ; [128.89473684  29.10526316],0
p4,1,0.597087,0.279412,[56 53] ; [75 81],[53.88301887 55.11698113] ; [77.11698113 78.88301887],0
p3,1,0.663775,0.18897,[44 65] ; [68 90],[45.72284644 63.27715356] ; [66.27715356 91.72284644],0
v1,1,0.701073,0.147358,[47 59] ; [72 82],[48.51538462 57.48461538] ; [70.48461538 83.51538462],0
d2,1,0.719626,0.128852,[14 95] ; [ 18 140],[13.06367041 95.93632959] ; [ 18.93632959 139.06367041],0
a5,1,0.747263,0.103845,[62 47] ; [93 65],[63.27715356 45.72284644] ; [91.72284644 66.27715356],0
u1,1,0.758558,0.09448,[  4 105] ; [  7 151],[  4.4906367 104.5093633] ; [  6.5093633 151.4906367],0
a3,1,0.779677,0.078254,[61 48] ; [90 66],[62.10943396 46.89056604] ; [88.89056604 67.10943396],0
u4,1,0.790997,0.070233,[  1 108] ; [  1 157],[  0.8164794 108.1835206] ; [  1.1835206 156.8164794],0
p8,1,0.794807,0.067638,[54 54] ; [74 79],[52.96551724 55.03448276] ; [75.03448276 77.96551724],0
d3,1,0.820534,0.051464,[54 55] ; [80 77],[54.90977444 54.09022556] ; [79.09022556 77.90977444],0
b3,1,0.839156,0.041198,[14 37] ; [25 61],[14.51824818 36.48175182] ; [24.48175182 61.51824818],0
b2,1,0.839156,0.041198,[14 37] ; [25 61],[14.51824818 36.48175182] ; [24.48175182 61.51824818],0
a6,1,0.870472,0.026588,[70 39] ; [103  55],[70.62546816 38.37453184] ; [102.37453184  55.62546816],0
a2,1,0.906145,0.013901,[  8 101] ; [ 11 147],[  7.75655431 101.24344569] ; [ 11.24344569 146.75655431],0
v3,1,0.950265,0.003891,[33 73] ; [ 48 108],[32.77099237 73.22900763] ; [ 48.22900763 107.77099237],0
p5,1,0.956467,0.00298,[12 96] ; [ 17 139],[11.86363636 96.13636364] ; [ 17.13636364 138.86363636],0
p12,1,0.987262,0.000255,[  5 104] ; [  7 147],[  4.97338403 104.02661597] ; [  7.02661597 146.97338403],0
