Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,52.921239,[ 10 109] ; [26 15],[26.775 92.225] ; [ 9.225 31.775],1
s6,1,2e-06,22.736272,[44 74] ; [33  8],[57.14465409 60.85534591] ; [19.85534591 21.14465409],1
s2,1,2e-06,22.706253,[34 85] ; [29 12],[46.85625 72.14375] ; [16.14375 24.85625],1
s3,1,1.1e-05,19.389349,[40 79] ; [30 11],[52.0625 66.9375] ; [17.9375 23.0625],1
s5,1,0.0004,12.532745,[19 99] ; [17 22],[27.05732484 90.94267516] ; [ 8.94267516 30.05732484],1
b2,1,0.001622,9.934419,[ 9 44] ; [12 11],[14.64473684 38.35526316] ; [ 6.35526316 16.64473684],0
b3,1,0.001622,9.934419,[ 9 44] ; [12 11],[14.64473684 38.35526316] ; [ 6.35526316 16.64473684],0
p10,1,0.004048,8.26238,[71 47] ; [34  6],[78.41772152 39.58227848] ; [26.58227848 13.41772152],0
s4,1,0.004681,7.998882,[21 99] ; [16 25],[27.57763975 92.42236025] ; [ 9.42236025 31.57763975],0
u3,1,0.012882,6.185193,[27 31] ; [11  2],[31.04225352 26.95774648] ; [6.95774648 6.04225352],0
a7,1,0.023154,5.156943,[76 43] ; [34  7],[81.8125 37.1875] ; [28.1875 12.8125],0
u2,1,0.041866,4.140599,[27 32] ; [10  3],[30.31944444 28.68055556] ; [6.68055556 6.31944444],0
n1,1,0.044756,4.027805,[11 43] ; [ 8 10],[14.25 39.75] ; [ 4.75 13.25],0
a3,1,0.047275,3.935564,[60 59] ; [28 13],[65.45 53.55] ; [22.55 18.45],0
a2,1,0.049873,3.84572,[ 10 110] ; [ 8 33],[ 13.41614907 106.58385093] ; [ 4.58385093 36.41614907],0
p4,1,0.071878,3.239596,[29 90] ; [16 25],[33.46875 85.53125] ; [11.53125 29.46875],0
v1,1,0.083527,2.994898,[37 81] ; [19 22],[41.55974843 76.44025157] ; [14.44025157 26.55974843],0
p8,1,0.086609,2.936297,[37 82] ; [18 21],[41.42405063 77.57594937] ; [13.57594937 25.42405063],0
a8,1,0.090626,2.863212,[  4 111] ; [ 4 34],[  6.0130719 108.9869281] ; [ 1.9869281 36.0130719],0
r1,1,0.150604,2.066127,[76 44] ; [31 10],[79.7515528 40.2484472] ; [27.2484472 13.7515528],0
d3,1,0.194147,1.685866,[70 48] ; [29 12],[73.47169811 44.52830189] ; [25.52830189 15.47169811],0
v2,1,0.19432,1.684559,[49 68] ; [20 17],[52.42207792 64.57792208] ; [16.57792208 20.42207792],0
b1,1,0.213265,1.549126,[37 83] ; [17 24],[40.2484472 79.7515528] ; [13.7515528 27.2484472],0
a6,1,0.222796,1.486271,[69 51] ; [28 13],[72.29813665 47.70186335] ; [24.70186335 16.29813665],0
r4,1,0.26678,1.23323,[86 34] ; [33  8],[88.69565217 31.30434783] ; [30.30434783 10.69565217],0
d2,1,0.286045,1.138143,[36 84] ; [16 25],[38.75776398 81.24223602] ; [13.24223602 27.75776398],0
a5,1,0.292853,1.106458,[53 67] ; [22 19],[55.90062112 64.09937888] ; [19.09937888 21.90062112],0
n5,1,0.314358,1.012277,[39 80] ; [17 24],[41.65 77.35] ; [14.35 26.65],0
d5,1,0.320637,0.986347,[77 42] ; [30 11],[79.58125 39.41875] ; [27.41875 13.58125],0
p6,1,0.336552,0.923521,[ 19 101] ; [ 9 31],[21. 99.] ; [ 7. 33.],0
b5,1,0.357829,0.845497,[77 43] ; [23 18],[74.53416149 45.46583851] ; [25.46583851 15.53416149],0
r2,1,0.389192,0.741464,[101  18] ; [37  4],[102.6375  16.3625] ; [35.3625  5.6375],0
u1,1,0.390065,0.73874,[  7 113] ; [ 4 37],[  8.19875776 111.80124224] ; [ 2.80124224 38.19875776],0
n2,1,0.449467,0.571996,[34 19] ; [14  5],[35.33333333 17.66666667] ; [12.66666667  6.33333333],0
a4,1,0.466226,0.530906,[31 89] ; [13 28],[32.79503106 87.20496894] ; [11.20496894 29.79503106],0
v3,1,0.479628,0.49971,[26 89] ; [11 28],[27.62987013 87.37012987] ; [ 9.37012987 29.62987013],0
b4,1,0.505182,0.444034,[66 54] ; [25 16],[67.82608696 52.17391304] ; [23.17391304 17.82608696],0
p9,1,0.518086,0.417701,[82 37] ; [29 10],[83.60126582 35.39873418] ; [27.39873418 11.60126582],0
d1,1,0.529297,0.39574,[46 74] ; [18 23],[47.70186335 72.29813665] ; [16.29813665 24.70186335],0
p2,1,0.542926,0.370144,[78 41] ; [29 12],[79.58125 39.41875] ; [27.41875 13.58125],0
p7,1,0.559967,0.339761,[47 69] ; [17 20],[48.52287582 67.47712418] ; [15.47712418 21.52287582],0
d4,1,0.854714,0.033528,[89 31] ; [31 10],[89.44099379 30.55900621] ; [30.55900621 10.44099379],0
n3,1,0.886355,0.020426,[35 19] ; [12  6],[35.25 18.75] ; [11.75  6.25],0
r3,1,0.887795,0.019908,[106  14] ; [35  5],[105.75  14.25] ; [35.25  4.75],0
p11,1,0.916717,0.010935,[75 45] ; [26 15],[75.27950311 44.72049689] ; [25.72049689 15.27950311],0
v4,1,0.939578,0.005746,[106  12] ; [37  4],[106.12578616  11.87421384] ; [36.87421384  4.12578616],0
n6,1,0.964449,0.001987,[75 44] ; [26 15],[75.11875 43.88125] ; [25.88125 15.11875],0
