Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,7.4e-05,15.717343,[36 24] ; [39  2],[44.55445545 15.44554455] ; [30.44554455 10.55445545],1
v4,1,0.000855,11.118629,[36 24] ; [37  4],[43.36633663 16.63366337] ; [29.63366337 11.36633663],1
p4,1,0.001954,9.592363,[10 49] ; [19 23],[16.94059406 42.05940594] ; [12.05940594 29.94059406],0
r4,1,0.002081,9.476717,[29 31] ; [33  9],[36.47058824 23.52941176] ; [25.52941176 16.47058824],0
d5,1,0.003241,8.666404,[39 21] ; [38  4],[45.29411765 14.70588235] ; [31.70588235 10.29411765],0
a6,1,0.003474,8.540031,[30 30] ; [33  9],[37.05882353 22.94117647] ; [25.94117647 16.05882353],0
p11,1,0.003493,8.530199,[17 43] ; [24 18],[24.11764706 35.88235294] ; [16.88235294 25.11764706],0
a7,1,0.007195,7.223564,[31 29] ; [32  9],[37.42574257 22.57425743] ; [25.57425743 15.42574257],0
b5,1,0.008015,7.030154,[24 36] ; [28 14],[30.58823529 29.41176471] ; [21.41176471 20.58823529],0
r1,1,0.018101,5.586389,[37 23] ; [35  7],[42.35294118 17.64705882] ; [29.64705882 12.35294118],0
p6,1,0.031494,4.625811,[ 1 57] ; [ 5 36],[ 3.51515152 54.48484848] ; [ 2.48484848 38.51515152],0
p8,1,0.056128,3.648254,[ 4 56] ; [ 8 34],[ 7.05882353 52.94117647] ; [ 4.94117647 37.05882353],0
b2,1,0.081449,3.035745,[17 21] ; [ 7 22],[13.6119403 24.3880597] ; [10.3880597 18.6119403],0
b3,1,0.081449,3.035745,[17 21] ; [ 7 22],[13.6119403 24.3880597] ; [10.3880597 18.6119403],0
n2,1,0.088993,2.892487,[15 17] ; [11  4],[17.70212766 14.29787234] ; [8.29787234 6.70212766],0
n3,1,0.098099,2.736173,[12 16] ; [11  5],[14.63636364 13.36363636] ; [8.36363636 7.63636364],0
d3,1,0.131084,2.279622,[31 29] ; [28 14],[34.70588235 25.29411765] ; [24.29411765 17.70588235],0
n1,1,0.14311,2.144194,[13 18] ; [ 3 12],[10.7826087 20.2173913] ; [5.2173913 9.7826087],0
s8,1,0.153899,2.033169,[ 8 52] ; [10 31],[10.69306931 49.30693069] ; [ 7.30693069 33.69306931],0
v1,1,0.172489,1.861178,[14 46] ; [15 27],[17.05882353 42.94117647] ; [11.94117647 30.05882353],0
s2,1,0.221811,1.492615,[12 48] ; [12 27],[14.54545455 45.45454545] ; [ 9.45454545 29.54545455],0
p3,1,0.232852,1.423356,[10 49] ; [11 30],[12.39 46.61] ; [ 8.61 32.39],0
n6,1,0.236911,1.39888,[33 27] ; [28 14],[35.88235294 24.11764706] ; [25.11764706 16.88235294],0
b1,1,0.255543,1.292744,[34 26] ; [19 23],[31.17647059 28.82352941] ; [21.82352941 20.17647059],0
s3,1,0.285506,1.140694,[17 42] ; [16 25],[19.47 39.53] ; [13.53 27.47],0
p10,1,0.317048,1.001084,[ 7 52] ; [ 8 34],[ 8.76237624 50.23762376] ; [ 6.23762376 35.76237624],0
v2,1,0.342707,0.90028,[19 40] ; [17 24],[21.24 37.76] ; [14.76 26.24],0
d2,1,0.345085,0.891447,[33 26] ; [19 22],[30.68 28.32] ; [21.32 19.68],0
n4,1,0.393347,0.728571,[38 22] ; [30 12],[40. 20.] ; [28. 14.],0
d1,1,0.420965,0.647619,[28 32] ; [23 19],[30. 30.] ; [21. 21.],0
r2,1,0.433347,0.613835,[47 12] ; [36  6],[48.48514851 10.51485149] ; [34.51485149  7.48514851],0
u2,1,0.460937,0.543618,[10 12] ; [ 5 10],[ 8.91891892 13.08108108] ; [6.08108108 8.91891892],0
a2,1,0.461556,0.542118,[12 48] ; [11 31],[13.52941176 46.47058824] ; [ 9.47058824 32.52941176],0
u1,1,0.470164,0.521591,[ 7 53] ; [ 7 35],[ 8.23529412 51.76470588] ; [ 5.76470588 36.23529412],0
a4,1,0.486583,0.484074,[28 31] ; [17 25],[26.28712871 32.71287129] ; [18.71287129 23.28712871],0
s4,1,0.514339,0.42523,[ 9 51] ; [ 8 32],[10.2 49.8] ; [ 6.8 33.2],0
s5,1,0.523749,0.406504,[12 48] ; [ 6 34],[10.8 49.2] ; [ 7.2 32.8],0
u3,1,0.637809,0.22162,[10 12] ; [8 7],[10.7027027 11.2972973] ; [7.2972973 7.7027027],0
v3,1,0.706355,0.141945,[18 40] ; [11 29],[17.16326531 40.83673469] ; [11.83673469 28.16326531],0
p1,1,0.762139,0.091611,[ 7 53] ; [ 4 37],[ 6.53465347 53.46534653] ; [ 4.46534653 36.53465347],0
s6,1,0.810181,0.057692,[22 38] ; [16 25],[22.57425743 37.42574257] ; [15.42574257 25.57425743],0
d4,1,0.836412,0.042636,[45 15] ; [30 11],[44.55445545 15.44554455] ; [30.44554455 10.55445545],0
a5,1,0.846241,0.037604,[36 24] ; [26 16],[36.47058824 23.52941176] ; [25.52941176 16.47058824],0
n5,1,0.886722,0.020293,[32 28] ; [23 19],[32.35294118 27.64705882] ; [22.64705882 19.35294118],0
a8,1,0.895394,0.017288,[ 3 56] ; [ 2 33],[ 3.13829787 55.86170213] ; [ 1.86170213 33.13829787],0
b4,1,0.921568,0.009694,[38 22] ; [27 15],[38.23529412 21.76470588] ; [26.76470588 15.23529412],0
s7,1,0.92566,0.008706,[14 41] ; [10 28],[14.19354839 40.80645161] ; [ 9.80645161 28.19354839],0
a3,1,0.99001,0.000157,[38 21] ; [27 15],[37.97029703 21.02970297] ; [27.02970297 14.97029703],0
