Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.108197,2.580366,[ 58 104] ; [3 1],[ 59.53012048 102.46987952] ; [1.46987952 2.53012048],0
s6,1,0.118669,2.434795,[ 61 105] ; [3 1],[ 62.49411765 103.50588235] ; [1.50588235 2.49411765],0
s7,1,0.11885,2.432413,[ 29 126] ; [2 2],[ 30.22012579 124.77987421] ; [0.77987421 3.22012579],0
p1,1,0.16045,1.969981,[ 11 153] ; [1 3],[ 11.71428571 152.28571429] ; [0.28571429 3.71428571],0
s1,1,0.16045,1.969981,[ 11 153] ; [1 3],[ 11.71428571 152.28571429] ; [0.28571429 3.71428571],0
a1,1,0.1863,1.746634,[ 12 154] ; [1 3],[ 12.69411765 153.30588235] ; [0.30588235 3.69411765],0
s2,1,0.195867,1.672929,[ 37 128] ; [2 2],[ 38.07692308 126.92307692] ; [0.92307692 3.07692308],0
a6,1,0.202864,1.621632,[94 71] ; [1 3],[92.75147929 72.24852071] ; [2.24852071 1.75147929],0
p8,1,0.227721,1.455039,[ 39 125] ; [2 2],[ 40.02380952 123.97619048] ; [0.97619048 3.02380952],0
a5,1,0.236939,1.398714,[91 75] ; [1 3],[89.83529412 76.16470588] ; [2.16470588 1.83529412],0
a8,1,0.25593,1.290639,[ 13 139] ; [1 3],[ 13.64102564 138.35897436] ; [0.35897436 3.64102564],0
u1,1,0.405734,0.691265,[ 19 147] ; [1 3],[ 19.52941176 146.47058824] ; [0.47058824 3.52941176],0
p11,1,0.435817,0.607271,[74 92] ; [1 3],[73.23529412 92.76470588] ; [1.76470588 2.23529412],0
d3,1,0.443394,0.587482,[92 73] ; [3 1],[92.75147929 72.24852071] ; [2.24852071 1.75147929],0
b4,1,0.491443,0.473366,[96 70] ; [3 1],[96.67058824 69.32941176] ; [2.32941176 1.67058824],0
a4,1,0.52332,0.407346,[67 97] ; [1 3],[66.38095238 97.61904762] ; [1.61904762 2.38095238],0
s5,1,0.618124,0.248514,[ 26 139] ; [1 3],[ 26.36094675 138.63905325] ; [0.63905325 3.36094675],0
r1,1,0.61973,0.246248,[102  62] ; [2 2],[101.52380952  62.47619048] ; [2.47619048 1.52380952],0
r4,1,0.662851,0.190078,[107  59] ; [3 1],[107.41176471  58.58823529] ; [2.58823529 1.41176471],0
d5,1,0.673867,0.177112,[107  58] ; [3 1],[107.3964497  57.6035503] ; [2.6035503 1.3964497],0
p6,1,0.715487,0.132858,[ 29 133] ; [1 3],[ 29.27710843 132.72289157] ; [0.72289157 3.27710843],0
d1,1,0.716707,0.13167,[68 98] ; [2 2],[68.35294118 97.64705882] ; [1.64705882 2.35294118],0
u2,1,0.723506,0.125159,[26 43] ; [1 1],[26.23943662 42.76056338] ; [0.76056338 1.23943662],0
a7,1,0.732231,0.117073,[96 68] ; [2 2],[95.66666667 68.33333333] ; [2.33333333 1.66666667],0
a3,1,0.740146,0.109998,[95 68] ; [2 2],[94.67664671 68.32335329] ; [2.32335329 1.67664671],0
v1,1,0.756869,0.095849,[ 53 111] ; [1 3],[ 52.71428571 111.28571429] ; [1.28571429 2.71428571],0
r2,1,0.763947,0.090181,[132  31] ; [3 1],[131.76646707  31.23353293] ; [3.23353293 0.76646707],0
n6,1,0.767673,0.087273,[96 69] ; [2 1],[96.25 68.75] ; [1.75 1.25],0
b3,1,0.789092,0.071551,[31 68] ; [1 3],[30.75728155 68.24271845] ; [1.24271845 2.75728155],0
b2,1,0.789092,0.071551,[31 68] ; [1 3],[30.75728155 68.24271845] ; [1.24271845 2.75728155],0
d4,1,0.807651,0.059271,[113  50] ; [3 1],[113.22155689  49.77844311] ; [2.77844311 1.22155689],0
d2,1,0.816674,0.053743,[72 91] ; [2 2],[72.22754491 90.77245509] ; [1.77245509 2.22754491],0
p2,1,0.829368,0.046446,[92 74] ; [2 2],[91.78823529 74.21176471] ; [2.21176471 1.78823529],0
r3,1,0.860146,0.031042,[129  35] ; [3 1],[128.85714286  35.14285714] ; [3.14285714 0.85714286],0
p9,1,0.869863,0.026841,[ 46 114] ; [1 3],[ 45.85365854 114.14634146] ; [1.14634146 2.85365854],0
v4,1,0.908285,0.013271,[127  37] ; [3 1],[126.9047619  37.0952381] ; [3.0952381 0.9047619],0
v3,1,0.911444,0.012369,[ 36 123] ; [1 3],[ 36.09202454 122.90797546] ; [0.90797546 3.09202454],0
b1,1,0.924036,0.009092,[79 87] ; [2 2],[79.09411765 86.90588235] ; [1.90588235 2.09411765],0
