Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.001714,9.833389,[6 4] ; [ 5 33],[2.29166667 7.70833333] ; [ 8.70833333 29.29166667],0
u3,1,0.006265,7.472426,[4 2] ; [ 3 20],[1.44827586 4.55172414] ; [ 5.55172414 17.44827586],0
r1,1,0.012414,6.250749,[7 3] ; [12 31],[3.58490566 6.41509434] ; [15.41509434 27.58490566],0
s1,1,0.029364,4.746171,[2 8] ; [ 1 42],[0.56603774 9.43396226] ; [ 2.43396226 40.56603774],0
p9,1,0.046792,3.952868,[9 1] ; [23 18],[6.2745098 3.7254902] ; [25.7254902 15.2745098],0
s6,1,0.053576,3.725847,[6 4] ; [12 31],[3.39622642 6.60377358] ; [14.60377358 28.39622642],0
v3,1,0.057932,3.59563,[4 6] ; [ 6 37],[1.88679245 8.11320755] ; [ 8.11320755 34.88679245],0
u2,1,0.081885,3.027088,[5 1] ; [10 13],[3.10344828 2.89655172] ; [11.89655172 11.10344828],0
n1,1,0.088233,2.906325,[3 4] ; [ 2 15],[1.45833333 5.54166667] ; [ 3.54166667 13.45833333],0
p7,1,0.143561,2.139369,[6 4] ; [15 28],[3.96226415 6.03773585] ; [17.03773585 25.96226415],0
d1,1,0.153756,2.034586,[1 9] ; [14 29],[2.83018868 7.16981132] ; [12.16981132 30.83018868],0
p11,1,0.198941,1.650134,[8 2] ; [25 18],[6.22641509 3.77358491] ; [26.77358491 16.22641509],0
p8,1,0.234471,1.413529,[5 5] ; [13 30],[3.39622642 6.60377358] ; [14.60377358 28.39622642],0
v1,1,0.234471,1.413529,[5 5] ; [13 30],[3.39622642 6.60377358] ; [14.60377358 28.39622642],0
p3,1,0.235829,1.405353,[1 9] ; [12 31],[2.45283019 7.54716981] ; [10.54716981 32.45283019],0
r4,1,0.279349,1.170253,[4 6] ; [10 33],[2.64150943 7.35849057] ; [11.35849057 31.64150943],0
r3,1,0.279709,1.168503,[8 2] ; [26 16],[6.53846154 3.46153846] ; [27.46153846 14.53846154],0
a6,1,0.281072,1.161899,[3 7] ; [21 22],[4.52830189 5.47169811] ; [19.47169811 23.52830189],0
p2,1,0.300641,1.071347,[8 2] ; [27 16],[6.60377358 3.39622642] ; [28.39622642 14.60377358],0
s5,1,0.317844,0.997799,[3 7] ; [ 7 36],[1.88679245 8.11320755] ; [ 8.11320755 34.88679245],0
n5,1,0.374395,0.789024,[5 5] ; [28 15],[6.22641509 3.77358491] ; [26.77358491 16.22641509],0
b4,1,0.412187,0.672485,[7 3] ; [24 19],[5.8490566 4.1509434] ; [25.1509434 17.8490566],0
p4,1,0.456349,0.554835,[5 5] ; [16 27],[3.96226415 6.03773585] ; [17.03773585 25.96226415],0
u1,1,0.5097,0.434682,[1 9] ; [ 2 41],[0.56603774 9.43396226] ; [ 2.43396226 40.56603774],0
a5,1,0.524758,0.404532,[6 4] ; [21 22],[5.09433962 4.90566038] ; [21.90566038 21.09433962],0
b1,1,0.545208,0.365972,[5 5] ; [26 17],[5.8490566 4.1509434] ; [25.1509434 17.8490566],0
v2,1,0.596647,0.280083,[3 7] ; [16 25],[3.7254902 6.2745098] ; [15.2745098 25.7254902],0
n4,1,0.614092,0.254259,[6 4] ; [22 21],[5.28301887 4.71698113] ; [22.71698113 20.28301887],0
a7,1,0.614092,0.254259,[6 4] ; [22 21],[5.28301887 4.71698113] ; [22.71698113 20.28301887],0
s4,1,0.617362,0.249593,[1 9] ; [ 7 36],[1.50943396 8.49056604] ; [ 6.49056604 36.50943396],0
p5,1,0.617362,0.249593,[1 9] ; [ 7 36],[1.50943396 8.49056604] ; [ 6.49056604 36.50943396],0
n6,1,0.632811,0.228268,[7 3] ; [26 16],[6.34615385 3.65384615] ; [26.65384615 15.34615385],0
a3,1,0.664032,0.188662,[4 6] ; [20 22],[4.61538462 5.38461538] ; [19.38461538 22.61538462],0
d3,1,0.739369,0.110682,[5 5] ; [19 24],[4.52830189 5.47169811] ; [19.47169811 23.52830189],0
p1,1,0.744424,0.106277,[1 9] ; [ 3 40],[0.75471698 9.24528302] ; [ 3.24528302 39.75471698],0
d4,1,0.761215,0.092346,[6 4] ; [28 15],[6.41509434 3.58490566] ; [27.58490566 15.41509434],0
p6,1,0.802271,0.062705,[2 8] ; [ 7 35],[1.73076923 8.26923077] ; [ 7.26923077 34.73076923],0
d5,1,0.842229,0.039618,[5 5] ; [23 20],[5.28301887 4.71698113] ; [22.71698113 20.28301887],0
b5,1,0.842229,0.039618,[5 5] ; [23 20],[5.28301887 4.71698113] ; [22.71698113 20.28301887],0
n3,1,0.851054,0.035259,[4 3] ; [9 8],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
n2,1,0.851054,0.035259,[4 3] ; [9 8],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
b2,1,0.946969,0.004424,[2 4] ; [ 8 15],[2.06896552 3.93103448] ; [ 7.93103448 15.06896552],0
b3,1,0.946969,0.004424,[2 4] ; [ 8 15],[2.06896552 3.93103448] ; [ 7.93103448 15.06896552],0
v4,1,0.978391,0.000734,[6 4] ; [26 17],[6.03773585 3.96226415] ; [25.96226415 17.03773585],0
a4,1,0.988488,0.000208,[3 7] ; [13 30],[3.01886792 6.98113208] ; [12.98113208 30.01886792],0
d2,1,0.988488,0.000208,[3 7] ; [13 30],[3.01886792 6.98113208] ; [12.98113208 30.01886792],0
a8,1,1.0,0.0,[1 9] ; [ 4 36],[1. 9.] ; [ 4. 36.],0
