Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000793,11.258629,[34  6] ; [12 14],[27.87878788 12.12121212] ; [18.12121212  7.87878788],1
v2,1,0.005073,7.853233,[28 12] ; [10 18],[22.35294118 17.64705882] ; [15.64705882 12.35294118],0
p8,1,0.006912,7.295764,[38  2] ; [20  8],[34.11764706  5.88235294] ; [23.88235294  4.11764706],0
s5,1,0.011035,6.459627,[30  9] ; [12 14],[25.2 13.8] ; [16.8  9.2],0
p11,1,0.044927,4.021379,[37  3] ; [21  7],[34.11764706  5.88235294] ; [23.88235294  4.11764706],0
u2,1,0.078983,3.085714,[5 1] ; [2 4],[3.5 2.5] ; [3.5 2.5],0
r1,1,0.095295,2.782567,[37  3] ; [22  6],[34.70588235  5.29411765] ; [24.29411765  3.70588235],0
a4,1,0.096132,2.768571,[21 19] ; [ 9 19],[17.64705882 22.35294118] ; [12.35294118 15.64705882],0
p4,1,0.103901,2.644625,[36  3] ; [22  6],[33.76119403  5.23880597] ; [24.23880597  3.76119403],0
s2,1,0.134891,2.235298,[31  9] ; [17 11],[28.23529412 11.76470588] ; [19.76470588  8.23529412],0
n6,1,0.164917,1.928553,[38  1] ; [25  3],[36.67164179  2.32835821] ; [26.32835821  1.67164179],0
r4,1,0.183967,1.765284,[38  2] ; [24  4],[36.47058824  3.52941176] ; [25.52941176  2.47058824],0
p12,1,0.186077,1.748404,[15 25] ; [ 6 21],[12.53731343 27.46268657] ; [ 8.46268657 18.53731343],0
d1,1,0.187719,1.735431,[29 11] ; [16 12],[26.47058824 13.52941176] ; [18.52941176  9.47058824],0
p6,1,0.195352,1.676787,[29 10] ; [16 11],[26.59090909 12.40909091] ; [18.40909091  8.59090909],0
d5,1,0.199721,1.644415,[34  5] ; [21  7],[32.01492537  6.98507463] ; [22.98507463  5.01492537],0
u3,1,0.220671,1.5,[5 1] ; [3 3],[4. 2.] ; [4. 2.],0
a7,1,0.226741,1.46119,[26 14] ; [22  6],[28.23529412 11.76470588] ; [19.76470588  8.23529412],0
b1,1,0.241047,1.374458,[17 23] ; [ 8 20],[14.70588235 25.29411765] ; [10.29411765 17.70588235],0
p7,1,0.279972,1.167228,[34  5] ; [20  6],[32.4  6.6] ; [21.6  4.4],0
p3,1,0.326283,0.963593,[33  6] ; [21  7],[31.43283582  7.56716418] ; [22.56716418  5.43283582],0
p10,1,0.336992,0.921841,[37  3] ; [23  4],[35.82089552  4.17910448] ; [24.17910448  2.82089552],0
