Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-06,22.886555,[24  4] ; [38 70],[12.76470588 15.23529412] ; [49.23529412 58.76470588],1
s8,1,0.000111,14.933342,[16 12] ; [22 86],[ 7.82352941 20.17647059] ; [30.17647059 77.82352941],1
s2,1,0.000315,12.976912,[18 10] ; [30 78],[ 9.88235294 18.11764706] ; [38.11764706 69.88235294],1
p12,1,0.000636,11.667024,[ 5 23] ; [  2 106],[ 1.44117647 26.55882353] ; [  5.55882353 102.44117647],1
p1,1,0.000708,11.468738,[ 7 21] ; [  5 103],[ 2.47058824 25.52941176] ; [ 9.52941176 98.47058824],1
s4,1,0.000947,10.928933,[10 18] ; [11 96],[ 4.35555556 23.64444444] ; [16.64444444 90.35555556],1
p6,1,0.002278,9.311252,[ 8 20] ; [ 8 98],[ 3.34328358 24.65671642] ; [12.65671642 93.34328358],0
p4,1,0.004047,8.262529,[10 17] ; [14 92],[ 4.87218045 22.12781955] ; [19.12781955 86.87218045],0
s3,1,0.004419,8.103176,[17 10] ; [35 71],[10.55639098 16.44360902] ; [41.44360902 64.55639098],0
n6,1,0.006515,7.401915,[24  4] ; [62 45],[17.83703704 10.16296296] ; [68.16296296 38.83703704],0
r4,1,0.007159,7.232733,[24  4] ; [63 45],[17.91176471 10.08823529] ; [69.08823529 38.91176471],0
p10,1,0.007333,7.18958,[19  8] ; [44 62],[12.78947368 14.21052632] ; [50.21052632 55.78947368],0
a5,1,0.0137,6.076372,[22  6] ; [57 51],[16.26470588 11.73529412] ; [62.73529412 45.26470588],0
s7,1,0.021701,5.269608,[14 13] ; [29 73],[ 9. 18.] ; [34. 68.],0
p9,1,0.027828,4.838714,[19  8] ; [48 55],[13.91538462 13.08461538] ; [53.08461538 49.91538462],0
a4,1,0.051537,3.790749,[16 12] ; [39 67],[11.49253731 16.50746269] ; [43.50746269 62.49253731],0
d4,1,0.080379,3.057226,[24  4] ; [74 33],[20.32592593  7.67407407] ; [77.67407407 29.32592593],0
r1,1,0.082641,3.012172,[21  7] ; [61 46],[17.00740741 10.99259259] ; [64.99259259 42.00740741],0
v2,1,0.087608,2.917795,[14 11] ; [38 64],[10.23622047 14.76377953] ; [41.76377953 60.23622047],0
u2,1,0.105462,2.620936,[2 6] ; [22 17],[4.08510638 3.91489362] ; [19.91489362 19.08510638],0
r3,1,0.114392,2.492466,[24  4] ; [76 31],[20.74074074  7.25925926] ; [79.25925926 27.74074074],0
r2,1,0.123391,2.373741,[26  2] ; [83 20],[23.29770992  4.70229008] ; [85.70229008 17.29770992],0
v4,1,0.135587,2.227338,[24  4] ; [77 30],[20.94814815  7.05185185] ; [80.05185185 26.94814815],0
p5,1,0.145993,2.113624,[ 3 25] ; [  4 101],[ 1.47368421 26.52631579] ; [ 5.52631579 99.47368421],0
v1,1,0.19305,1.694187,[12 16] ; [32 75],[ 9.12592593 18.87407407] ; [34.87407407 72.12592593],0
d5,1,0.220742,1.499544,[21  7] ; [67 40],[18.25185185  9.74814815] ; [69.74814815 37.25185185],0
d3,1,0.296371,1.090454,[18 10] ; [57 50],[15.55555556 12.44444444] ; [59.44444444 47.55555556],0
p8,1,0.33548,0.927628,[ 6 22] ; [15 92],[ 4.35555556 23.64444444] ; [16.64444444 90.35555556],0
d2,1,0.347819,0.881397,[16 12] ; [50 56],[13.79104478 14.20895522] ; [52.20895522 53.79104478],0
p11,1,0.349426,0.875539,[16 12] ; [51 57],[13.79411765 14.20588235] ; [53.20588235 54.79411765],0
n1,1,0.424552,0.637681,[3 6] ; [22 24],[4.09090909 4.90909091] ; [20.90909091 25.09090909],0
p7,1,0.45178,0.566182,[ 8 20] ; [22 79],[ 6.51162791 21.48837209] ; [23.48837209 77.51162791],0
a7,1,0.486594,0.48405,[18 10] ; [61 46],[16.38518519 11.61481481] ; [62.61481481 44.38518519],0
n5,1,0.524738,0.404571,[19  9] ; [65 41],[17.55223881 10.44776119] ; [66.44776119 39.55223881],0
a6,1,0.537198,0.380758,[17 11] ; [58 49],[15.55555556 12.44444444] ; [59.44444444 47.55555556],0
v3,1,0.556067,0.346561,[10 16] ; [33 69],[ 8.734375 17.265625] ; [34.265625 67.734375],0
b4,1,0.586737,0.295469,[15 13] ; [64 44],[16.26470588 11.73529412] ; [62.73529412 45.26470588],0
b1,1,0.608989,0.26165,[15 13] ; [52 56],[13.79411765 14.20588235] ; [53.20588235 54.79411765],0
