Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000207,13.762003,[ 1 43] ; [3 4],[ 3.45098039 40.54901961] ; [0.54901961 6.45098039],1
p6,1,0.000247,13.437094,[ 1 42] ; [3 4],[ 3.44 39.56] ; [0.56 6.44],1
s7,1,0.000441,12.35111,[ 5 35] ; [5 2],[ 8.5106383 31.4893617] ; [1.4893617 5.5106383],1
s2,1,0.003167,8.708952,[ 5 39] ; [4 3],[ 7.76470588 36.23529412] ; [1.23529412 5.76470588],0
p9,1,0.004358,8.128223,[12 29] ; [6 1],[15.375 25.625] ; [2.625 4.375],0
s3,1,0.009902,6.652428,[10 33] ; [5 2],[12.9 30.1] ; [2.1 4.9],0
p10,1,0.009902,6.652428,[10 33] ; [5 2],[12.9 30.1] ; [2.1 4.9],0
n6,1,0.014336,5.996336,[16 28] ; [6 1],[18.98039216 25.01960784] ; [3.01960784 3.98039216],0
s5,1,0.029637,4.730229,[ 6 38] ; [3 3],[ 7.92 36.08] ; [1.08 4.92],0
p4,1,0.033325,4.529023,[ 5 39] ; [3 4],[ 6.90196078 37.09803922] ; [1.09803922 5.90196078],0
p2,1,0.049431,3.860646,[14 29] ; [5 2],[16.34 26.66] ; [2.66 4.34],0
s6,1,0.058068,3.591711,[10 34] ; [4 3],[12.07843137 31.92156863] ; [1.92156863 5.07843137],0
n1,1,0.076309,3.141818,[ 8 14] ; [4 1],[ 9.77777778 12.22222222] ; [2.22222222 2.77777778],0
v3,1,0.095316,2.782222,[ 7 37] ; [3 4],[ 8.62745098 35.37254902] ; [1.37254902 5.62745098],0
d5,1,0.119622,2.422263,[24 20] ; [6 1],[25.88235294 18.11764706] ; [4.11764706 2.88235294],0
u1,1,0.128287,2.313113,[ 1 43] ; [1 6],[ 1.7254902 42.2745098] ; [0.2745098 6.7254902],0
p5,1,0.134262,2.242525,[ 1 42] ; [1 6],[ 1.72 41.28] ; [0.28 6.72],0
n2,1,0.162862,1.947453,[10 12] ; [4 1],[11.40740741 10.59259259] ; [2.59259259 2.40740741],0
b1,1,0.192814,1.695986,[30 14] ; [3 4],[28.47058824 15.52941176] ; [4.52941176 2.47058824],0
a7,1,0.192814,1.695986,[14 30] ; [4 3],[15.52941176 28.47058824] ; [2.47058824 4.52941176],0
r1,1,0.192814,1.695986,[14 30] ; [4 3],[15.52941176 28.47058824] ; [2.47058824 4.52941176],0
r2,1,0.235429,1.407759,[25 18] ; [5 1],[26.32653061 16.67346939] ; [3.67346939 2.32653061],0
a5,1,0.29141,1.113095,[22 22] ; [5 2],[23.29411765 20.70588235] ; [3.70588235 3.29411765],0
n4,1,0.294211,1.100249,[29 15] ; [6 1],[30.19607843 13.80392157] ; [4.80392157 2.19607843],0
u3,1,0.360585,0.835855,[ 4 15] ; [1 1],[ 4.52380952 14.47619048] ; [0.47619048 1.52380952],0
n5,1,0.400731,0.706131,[31 13] ; [6 1],[31.92156863 12.07843137] ; [5.07843137 1.92156863],0
d4,1,0.402184,0.701787,[24 20] ; [5 2],[25.01960784 18.98039216] ; [3.98039216 3.01960784],0
d2,1,0.450017,0.570609,[18 25] ; [4 3],[18.92 24.08] ; [3.08 3.92],0
u2,1,0.480659,0.497368,[ 5 14] ; [1 1],[ 5.42857143 13.57142857] ; [0.57142857 1.42857143],0
b4,1,0.490508,0.475412,[25 19] ; [3 4],[24.15686275 19.84313725] ; [3.84313725 3.15686275],0
a3,1,0.505693,0.442968,[25 18] ; [5 2],[25.8 17.2] ; [4.2 2.8],0
p3,1,0.540965,0.373754,[ 8 35] ; [2 5],[ 8.6 34.4] ; [1.4 5.6],0
d1,1,0.564972,0.331169,[14 30] ; [3 4],[14.66666667 29.33333333] ; [2.33333333 4.66666667],0
p11,1,0.627691,0.235205,[ 9 35] ; [2 5],[ 9.49019608 34.50980392] ; [1.50980392 5.49019608],0
s4,1,0.702587,0.145795,[ 9 35] ; [1 6],[ 8.62745098 35.37254902] ; [1.37254902 5.62745098],0
a6,1,0.725486,0.123297,[22 22] ; [4 3],[22.43137255 21.56862745] ; [3.56862745 3.43137255],0
b2,1,0.749139,0.102256,[12 16] ; [3 3],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
b3,1,0.749139,0.102256,[12 16] ; [3 3],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
p7,1,0.782683,0.076079,[ 8 35] ; [1 6],[ 7.74 35.26] ; [1.26 5.74],0
b5,1,0.810501,0.057495,[21 23] ; [3 4],[20.70588235 23.29411765] ; [3.29411765 3.70588235],0
a2,1,0.823629,0.049675,[ 5 39] ; [1 6],[ 5.17647059 38.82352941] ; [0.82352941 6.17647059],0
v1,1,0.840393,0.040558,[11 33] ; [2 5],[11.21568627 32.78431373] ; [1.78431373 5.21568627],0
n3,1,0.866784,0.028139,[10 12] ; [2 2],[10.15384615 11.84615385] ; [1.84615385 2.15384615],0
a4,1,0.86785,0.027685,[17 26] ; [3 4],[17.2 25.8] ; [2.8 4.2],0
d3,1,0.92251,0.009462,[18 26] ; [3 4],[18.11764706 25.88235294] ; [2.88235294 4.11764706],0
p1,1,0.963013,0.00215,[ 6 38] ; [1 6],[ 6.03921569 37.96078431] ; [0.96078431 6.03921569],0
v2,1,0.981258,0.000552,[ 6 37] ; [1 6],[ 6.02 36.98] ; [0.98 6.02],0
