Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,43.506273,[ 21 122] ; [30 17],[ 38.38421053 104.61578947] ; [12.61578947 34.38421053],1
s6,1,0.0,28.863286,[56 89] ; [42  9],[72.5 72.5] ; [25.5 25.5],1
s2,1,0.0,27.25203,[ 40 106] ; [35 16],[55.58375635 90.41624365] ; [19.41624365 31.58375635],1
s3,1,1.9e-05,18.308247,[59 83] ; [39 12],[72.10362694 69.89637306] ; [25.89637306 25.10362694],1
p10,1,0.005034,7.867225,[86 57] ; [41  9],[94.0984456 48.9015544] ; [32.9015544 17.0984456],0
r1,1,0.011355,6.408948,[83 64] ; [39 12],[90.57575758 56.42424242] ; [31.42424242 19.57575758],0
r4,1,0.017312,5.66443,[99 48] ; [44  8],[105.63316583  41.36683417] ; [37.36683417 14.63316583],0
p4,1,0.018012,5.595,[ 43 101] ; [25 27],[49.95918367 94.04081633] ; [18.04081633 33.95918367],0
r3,1,0.034994,4.44546,[120  26] ; [49  3],[124.61616162  21.38383838] ; [44.38383838  7.61616162],0
u3,1,0.056322,3.6425,[43 48] ; [19  9],[47.41176471 43.58823529] ; [14.58823529 13.41176471],0
u2,1,0.068223,3.325263,[42 48] ; [18  9],[46.15384615 43.84615385] ; [13.84615385 13.15384615],0
v1,1,0.072112,3.234282,[47 97] ; [23 26],[52.22797927 91.77202073] ; [17.77202073 31.22797927],0
s4,1,0.076007,3.148278,[ 23 123] ; [14 38],[ 27.28282828 118.71717172] ; [ 9.71717172 42.28282828],0
d2,1,0.077152,3.123892,[ 30 116] ; [17 35],[ 34.65656566 111.34343434] ; [12.34343434 39.65656566],0
p2,1,0.079095,3.083411,[96 50] ; [41 11],[101.02020202  44.97979798] ; [35.97979798 16.02020202],0
v2,1,0.084836,2.96973,[48 90] ; [23 24],[52.96216216 85.03783784] ; [18.03783784 28.96216216],0
b4,1,0.087786,2.914506,[96 51] ; [27 25],[90.85929648 56.14070352] ; [32.14070352 19.85929648],0
p1,1,0.094463,2.796628,[  7 138] ; [ 6 46],[  9.56852792 135.43147208] ; [ 3.43147208 48.56852792],0
d5,1,0.106532,2.604924,[83 64] ; [36 16],[87.90452261 59.09547739] ; [31.09547739 20.90452261],0
