Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,115.435603,[116  37] ; [ 20 125],[69.82550336 83.17449664] ; [66.17449664 78.82550336],1
s6,1,0.0,41.684505,[123  26] ; [67 77],[96.62116041 52.37883959] ; [93.37883959 50.62116041],1
s8,1,8e-06,19.963698,[78 75] ; [ 38 109],[59.16 93.84] ; [56.84 90.16],1
s7,1,1.3e-05,19.078439,[86 60] ; [46 93],[67.62105263 78.37894737] ; [64.37894737 74.62105263],1
n2,1,0.001759,9.784946,[30  1] ; [26 13],[24.8  6.2] ; [31.2  7.8],0
r2,1,0.005553,7.689983,[143   8] ; [125  22],[135.79865772  15.20134228] ; [132.20134228  14.79865772],0
n4,1,0.012202,6.281312,[118  35] ; [94 53],[108.12  44.88] ; [103.88  43.12],0
s5,1,0.032314,4.581765,[51 98] ; [ 33 111],[ 42.71672355 106.28327645] ; [ 41.28327645 102.71672355],0
r4,1,0.035518,4.42012,[137  16] ; [119  28],[130.56  22.44] ; [125.44  21.56],0
p7,1,0.035752,4.408884,[101  46] ; [83 63],[92.31399317 54.68600683] ; [91.68600683 54.31399317],0
r3,1,0.04197,4.136427,[147   5] ; [133  13],[142.81879195   9.18120805] ; [137.18120805   8.81879195],0
a8,1,0.067155,3.351235,[ 23 123] ; [ 12 127],[ 17.92982456 128.07017544] ; [ 17.07017544 121.92982456],0
v4,1,0.088105,2.908653,[144   6] ; [134  13],[140.4040404   9.5959596] ; [137.5959596   9.4040404],0
s4,1,0.088276,2.905534,[ 31 121] ; [ 19 127],[ 25.5033557 126.4966443] ; [ 24.4966443 121.5033557],0
u2,1,0.128016,2.316399,[30 29] ; [40 22],[34.1322314 24.8677686] ; [35.8677686 26.1322314],0
a7,1,0.144615,2.128157,[94 58] ; [102  44],[99.97315436 52.02684564] ; [96.02684564 49.97315436],0
n3,1,0.191432,1.706559,[25  6] ; [26 13],[22.58571429  8.41428571] ; [28.41428571 10.58571429],0
n5,1,0.209475,1.57505,[120  31] ; [107  39],[115.41077441  35.58922559] ; [111.58922559  34.41077441],0
r1,1,0.226176,1.464749,[114  38] ; [101  46],[109.29765886  42.70234114] ; [105.70234114  41.29765886],0
p5,1,0.231403,1.432216,[ 14 138] ; [ 20 127],[ 17.28428094 134.71571906] ; [ 16.71571906 130.28428094],0
p11,1,0.282836,1.153414,[130  23] ; [118  29],[126.48  26.52] ; [121.52  25.48],0
d5,1,0.289037,1.124102,[84 69] ; [89 57],[88.52508361 64.47491639] ; [84.47491639 61.52508361],0
d2,1,0.295779,1.09313,[ 23 130] ; [ 16 130],[ 19.95652174 133.04347826] ; [ 19.04347826 126.95652174],0
a5,1,0.308907,1.035342,[88 65] ; [93 54],[92.31 60.69] ; [88.69 58.31],0
p2,1,0.363193,0.826823,[130  22] ; [120  27],[127.090301  24.909699] ; [122.909699  24.090301],0
a4,1,0.387245,0.747575,[ 36 117] ; [ 41 106],[ 39.27 113.73] ; [ 37.73 109.27],0
b5,1,0.391878,0.733107,[82 71] ; [86 61],[85.68 67.32] ; [82.32 64.68],0
a1,1,0.509191,0.43573,[  5 148] ; [  7 140],[  6.12 146.88] ; [  5.88 141.12],0
p8,1,0.509367,0.435368,[77 75] ; [79 66],[79.83838384 72.16161616] ; [76.16161616 68.83838384],0
n1,1,0.567916,0.326182,[12 18] ; [13 26],[10.86956522 19.13043478] ; [14.13043478 24.86956522],0
u1,1,0.604006,0.268996,[  7 146] ; [  5 142],[  6.12 146.88] ; [  5.88 141.12],0
p1,1,0.617222,0.249791,[ 12 140] ; [ 14 133],[ 13.2173913 138.7826087] ; [ 12.7826087 134.2173913],0
u3,1,0.618517,0.247957,[35 24] ; [34 28],[33.6446281 25.3553719] ; [35.3553719 26.6446281],0
b2,1,0.651524,0.203984,[28 56] ; [29 50],[29.37423313 54.62576687] ; [27.62576687 51.37423313],0
b3,1,0.651524,0.203984,[28 56] ; [29 50],[29.37423313 54.62576687] ; [27.62576687 51.37423313],0
n6,1,0.659394,0.194261,[127  24] ; [120  26],[125.57912458  25.42087542] ; [121.42087542  24.57912458],0
v3,1,0.678819,0.171458,[ 52 100] ; [46 98],[ 50.32432432 101.67567568] ; [47.67567568 96.32432432],0
