Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,97.175532,[ 8 44] ; [128  16],[36.08163265 15.91836735] ; [99.91836735 44.08163265],1
s7,1,0.0,30.580502,[19 29] ; [112  25],[33.98918919 14.01081081] ; [97.01081081 39.98918919],1
s6,1,0.0,27.531119,[36 15] ; [139   5],[45.76923077  5.23076923] ; [129.23076923  14.76923077],1
s8,1,9.2e-05,15.297549,[19 33] ; [98 47],[30.88324873 21.11675127] ; [86.11675127 58.88324873],1
d3,1,0.000634,11.674651,[33 19] ; [125  21],[41.49494949 10.50505051] ; [116.50505051  29.49494949],1
b5,1,0.000917,10.988295,[16 36] ; [84 62],[26.26262626 25.73737374] ; [73.73737374 72.26262626],1
v1,1,0.004745,7.974214,[24 27] ; [101  45],[32.36040609 18.63959391] ; [92.63959391 53.36040609],0
n6,1,0.004958,7.89459,[43  9] ; [137   7],[47.75510204  4.24489796] ; [132.24489796  11.75510204],0
a3,1,0.008615,6.900888,[34 18] ; [121  25],[40.70707071 11.29292929] ; [114.29292929  31.70707071],0
r2,1,0.012846,6.190191,[46  6] ; [142   4],[49.37373737  2.62626263] ; [138.62626263   7.37373737],0
d4,1,0.013101,6.1554,[41 11] ; [133  12],[45.92893401  6.07106599] ; [128.07106599  16.92893401],0
a2,1,0.016173,5.784006,[ 8 44] ; [48 98],[14.70707071 37.29292929] ; [ 41.29292929 104.70707071],0
a7,1,0.021626,5.275625,[30 22] ; [109  37],[36.50505051 15.49494949] ; [102.49494949  43.50505051],0
p9,1,0.025436,4.993927,[44  8] ; [137   8],[47.77664975  4.22335025] ; [133.22335025  11.77664975],0
n2,1,0.071673,3.244273,[8 5] ; [25  4],[10.21428571  2.78571429] ; [22.78571429  6.21428571],0
d1,1,0.090685,2.86218,[32 20] ; [108  38],[36.76767677 15.23232323] ; [103.23232323  42.76767677],0
u1,1,0.099229,2.717885,[ 8 44] ; [ 39 107],[12.34343434 39.65656566] ; [ 34.65656566 111.34343434],0
a4,1,0.117196,2.454406,[23 29] ; [83 63],[27.83838384 24.16161616] ; [78.16161616 67.83838384],0
a6,1,0.142651,2.149124,[29 23] ; [98 48],[33.35353535 18.64646465] ; [93.64646465 52.35353535],0
v4,1,0.182805,1.774674,[49  3] ; [142   3],[50.41624365  1.58375635] ; [140.58375635   4.41624365],0
n5,1,0.195638,1.674638,[40 12] ; [123  22],[43.02538071  8.97461929] ; [119.97461929  25.02538071],0
p12,1,0.21223,1.556146,[ 4 48] ; [ 21 125],[ 6.56565657 45.43434343] ; [ 18.43434343 127.56565657],0
p6,1,0.248787,1.3301,[27 25] ; [88 56],[30.51020408 21.48979592] ; [84.48979592 59.51020408],0
u3,1,0.264344,1.245862,[10  8] ; [18  7],[11.72093023  6.27906977] ; [16.27906977  8.72093023],0
p2,1,0.270404,1.214699,[45  7] ; [134  12],[47.01010101  4.98989899] ; [131.98989899  14.01010101],0
n1,1,0.2892,1.123342,[4 9] ; [14 15],[5.57142857 7.42857143] ; [12.42857143 16.57142857],0
v3,1,0.291451,1.112906,[22 29] ; [75 70],[25.23979592 25.76020408] ; [71.76020408 73.23979592],0
r3,1,0.31436,1.012267,[49  3] ; [141   4],[50.15228426  1.84771574] ; [139.84771574   5.15228426],0
p10,1,0.357066,0.848186,[45  7] ; [132  13],[46.72081218  5.27918782] ; [130.27918782  14.72081218],0
s1,1,0.358728,0.842341,[ 1 51] ; [  7 137],[ 2.12244898 49.87755102] ; [  5.87755102 138.12244898],0
n3,1,0.378019,0.777133,[7 5] ; [21  8],[8.19512195 3.80487805] ; [19.80487805  9.19512195],0
p1,1,0.378656,0.775059,[ 9 43] ; [ 18 127],[ 7.12690355 44.87309645] ; [ 19.87309645 125.12690355],0
s4,1,0.385909,0.751794,[11 40] ; [ 40 104],[13.33846154 37.66153846] ; [ 37.66153846 106.33846154],0
b4,1,0.41645,0.660313,[35 17] ; [89 57],[32.56565657 19.43434343] ; [91.43434343 54.56565657],0
p11,1,0.416864,0.65914,[44  8] ; [116  30],[42.02020202  9.97979798] ; [117.97979798  28.02020202],0
b3,1,0.443652,0.586818,[15 17] ; [34 53],[13.17647059 18.82352941] ; [35.82352941 51.17647059],0
b2,1,0.443652,0.586818,[15 17] ; [34 53],[13.17647059 18.82352941] ; [35.82352941 51.17647059],0
n4,1,0.456345,0.554844,[41 11] ; [121  24],[42.76142132  9.23857868] ; [119.23857868  25.76142132],0
p5,1,0.509707,0.434668,[16 36] ; [ 38 108],[14.18181818 37.81818182] ; [ 39.81818182 106.18181818],0
a1,1,0.566429,0.328695,[ 3 49] ; [ 12 134],[ 3.93939394 48.06060606] ; [ 11.06060606 134.93939394],0
v2,1,0.599489,0.275767,[33 19] ; [86 59],[31.41116751 20.58883249] ; [87.58883249 57.41116751],0
b1,1,0.616533,0.25077,[22 30] ; [56 90],[20.48484848 31.51515152] ; [57.51515152 88.48484848],0
a5,1,0.646601,0.210212,[42 10] ; [122  24],[43.07070707  8.92929293] ; [120.92929293  25.07070707],0
p3,1,0.737416,0.112411,[39 13] ; [106  40],[38.08080808 13.91919192] ; [106.91919192  39.08080808],0
d2,1,0.740793,0.109431,[29 23] ; [77 68],[27.97969543 24.02030457] ; [78.02030457 66.97969543],0
d5,1,0.742445,0.107989,[45  7] ; [128  17],[45.66497462  6.33502538] ; [127.33502538  17.66497462],0
p8,1,0.780231,0.077851,[36 16] ; [98 48],[35.19191919 16.80808081] ; [98.80808081 47.19191919],0
a8,1,0.805669,0.060525,[ 6 43] ; [ 15 122],[ 5.53225806 43.46774194] ; [ 15.46774194 121.53225806],0
p7,1,0.888189,0.019767,[42 10] ; [115  29],[41.65306122 10.34693878] ; [115.34693878  28.65306122],0
r1,1,0.903401,0.01473,[44  8] ; [122  21],[44.26666667  7.73333333] ; [121.73333333  21.26666667],0
r4,1,0.937561,0.006136,[49  3] ; [138   8],[49.11111111  2.88888889] ; [137.88888889   8.11111111],0
u2,1,0.939225,0.005813,[10  7] ; [15 10],[10.11904762  6.88095238] ; [14.88095238 10.11904762],0
