Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,34.353163,[102  61] ; [25 74],[79.01145038 83.98854962] ; [47.98854962 51.01145038],1
r3,1,1e-06,23.786399,[166   2] ; [83 17],[156.08955224  11.91044776] ; [92.91044776  7.08955224],1
d1,1,1.4e-05,18.908973,[109  59] ; [38 63],[91.80669145 76.19330855] ; [55.19330855 45.80669145],1
d4,1,6.3e-05,15.999382,[147  21] ; [68 33],[134.27509294  33.72490706] ; [80.72490706 20.27509294],1
p11,1,0.000743,11.378445,[140  28] ; [66 35],[128.65427509  39.34572491] ; [77.34572491 23.65427509],1
d3,1,0.002358,9.247531,[122  46] ; [55 46],[110.54275093  57.45724907] ; [66.45724907 34.54275093],0
r1,1,0.005682,7.648364,[143  24] ; [71 28],[134.35338346  32.64661654] ; [79.64661654 19.35338346],0
r4,1,0.006123,7.513815,[154  14] ; [81 20],[146.76579926  21.23420074] ; [88.23420074 12.76579926],0
v4,1,0.008284,6.970984,[160   5] ; [89 11],[155.03773585   9.96226415] ; [93.96226415  6.03773585],0
s1,1,0.010207,6.598441,[  2 164] ; [ 7 91],[  5.65909091 160.34090909] ; [ 3.34090909 94.65909091],0
d5,1,0.019222,5.481163,[140  28] ; [72 29],[132.40148699  35.59851301] ; [79.59851301 21.40148699],0
p2,1,0.01953,5.453418,[145  23] ; [75 25],[137.91044776  30.08955224] ; [82.08955224 17.91044776],0
b1,1,0.021163,5.313305,[ 53 115] ; [46 55],[ 61.82899628 106.17100372] ; [37.17100372 63.82899628],0
d2,1,0.028508,4.797061,[88 80] ; [39 62],[79.31598513 88.68401487] ; [47.68401487 53.31598513],0
n6,1,0.035627,4.414848,[143  23] ; [76 24],[136.66917293  29.33082707] ; [82.33082707 17.66917293],0
p3,1,0.036211,4.387133,[86 82] ; [38 62],[77.73134328 90.26865672] ; [46.26865672 53.73134328],0
p7,1,0.038766,4.271075,[98 68] ; [45 53],[89.91666667 76.08333333] ; [53.08333333 44.91666667],0
a5,1,0.046315,3.970114,[133  35] ; [69 32],[126.15613383  41.84386617] ; [75.84386617 25.15613383],0
p8,1,0.056949,3.624089,[83 83] ; [38 62],[75.5112782 90.4887218] ; [45.4887218 54.5112782],0
s7,1,0.070121,3.280184,[77 84] ; [34 60],[70.08235294 90.91764706] ; [40.91764706 53.08235294],0
s4,1,0.075385,3.161685,[ 20 147] ; [20 80],[ 25.01872659 141.98127341] ; [14.98127341 85.01872659],0
u1,1,0.123858,2.367847,[ 32 136] ; [12 89],[ 27.4795539 140.5204461] ; [16.5204461 84.4795539],0
p10,1,0.124497,2.359815,[136  30] ; [74 26],[131.05263158  34.94736842] ; [78.94736842 21.05263158],0
s6,1,0.125203,2.350991,[112  52] ; [59 41],[106.22727273  57.77272727] ; [64.77272727 35.22727273],0
p9,1,0.128753,2.307476,[143  23] ; [79 21],[138.54135338  27.45864662] ; [83.45864662 16.54135338],0
a4,1,0.130823,2.282706,[81 86] ; [39 61],[75.05617978 91.94382022] ; [44.94382022 55.05617978],0
s8,1,0.158523,1.988258,[72 94] ; [35 66],[66.52434457 99.47565543] ; [40.47565543 60.52434457],0
s5,1,0.167257,1.907362,[ 56 109] ; [25 72],[ 51.01145038 113.98854962] ; [29.98854962 67.01145038],0
