Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.003129,8.730599,[36 12] ; [ 5 10],[31.23809524 16.76190476] ; [9.76190476 5.23809524],0
v4,1,0.003395,8.582264,[44  4] ; [9 6],[40.38095238  7.61904762] ; [12.61904762  2.38095238],0
r3,1,0.008428,6.940188,[43  5] ; [9 6],[39.61904762  8.38095238] ; [12.38095238  2.61904762],0
r4,1,0.009084,6.80625,[41  7] ; [8 7],[37.33333333 10.66666667] ; [11.66666667  3.33333333],0
b5,1,0.01508,5.907049,[30 18] ; [ 4 11],[25.9047619 22.0952381] ; [8.0952381 6.9047619],0
s8,1,0.016863,5.710618,[23 25] ; [ 2 13],[19.04761905 28.95238095] ; [5.95238095 9.04761905],0
n5,1,0.025058,5.019842,[37 11] ; [7 8],[33.52380952 14.47619048] ; [10.47619048  4.52380952],0
u3,1,0.045021,4.017857,[11  3] ; [1 3],[9.33333333 4.66666667] ; [2.66666667 1.33333333],0
n4,1,0.049126,3.871036,[38 10] ; [8 7],[35.04761905 12.95238095] ; [10.95238095  4.04761905],0
d1,1,0.084723,2.971894,[25 23] ; [ 4 11],[22.0952381 25.9047619] ; [6.9047619 8.0952381],0
p10,1,0.103431,2.651828,[30 17] ; [6 9],[27.29032258 19.70967742] ; [8.70967742 6.29032258],0
p11,1,0.124283,2.3625,[30 18] ; [6 9],[27.42857143 20.57142857] ; [8.57142857 6.42857143],0
s7,1,0.131911,2.269868,[24 20] ; [4 9],[21.61403509 22.38596491] ; [6.38596491 6.61403509],0
d2,1,0.158904,1.984627,[26 22] ; [ 5 10],[23.61904762 24.38095238] ; [7.38095238 7.61904762],0
s5,1,0.172394,1.862004,[15 33] ; [ 2 13],[12.95238095 35.04761905] ; [ 4.04761905 10.95238095],0
p8,1,0.193229,1.692823,[11 37] ; [6 9],[12.95238095 35.04761905] ; [ 4.04761905 10.95238095],0
b4,1,0.215704,1.532724,[31 17] ; [7 8],[28.95238095 19.04761905] ; [9.04761905 5.95238095],0
d4,1,0.261651,1.26,[36 12] ; [9 6],[34.28571429 13.71428571] ; [10.71428571  4.28571429],0
a5,1,0.262868,1.25359,[31 17] ; [12  3],[32.76190476 15.23809524] ; [10.23809524  4.76190476],0
a4,1,0.274279,1.195219,[15 33] ; [7 8],[16.76190476 31.23809524] ; [5.23809524 9.76190476],0
a6,1,0.274279,1.195219,[33 15] ; [8 7],[31.23809524 16.76190476] ; [9.76190476 5.23809524],0
d3,1,0.276935,1.182069,[30 18] ; [7 8],[28.19047619 19.80952381] ; [8.80952381 6.19047619],0
p4,1,0.283006,1.152599,[16 30] ; [ 3 12],[14.32786885 31.67213115] ; [ 4.67213115 10.32786885],0
r1,1,0.321121,0.984375,[38 10] ; [10  5],[36.57142857 11.42857143] ; [11.42857143  3.57142857],0
s4,1,0.321584,0.982494,[ 8 39] ; [ 1 14],[ 6.82258065 40.17741935] ; [ 2.17741935 12.82258065],0
p7,1,0.329114,0.952381,[15 30] ; [ 3 12],[13.5 31.5] ; [ 4.5 10.5],0
a1,1,0.330538,0.94679,[ 5 43] ; [ 3 12],[ 6.0952381 41.9047619] ; [ 1.9047619 13.0952381],0
r2,1,0.389378,0.740883,[44  3] ; [13  2],[43.20967742  3.79032258] ; [13.79032258  1.20967742],0
b2,1,0.414216,0.666667,[11 21] ; [4 4],[12. 20.] ; [3. 5.],0
b3,1,0.414216,0.666667,[11 21] ; [4 4],[12. 20.] ; [3. 5.],0
a2,1,0.518482,0.416912,[10 38] ; [ 2 13],[ 9.14285714 38.85714286] ; [ 2.85714286 12.14285714],0
p12,1,0.530335,0.39375,[ 6 42] ; [ 1 14],[ 5.33333333 42.66666667] ; [ 1.66666667 13.33333333],0
a7,1,0.530335,0.39375,[33 15] ; [9 6],[32. 16.] ; [10.  5.],0
d5,1,0.530335,0.39375,[33 15] ; [9 6],[32. 16.] ; [10.  5.],0
p9,1,0.565099,0.330952,[29 18] ; [8 7],[28.0483871 18.9516129] ; [8.9516129 6.0483871],0
n3,1,0.589639,0.290909,[6 5] ; [2 3],[5.5 5.5] ; [2.5 2.5],0
n1,1,0.610689,0.259174,[3 8] ; [2 3],[3.4375 7.5625] ; [1.5625 3.4375],0
u2,1,0.6885,0.160714,[9 5] ; [3 1],[9.33333333 4.66666667] ; [2.66666667 1.33333333],0
