Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,4.4e-05,16.704425,[11 24] ; [32  9],[19.80263158 15.19736842] ; [23.19736842 17.80263158],1
s7,1,0.005902,7.579872,[16 17] ; [31  8],[21.54166667 11.45833333] ; [25.45833333 13.54166667],0
s6,1,0.020824,5.341425,[27  8] ; [39  2],[30.39473684  4.60526316] ; [35.60526316  5.39473684],0
b4,1,0.027776,4.841894,[17 18] ; [30 11],[21.64473684 13.35526316] ; [25.35526316 15.64473684],0
d4,1,0.028356,4.806272,[26  9] ; [38  3],[29.47368421  5.52631579] ; [34.52631579  6.47368421],0
p9,1,0.065547,3.391164,[26  9] ; [37  4],[29.01315789  5.98684211] ; [33.98684211  7.01315789],0
p5,1,0.076781,3.131756,[ 1 34] ; [ 6 35],[ 3.22368421 31.77631579] ; [ 3.77631579 37.22368421],0
r4,1,0.082462,3.0157,[29  6] ; [39  2],[31.31578947  3.68421053] ; [36.68421053  4.31578947],0
d1,1,0.087648,2.917046,[20 15] ; [31 10],[23.48684211 11.51315789] ; [27.51315789 13.48684211],0
v2,1,0.111743,2.529389,[12 22] ; [22 19],[15.41333333 18.58666667] ; [18.58666667 22.41333333],0
a4,1,0.114845,2.486256,[15 20] ; [25 16],[18.42105263 16.57894737] ; [21.57894737 19.42105263],0
s2,1,0.120805,2.406849,[20 14] ; [31 10],[23.12 10.88] ; [27.88 13.12],0
d2,1,0.121897,2.39277,[16 19] ; [26 15],[19.34210526 15.65789474] ; [22.65789474 18.34210526],0
p7,1,0.129675,2.296389,[26  9] ; [36  5],[28.55263158  6.44736842] ; [33.44736842  7.55263158],0
a5,1,0.137409,2.206736,[25 10] ; [35  6],[27.63157895  7.36842105] ; [32.36842105  8.63157895],0
a3,1,0.144887,2.125276,[23 12] ; [33  8],[25.78947368  9.21052632] ; [30.21052632 10.78947368],0
d3,1,0.144887,2.125276,[23 12] ; [33  8],[25.78947368  9.21052632] ; [30.21052632 10.78947368],0
r2,1,0.157466,1.998399,[30  5] ; [39  2],[31.77631579  3.22368421] ; [37.22368421  3.77631579],0
p4,1,0.205814,1.600628,[28  7] ; [37  4],[29.93421053  5.06578947] ; [35.06578947  5.93421053],0
p1,1,0.206602,1.595081,[ 2 33] ; [ 6 35],[ 3.68421053 31.31578947] ; [ 4.31578947 36.68421053],0
p10,1,0.218564,1.513773,[27  8] ; [36  5],[29.01315789  5.98684211] ; [33.98684211  7.01315789],0
p8,1,0.223181,1.483799,[21 14] ; [30 11],[23.48684211 11.51315789] ; [27.51315789 13.48684211],0
r1,1,0.226405,1.463305,[26  9] ; [35  6],[28.09210526  6.90789474] ; [32.90789474  8.09210526],0
p12,1,0.226582,1.46219,[ 1 34] ; [ 4 37],[ 2.30263158 32.69736842] ; [ 2.69736842 38.30263158],0
b3,1,0.241518,1.371712,[ 3 17] ; [ 8 19],[ 4.68085106 15.31914894] ; [ 6.31914894 20.68085106],0
b2,1,0.241518,1.371712,[ 3 17] ; [ 8 19],[ 4.68085106 15.31914894] ; [ 6.31914894 20.68085106],0
r3,1,0.243042,1.362865,[32  3] ; [39  1],[33.13333333  1.86666667] ; [37.86666667  2.13333333],0
n4,1,0.247982,1.334634,[28  7] ; [28 13],[25.78947368  9.21052632] ; [30.21052632 10.78947368],0
n5,1,0.247982,1.334634,[28  7] ; [28 13],[25.78947368  9.21052632] ; [30.21052632 10.78947368],0
v4,1,0.291168,1.114213,[31  4] ; [39  2],[32.23684211  2.76315789] ; [37.76315789  3.23684211],0
b1,1,0.366696,0.814832,[19 16] ; [18 23],[17.03947368 17.96052632] ; [19.96052632 21.03947368],0
n2,1,0.410117,0.678462,[5 3] ; [8 2],[5.77777778 2.22222222] ; [7.22222222 2.77777778],0
v3,1,0.440401,0.595238,[11 24] ; [16 24],[12.6 22.4] ; [14.4 25.6],0
s1,1,0.517402,0.419069,[ 3 32] ; [ 2 39],[ 2.30263158 32.69736842] ; [ 2.69736842 38.30263158],0
a6,1,0.520839,0.412231,[23 12] ; [24 17],[21.64473684 13.35526316] ; [25.35526316 15.64473684],0
v1,1,0.534482,0.385864,[18 17] ; [24 17],[19.34210526 15.65789474] ; [22.65789474 18.34210526],0
a7,1,0.550056,0.357216,[22 13] ; [23 18],[20.72368421 14.27631579] ; [24.27631579 16.72368421],0
n1,1,0.595883,0.28125,[3 5] ; [5 5],[3.55555556 4.44444444] ; [4.44444444 5.55555556],0
p11,1,0.6471,0.209576,[28  7] ; [31 10],[27.17105263  7.82894737] ; [31.82894737  9.17105263],0
a1,1,0.652004,0.203382,[ 1 34] ; [ 2 39],[ 1.38157895 33.61842105] ; [ 1.61842105 39.38157895],0
s8,1,0.658306,0.195587,[17 18] ; [22 19],[17.96052632 17.03947368] ; [21.03947368 19.96052632],0
u3,1,0.690328,0.15873,[8 4] ; [6 2],[8.4 3.6] ; [5.6 2.4],0
u2,1,0.713628,0.13468,[5 7] ; [4 4],[5.4 6.6] ; [3.6 4.4],0
p2,1,0.739761,0.110337,[30  5] ; [34  7],[29.47368421  5.52631579] ; [34.52631579  6.47368421],0
b5,1,0.760747,0.09272,[20 15] ; [22 19],[19.34210526 15.65789474] ; [22.65789474 18.34210526],0
d5,1,0.788131,0.07222,[30  5] ; [36  5],[30.39473684  4.60526316] ; [35.60526316  5.39473684],0
a2,1,0.894298,0.017654,[ 9 26] ; [10 31],[ 8.75 26.25] ; [10.25 30.75],0
u1,1,0.894298,0.017654,[ 9 26] ; [10 31],[ 8.75 26.25] ; [10.25 30.75],0
s3,1,0.972105,0.001223,[25  9] ; [30 11],[24.93333333  9.06666667] ; [30.06666667 10.93333333],0
n6,1,0.993584,6.5e-05,[29  6] ; [34  7],[29.01315789  5.98684211] ; [33.98684211  7.01315789],0
