Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-05,16.461302,[29  6] ; [24 36],[19.52631579 15.47368421] ; [33.47368421 26.52631579],1
d4,1,0.00115,10.569491,[26 12] ; [56  4],[31.79591837  6.20408163] ; [50.20408163  9.79591837],0
r4,1,0.014631,5.960383,[37  1] ; [49 12],[33.01010101  4.98989899] ; [52.98989899  8.01010101],0
p10,1,0.027822,4.839054,[34  3] ; [45 16],[29.82653061  7.17346939] ; [49.17346939 11.82653061],0
v3,1,0.032145,4.590731,[15 22] ; [12 47],[10.40625 26.59375] ; [16.59375 42.40625],0
a4,1,0.046857,3.950532,[11 27] ; [30 31],[15.73737374 22.26262626] ; [25.26262626 35.73737374],0
p9,1,0.055387,3.670399,[34  3] ; [46 14],[30.51546392  6.48453608] ; [49.48453608 10.51546392],0
r1,1,0.058426,3.581521,[34  4] ; [45 16],[30.32323232  7.67676768] ; [48.67676768 12.32323232],0
b4,1,0.060683,3.518611,[19 19] ; [42 19],[23.41414141 14.58585859] ; [37.58585859 23.41414141],0
a7,1,0.063021,3.456041,[28 10] ; [33 27],[23.65306122 14.34693878] ; [37.34693878 22.65306122],0
n6,1,0.067015,3.354669,[35  3] ; [46 13],[31.73195876  6.26804124] ; [49.26804124  9.73195876],0
p2,1,0.071669,3.244381,[31  6] ; [41 20],[27.18367347  9.81632653] ; [44.81632653 16.18367347],0
p11,1,0.085506,2.957013,[31  7] ; [40 21],[27.25252525 10.74747475] ; [43.74747475 17.25252525],0
d2,1,0.097201,2.750877,[15 23] ; [34 26],[19. 19.] ; [30. 30.],0
r3,1,0.106612,2.603735,[37  1] ; [52  7],[34.86597938  3.13402062] ; [54.13402062  4.86597938],0
s1,1,0.124239,2.363057,[ 3 35] ; [ 1 60],[ 1.53535354 36.46464646] ; [ 2.46464646 58.53535354],0
s4,1,0.126477,2.335218,[ 6 31] ; [18 42],[ 9.15463918 27.84536082] ; [14.84536082 45.15463918],0
p3,1,0.135573,2.227497,[14 24] ; [14 47],[10.74747475 27.25252525] ; [17.25252525 43.74747475],0
n3,1,0.159255,1.981287,[8 1] ; [12  7],[6.42857143 2.57142857] ; [13.57142857  5.42857143],0
p6,1,0.178514,1.809948,[11 26] ; [11 50],[ 8.30612245 28.69387755] ; [13.69387755 47.30612245],0
s6,1,0.187189,1.739602,[32  5] ; [46 15],[29.44897959  7.55102041] ; [48.55102041 12.44897959],0
p1,1,0.203737,1.615378,[ 6 30] ; [ 5 56],[ 4.08247423 31.91752577] ; [ 6.91752577 54.08247423],0
a3,1,0.207764,1.586936,[24 13] ; [46 14],[26.70103093 10.29896907] ; [43.29896907 16.70103093],0
a2,1,0.22887,1.447871,[ 5 33] ; [14 47],[ 7.29292929 30.70707071] ; [11.70707071 49.29292929],0
p5,1,0.272175,1.205753,[ 4 33] ; [ 3 58],[ 2.64285714 34.35714286] ; [ 4.35714286 56.64285714],0
d3,1,0.286825,1.134464,[17 21] ; [34 27],[19.57575758 18.42424242] ; [31.42424242 29.57575758],0
d5,1,0.287898,1.129425,[27 11] ; [49 12],[29.17171717  8.82828283] ; [46.82828283 14.17171717],0
s2,1,0.292646,1.107408,[27 11] ; [37 24],[24.56565657 13.43434343] ; [39.43434343 21.56565657],0
b5,1,0.298233,1.08208,[19 19] ; [37 24],[21.49494949 16.50505051] ; [34.50505051 26.49494949],0
d1,1,0.316122,1.004923,[16 22] ; [32 29],[18.42424242 19.57575758] ; [29.57575758 31.42424242],0
b2,1,0.379651,0.771833,[11 12] ; [15 26],[ 9.34375 13.65625] ; [16.65625 24.34375],0
b3,1,0.379651,0.771833,[11 12] ; [15 26],[ 9.34375 13.65625] ; [16.65625 24.34375],0
