Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,87.13843,[291 150] ; [ 63 163],[234.05397301 206.94602699] ; [119.94602699 106.05397301],1
p6,1,0.0,49.411533,[197 243] ; [ 39 187],[155.91591592 284.08408408] ; [ 80.08408408 145.91591592],1
p3,1,0.0,38.028673,[251 194] ; [ 71 156],[213.22916667 231.77083333] ; [108.77083333 118.22916667],1
p4,1,0.0,29.12064,[300 144] ; [105 123],[267.58928571 176.41071429] ; [137.41071429  90.58928571],1
p10,1,0.000621,11.710972,[375  67] ; [167  59],[358.62874251  83.37125749] ; [183.37125749  42.62874251],1
s5,1,0.001371,10.244563,[149 290] ; [ 47 169],[131.3648855 307.6351145] ; [ 64.6351145 151.3648855],0
s7,1,0.001522,10.051912,[216 210] ; [ 81 135],[197.07476636 228.92523364] ; [ 99.92523364 116.07476636],0
s8,1,0.001536,10.034454,[204 240] ; [ 75 151],[184.88955224 259.11044776] ; [ 94.11044776 131.88955224],0
r4,1,0.002699,9.000328,[407  38] ; [191  37],[395.40861813  49.59138187] ; [202.59138187  25.40861813],0
a2,1,0.004367,8.124453,[120 325] ; [ 39 189],[105.13372957 339.86627043] ; [ 53.86627043 174.13372957],0
p11,1,0.008751,6.872989,[368  77] ; [169  59],[355.07429421  89.92570579] ; [181.92570579  46.07429421],0
v3,1,0.011372,6.406217,[173 262] ; [ 65 154],[158.30275229 276.69724771] ; [ 79.69724771 139.30275229],0
r1,1,0.013649,6.082944,[364  77] ; [169  58],[351.8757485  89.1242515] ; [181.1242515  45.8757485],0
v4,1,0.014027,6.034799,[427  13] ; [211  16],[420.86956522  19.13043478] ; [217.13043478   9.86956522],0
a3,1,0.015527,5.855665,[323 119] ; [146  82],[309.4 132.6] ; [159.6  68.4],0
s6,1,0.019689,5.439224,[297 141] ; [132  93],[283.41176471 154.58823529] ; [145.58823529  79.41176471],0
u1,1,0.031156,4.644368,[ 86 359] ; [ 29 199],[ 76.04011887 368.95988113] ; [ 38.95988113 189.04011887],0
d3,1,0.037323,4.335614,[322 121] ; [148  80],[310.29806259 132.70193741] ; [159.70193741  68.29806259],0
a5,1,0.045407,4.003476,[333 112] ; [154  74],[322.01337296 122.98662704] ; [164.98662704  63.01337296],0
b5,1,0.048919,3.878138,[266 179] ; [154  74],[277.71173848 167.28826152] ; [142.28826152  85.71173848],0
v1,1,0.049446,3.860136,[243 194] ; [105 116],[231.11854103 205.88145897] ; [116.88145897 104.11854103],0
n6,1,0.059326,3.556115,[376  64] ; [181  46],[367.43628186  72.56371814] ; [189.56371814  37.43628186],0
p9,1,0.070046,3.281938,[383  59] ; [183  42],[375.07046477  66.92953523] ; [190.92953523  34.07046477],0
a1,1,0.070157,3.279339,[ 17 428] ; [  3 225],[ 13.2243685 431.7756315] ; [  6.7756315 221.2243685],0
b1,1,0.07143,3.249851,[176 269] ; [ 74 154],[165.30460624 279.69539376] ; [ 84.69539376 143.30460624],0
b4,1,0.072751,3.219837,[251 194] ; [145  83],[261.84249629 183.15750371] ; [134.15750371  93.84249629],0
s3,1,0.091337,2.850641,[254 184] ; [115 110],[243.77375566 194.22624434] ; [125.22624434  99.77375566],0
n3,1,0.110492,2.547175,[70 17] ; [45 20],[65.82236842 21.17763158] ; [49.17763158 15.82236842],0
v2,1,0.122599,2.383801,[249 184] ; [112 107],[239.74386503 193.25613497] ; [121.25613497  97.74386503],0
r3,1,0.126817,2.331035,[427  16] ; [212  14],[423.13452915  19.86547085] ; [215.86547085  10.13452915],0
n5,1,0.149291,2.079482,[330 111] ; [158  69],[322.16766467 118.83233533] ; [165.83233533  61.16766467],0
r2,1,0.173326,1.85394,[415  23] ; [209  18],[410.99548872  27.00451128] ; [213.00451128  13.99548872],0
a8,1,0.210226,1.569873,[ 62 339] ; [ 24 181],[ 56.90759076 344.09240924] ; [ 29.09240924 175.90759076],0
d1,1,0.221262,1.496169,[262 183] ; [123 105],[254.56909361 190.43090639] ; [130.43090639  97.56909361],0
s2,1,0.262275,1.256707,[225 218] ; [103 120],[218.17417417 224.82582583] ; [109.82582583 113.17417417],0
s4,1,0.273357,1.199821,[ 79 361] ; [ 33 193],[ 73.99399399 366.00600601] ; [ 38.00600601 187.99399399],0
n4,1,0.281261,1.160985,[343 100] ; [168  60],[337.36661699 105.63338301] ; [173.63338301  54.36661699],0
d5,1,0.30687,1.044098,[366  77] ; [181  47],[361.13412817  81.86587183] ; [185.86587183  42.13412817],0
u3,1,0.33565,0.926977,[62 58] ; [48 34],[65.34653465 54.65346535] ; [44.65346535 37.34653465],0
d4,1,0.367908,0.810719,[364  79] ; [180  47],[359.68955224  83.31044776] ; [184.31044776  42.68955224],0
a4,1,0.420979,0.647582,[199 244] ; [ 95 133],[194.10134128 248.89865872] ; [ 99.89865872 128.10134128],0
p12,1,0.432047,0.617316,[ 21 422] ; [ 14 213],[ 23.14179104 419.85820896] ; [ 11.85820896 215.14179104],0
s1,1,0.473489,0.513821,[  8 431] ; [  6 219],[  9.2560241 429.7439759] ; [  4.7439759 220.2560241],0
d2,1,0.502672,0.44929,[213 232] ; [102 124],[208.90461997 236.09538003] ; [106.09538003 119.90461997],0
u2,1,0.534947,0.384986,[67 52] ; [42 39],[64.855 54.145] ; [44.145 36.855],0
n1,1,0.700349,0.14811,[27 59] ; [22 42],[28.09333333 57.90666667] ; [20.90666667 43.09333333],0
a7,1,0.760279,0.093095,[321 122] ; [167  60],[322.66268657 120.33731343] ; [165.33731343  61.66268657],0
p1,1,0.783922,0.075192,[ 25 418] ; [ 14 213],[ 25.78656716 417.21343284] ; [ 13.21343284 213.78656716],0
n2,1,0.8177,0.053132,[64 23] ; [46 18],[63.37748344 23.62251656] ; [46.62251656 17.37748344],0
b2,1,0.819408,0.052124,[ 94 174] ; [41 80],[ 93.00771208 174.99228792] ; [41.99228792 79.00771208],0
b3,1,0.819408,0.052124,[ 94 174] ; [41 80],[ 93.00771208 174.99228792] ; [41.99228792 79.00771208],0
u4,1,0.827631,0.047411,[  5 440] ; [  3 225],[  5.2897474 439.7102526] ; [  2.7102526 225.2897474],0
a6,1,0.964949,0.001931,[305 139] ; [157  71],[305.25 138.75] ; [156.75  71.25],0
