Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1.8e-05,18.350741,[ 9 35] ; [30 16],[19.06666667 24.93333333] ; [19.93333333 26.06666667],1
p6,1,0.062241,3.476647,[ 2 40] ; [ 8 38],[ 4.77272727 37.22727273] ; [ 5.22727273 40.77272727],0
p4,1,0.096625,2.760377,[ 9 34] ; [17 29],[12.56179775 30.43820225] ; [13.43820225 32.56179775],0
s5,1,0.116265,2.466931,[ 3 41] ; [ 8 37],[ 5.43820225 38.56179775] ; [ 5.56179775 39.43820225],0
v3,1,0.129906,2.29363,[10 33] ; [ 5 40],[ 7.32954545 35.67045455] ; [ 7.67045455 37.32954545],0
p8,1,0.131533,2.27432,[ 8 35] ; [15 31],[11.11235955 31.88764045] ; [11.88764045 34.11235955],0
a5,1,0.143819,2.136611,[23 21] ; [17 29],[19.55555556 24.44444444] ; [20.44444444 25.55555556],0
n4,1,0.161853,1.956824,[26 17] ; [21 25],[22.70786517 20.29213483] ; [24.29213483 21.70786517],0
d3,1,0.166836,1.911149,[18 26] ; [25 20],[21.25842697 22.74157303] ; [21.74157303 23.25842697],0
s8,1,0.183606,1.768193,[ 1 43] ; [ 4 42],[ 2.44444444 41.55555556] ; [ 2.55555556 43.44444444],0
p5,1,0.192182,1.700809,[ 1 42] ; [ 4 42],[ 2.41573034 40.58426966] ; [ 2.58426966 43.41573034],0
s2,1,0.194687,1.681787,[ 6 38] ; [11 34],[ 8.40449438 35.59550562] ; [ 8.59550562 36.40449438],0
a2,1,0.214137,1.543237,[ 5 39] ; [ 2 44],[ 3.42222222 40.57777778] ; [ 3.57777778 42.42222222],0
a4,1,0.258825,1.275032,[16 27] ; [12 34],[13.52808989 29.47191011] ; [14.47191011 31.52808989],0
n2,1,0.272345,1.204898,[ 9 12] ; [12  8],[10.75609756 10.24390244] ; [10.24390244  9.75609756],0
p1,1,0.296309,1.090732,[ 7 37] ; [ 4 42],[ 5.37777778 38.62222222] ; [ 5.62222222 40.37777778],0
u2,1,0.308659,1.036403,[ 6 13] ; [13 15],[ 7.68085106 11.31914894] ; [11.31914894 16.68085106],0
a7,1,0.400662,0.706337,[21 22] ; [26 19],[22.96590909 20.03409091] ; [24.03409091 20.96590909],0
s3,1,0.45144,0.567033,[ 9 34] ; [12 31],[10.5 32.5] ; [10.5 32.5],0
b4,1,0.539891,0.375741,[23 21] ; [27 19],[24.44444444 19.55555556] ; [25.55555556 20.44444444],0
u3,1,0.620725,0.24485,[ 6 13] ; [ 7 21],[ 5.25531915 13.74468085] ; [ 7.74468085 20.25531915],0
a8,1,0.624735,0.239269,[ 3 38] ; [ 2 40],[ 2.46987952 38.53012048] ; [ 2.53012048 39.46987952],0
a6,1,0.685773,0.1637,[21 23] ; [20 26],[20.04444444 23.95555556] ; [20.95555556 25.04444444],0
d1,1,0.710631,0.137647,[15 29] ; [14 32],[14.17777778 29.82222222] ; [14.82222222 31.17777778],0
d4,1,0.730385,0.118758,[27 17] ; [26 19],[26.20224719 17.79775281] ; [26.79775281 18.20224719],0
u1,1,0.739558,0.110515,[ 3 41] ; [ 4 42],[ 3.42222222 40.57777778] ; [ 3.57777778 42.42222222],0
v2,1,0.757554,0.095292,[13 28] ; [15 28],[13.66666667 27.33333333] ; [14.33333333 28.66666667],0
s4,1,0.777727,0.079683,[ 5 39] ; [ 6 39],[ 5.43820225 38.56179775] ; [ 5.56179775 39.43820225],0
r2,1,0.810206,0.057677,[23 18] ; [23 20],[22.45238095 18.54761905] ; [23.54761905 19.45238095],0
d5,1,0.813619,0.055583,[25 19] ; [25 21],[24.44444444 19.55555556] ; [25.55555556 20.44444444],0
n1,1,0.81866,0.052564,[ 7 14] ; [ 6 14],[ 6.65853659 14.34146341] ; [ 6.34146341 13.65853659],0
b1,1,0.836607,0.042533,[22 22] ; [22 24],[21.51111111 22.48888889] ; [22.48888889 23.51111111],0
r1,1,0.895964,0.017099,[10 33] ; [11 34],[10.26136364 32.73863636] ; [10.73863636 34.26136364],0
p12,1,0.97464,0.001011,[ 1 43] ; [ 1 45],[ 0.97777778 43.02222222] ; [ 1.02222222 44.97777778],0
