Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1.8e-05,18.350741,[ 9 35] ; [30 16],[19.06666667 24.93333333] ; [19.93333333 26.06666667],1
p9,1,2e-05,18.219462,[11 31] ; [33 13],[21. 21.] ; [23. 23.],1
v4,1,0.000157,14.281203,[16 27] ; [34 10],[24.71264368 18.28735632] ; [25.28735632 18.71264368],1
p10,1,0.001231,10.443273,[12 31] ; [28 17],[19.54545455 23.45454545] ; [20.45454545 24.54545455],0
s6,1,0.001396,10.211054,[ 6 38] ; [20 25],[12.85393258 31.14606742] ; [13.14606742 31.85393258],0
d2,1,0.002458,9.171404,[23 20] ; [10 35],[16.125 26.875] ; [16.875 28.125],0
n6,1,0.003063,8.769634,[16 26] ; [32 14],[22.90909091 19.09090909] ; [25.09090909 20.90909091],0
r3,1,0.005053,7.860465,[15 28] ; [28 15],[21.5 21.5] ; [21.5 21.5],0
p7,1,0.006319,7.457143,[ 8 34] ; [21 24],[14. 28.] ; [15. 30.],0
n3,1,0.007488,7.152113,[ 7 14] ; [15  5],[11.26829268  9.73170732] ; [10.73170732  9.26829268],0
a1,1,0.010347,6.574187,[10 34] ; [ 2 44],[ 5.86666667 38.13333333] ; [ 6.13333333 39.86666667],0
b2,1,0.013608,6.088259,[13 15] ; [ 3 19],[ 8.96 19.04] ; [ 7.04 14.96],0
b3,1,0.013608,6.088259,[13 15] ; [ 3 19],[ 8.96 19.04] ; [ 7.04 14.96],0
v1,1,0.037493,4.327869,[ 9 35] ; [18 26],[13.5 30.5] ; [13.5 30.5],0
p3,1,0.03833,4.290306,[ 6 37] ; [15 31],[10.14606742 32.85393258] ; [10.85393258 35.14606742],0
n5,1,0.049212,3.868122,[29 14] ; [21 24],[24.43181818 18.56818182] ; [25.56818182 19.43181818],0
a3,1,0.05593,3.654155,[25 18] ; [17 28],[20.52272727 22.47727273] ; [21.47727273 23.52272727],0
b5,1,0.059029,3.564459,[19 25] ; [29 17],[23.46666667 20.53333333] ; [24.53333333 21.46666667],0
