Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,97.271014,[211  31] ; [10 38],[184.42068966  57.57931034] ; [36.57931034 11.42068966],1
v4,1,0.0,58.800162,[227  14] ; [26 22],[210.97923875  30.02076125] ; [42.02076125  5.97923875],1
r1,1,0.0,25.27091,[167  73] ; [15 33],[151.66666667  88.33333333] ; [30.33333333 17.66666667],1
r3,1,4e-06,21.314149,[219  22] ; [31 16],[209.20138889  31.79861111] ; [40.79861111  6.20138889],1
n6,1,0.000391,12.57646,[188  53] ; [25 22],[178.23958333  62.76041667] ; [34.76041667 12.23958333],1
u3,1,0.000851,11.127475,[64 49] ; [ 6 22],[56.09929078 56.90070922] ; [13.90070922 14.09929078],1
s6,1,0.001184,10.515763,[139  97] ; [16 32],[128.8028169 107.1971831] ; [26.1971831 21.8028169],0
p10,1,0.002886,8.878377,[173  64] ; [24 23],[164.39788732  72.60211268] ; [32.60211268 14.39788732],0
b1,1,0.003557,8.497165,[ 96 146] ; [30 18],[105.14482759 136.85517241] ; [20.85517241 27.14482759],0
a6,1,0.004241,8.177716,[145  97] ; [18 30],[136.02068966 105.97931034] ; [26.97931034 21.02068966],0
s3,1,0.006045,7.536987,[124 116] ; [14 33],[115.40069686 124.59930314] ; [22.59930314 24.40069686],0
p9,1,0.006332,7.453218,[185  51] ; [28 19],[177.6254417  58.3745583] ; [35.3745583 11.6254417],0
d5,1,0.006578,7.38479,[137 104] ; [17 31],[128.42214533 112.57785467] ; [25.57785467 22.42214533],0
a1,1,0.006633,7.369649,[  8 234] ; [ 6 42],[ 11.68275862 230.31724138] ; [ 2.31724138 45.68275862],0
v1,1,0.007572,7.131937,[103 133] ; [11 37],[ 94.73239437 141.26760563] ; [19.26760563 28.73239437],0
s2,1,0.010372,6.569856,[ 97 143] ; [10 38],[ 89.16666667 150.83333333] ; [17.83333333 30.16666667],0
p2,1,0.010552,6.539177,[191  49] ; [30 18],[184.16666667  55.83333333] ; [36.83333333 11.16666667],0
a7,1,0.011856,6.332281,[157  84] ; [22 26],[149.26989619  91.73010381] ; [29.73010381 18.26989619],0
p11,1,0.020238,5.391205,[181  61] ; [28 20],[174.40689655  67.59310345] ; [34.59310345 13.40689655],0
p3,1,0.055567,3.664992,[ 90 151] ; [11 37],[ 84.22491349 156.77508651] ; [16.77508651 31.22491349],0
s7,1,0.055747,3.659595,[ 84 147] ; [10 36],[ 78.3898917 152.6101083] ; [15.6101083 30.3898917],0
s5,1,0.090183,2.871103,[ 61 173] ; [ 7 41],[ 56.42553191 177.57446809] ; [11.57446809 36.42553191],0
a5,1,0.092023,2.838618,[128 114] ; [19 29],[122.66896552 119.33103448] ; [24.33103448 23.66896552],0
n2,1,0.099267,2.717283,[51 14] ; [12  8],[48.17647059 16.82352941] ; [14.82352941  5.17647059],0
s8,1,0.139781,2.180365,[ 70 170] ; [ 9 39],[ 65.83333333 174.16666667] ; [13.16666667 34.83333333],0
s1,1,0.164927,1.928463,[  9 230] ; [ 4 44],[ 10.82578397 228.17421603] ; [ 2.17421603 45.82578397],0
a3,1,0.176271,1.828788,[128 112] ; [20 27],[123.7630662 116.2369338] ; [24.2369338 22.7630662],0
p6,1,0.178809,1.807497,[ 68 169] ; [ 9 38],[ 64.25704225 172.74295775] ; [12.74295775 34.25704225],0
n4,1,0.219729,1.506142,[158  83] ; [27 21],[154.2733564  86.7266436] ; [30.7266436 17.2733564],0
v2,1,0.226826,1.460656,[ 80 151] ; [12 35],[ 76.44604317 154.55395683] ; [15.55395683 31.44604317],0
d3,1,0.22932,1.445076,[ 92 148] ; [14 34],[ 88.33333333 151.66666667] ; [17.66666667 30.33333333],0
n3,1,0.234674,1.412308,[48 17] ; [12  8],[45.88235294 19.11764706] ; [14.11764706  5.88235294],0
a2,1,0.254004,1.301148,[ 15 227] ; [ 1 47],[ 13.35172414 228.64827586] ; [ 2.64827586 45.35172414],0
p4,1,0.265772,1.238438,[111 129] ; [18 30],[107.5 132.5] ; [21.5 26.5],0
u2,1,0.291575,1.112337,[52 61] ; [16 12],[54.4964539 58.5035461] ; [13.5035461 14.4964539],0
a8,1,0.358791,0.84212,[ 29 200] ; [ 8 37],[ 30.92335766 198.07664234] ; [ 6.07664234 38.92335766],0
d4,1,0.370594,0.801672,[138 104] ; [24 24],[135.1862069 106.8137931] ; [26.8137931 21.1862069],0
p7,1,0.38503,0.754579,[133 101] ; [24 24],[130.27659574 103.72340426] ; [26.72340426 21.27659574],0
b4,1,0.426715,0.631749,[126 116] ; [28 20],[128.51034483 113.48965517] ; [25.48965517 22.51034483],0
p12,1,0.436487,0.6055,[  9 229] ; [ 3 45],[  9.98601399 228.01398601] ; [ 2.01398601 45.98601399],0
p1,1,0.453741,0.561291,[ 17 222] ; [ 2 46],[ 15.82229965 223.17770035] ; [ 3.17770035 44.82229965],0
n5,1,0.477883,0.50369,[162  77] ; [30 18],[159.88850174  79.11149826] ; [32.11149826 15.88850174],0
u1,1,0.514392,0.425123,[  6 236] ; [ 2 46],[  6.67586207 235.32413793] ; [ 1.32413793 46.67586207],0
a4,1,0.538967,0.377457,[ 60 180] ; [10 38],[ 58.33333333 181.66666667] ; [11.66666667 36.33333333],0
s4,1,0.551666,0.35434,[ 46 194] ; [11 37],[ 47.5 192.5] ; [ 9.5 38.5],0
d2,1,0.556848,0.345192,[ 37 204] ; [ 9 39],[ 38.35986159 202.64013841] ; [ 7.64013841 40.35986159],0
p8,1,0.568305,0.325527,[101 135] ; [18 29],[ 99.23674912 136.76325088] ; [19.76325088 27.23674912],0
b2,1,0.570456,0.321921,[41 94] ; [ 7 21],[39.75460123 95.24539877] ; [ 8.24539877 19.75460123],0
b3,1,0.570456,0.321921,[41 94] ; [ 7 21],[39.75460123 95.24539877] ; [ 8.24539877 19.75460123],0
b5,1,0.636591,0.223229,[145  97] ; [27 21],[143.53103448  98.46896552] ; [28.46896552 19.53103448],0
n1,1,0.744002,0.106641,[25 39] ; [ 7 13],[24.38095238 39.61904762] ; [ 7.61904762 12.38095238],0
p5,1,0.942975,0.005117,[ 16 224] ; [ 3 44],[ 15.88850174 224.11149826] ; [ 3.11149826 43.88850174],0
