Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,41.156421,[54 15] ; [ 8 38],[37.2 31.8] ; [24.8 21.2],1
p11,1,2.3e-05,17.913861,[57 13] ; [20 26],[46.46551724 23.53448276] ; [30.53448276 15.46551724],1
p2,1,8e-05,15.555322,[54 14] ; [20 26],[44.14035088 23.85964912] ; [29.85964912 16.14035088],1
r3,1,0.000195,13.873898,[62  8] ; [27 19],[53.70689655 16.29310345] ; [35.29310345 10.70689655],1
n6,1,0.000834,11.163952,[55 14] ; [23 23],[46.8 22.2] ; [31.2 14.8],1
p4,1,0.001916,9.627856,[31 36] ; [ 8 37],[23.33035714 43.66964286] ; [15.66964286 29.33035714],0
a3,1,0.002151,9.416182,[51 18] ; [21 25],[43.2 25.8] ; [28.8 17.2],0
n5,1,0.002927,8.85262,[53 16] ; [23 23],[45.6 23.4] ; [30.4 15.6],0
v1,1,0.00518,7.815501,[34 34] ; [11 35],[26.84210526 41.15789474] ; [18.15789474 27.84210526],0
p8,1,0.00671,7.349109,[30 38] ; [ 9 37],[23.26315789 44.73684211] ; [15.73684211 30.26315789],0
v4,1,0.006784,7.329188,[61  9] ; [29 15],[55.26315789 14.73684211] ; [34.73684211  9.26315789],0
v2,1,0.017944,5.601626,[36 33] ; [13 31],[29.92035398 39.07964602] ; [19.07964602 24.92035398],0
b5,1,0.021865,5.256498,[38 32] ; [15 31],[31.98275862 38.01724138] ; [21.01724138 24.98275862],0
d4,1,0.031921,4.602738,[51 19] ; [24 21],[45.65217391 24.34782609] ; [29.34782609 15.65217391],0
n3,1,0.039479,4.240121,[18  4] ; [11 10],[14.8372093  7.1627907] ; [14.1627907  6.8372093],0
s8,1,0.06988,3.285826,[15 55] ; [ 4 42],[11.46551724 58.53448276] ; [ 7.53448276 38.46551724],0
p7,1,0.072242,3.231326,[41 28] ; [19 26],[36.31578947 32.68421053] ; [23.68421053 21.31578947],0
r4,1,0.074994,3.170186,[48 22] ; [24 22],[43.44827586 26.55172414] ; [28.55172414 17.44827586],0
p3,1,0.077165,3.123614,[24 45] ; [ 9 37],[19.8 49.2] ; [13.2 32.8],0
a5,1,0.080968,3.045369,[42 28] ; [20 26],[37.4137931 32.5862069] ; [24.5862069 21.4137931],0
n4,1,0.098461,2.730304,[50 20] ; [26 20],[45.86206897 24.13793103] ; [30.13793103 15.86206897],0
p6,1,0.098853,2.723946,[14 53] ; [ 4 40],[10.86486486 56.13513514] ; [ 7.13513514 36.86486486],0
a8,1,0.105189,2.625055,[ 7 59] ; [ 1 42],[ 4.8440367 61.1559633] ; [ 3.1559633 39.8440367],0
n2,1,0.139919,2.178854,[17  5] ; [13 10],[14.66666667  7.33333333] ; [15.33333333  7.66666667],0
b3,1,0.154944,2.022886,[23 24] ; [ 9 19],[20.05333333 26.94666667] ; [11.94666667 16.05333333],0
