Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3e-06,22.031386,[40 44] ; [ 22 104],[24.8 59.2] ; [37.2 88.8],1
r3,1,0.000104,15.057579,[81  5] ; [93 34],[70.25352113 15.74647887] ; [103.74647887  23.25352113],1
d4,1,0.001845,9.697199,[74 12] ; [86 42],[64.29906542 21.70093458] ; [95.70093458 32.29906542],0
r1,1,0.002552,9.102904,[67 20] ; [73 55],[56.65116279 30.34883721] ; [83.34883721 44.65116279],0
d1,1,0.003903,8.328501,[50 37] ; [48 80],[39.65581395 47.34418605] ; [58.34418605 69.65581395],0
d5,1,0.004887,7.920719,[70 17] ; [80 48],[60.69767442 26.30232558] ; [89.30232558 38.69767442],0
v1,1,0.005078,7.851543,[40 43] ; [37 90],[30.43333333 52.56666667] ; [46.56666667 80.43333333],0
p11,1,0.00622,7.485369,[63 24] ; [69 59],[53.41395349 33.58604651] ; [78.58604651 49.41395349],0
s8,1,0.023956,5.097785,[28 59] ; [ 24 104],[21.04186047 65.95813953] ; [30.95813953 97.04186047],0
v4,1,0.025394,4.996791,[77 10] ; [97 30],[70.73831776 16.26168224] ; [103.26168224  23.73831776],0
p9,1,0.025852,4.965908,[64 21] ; [75 49],[56.53110048 28.46889952] ; [82.46889952 41.53110048],0
a7,1,0.043666,4.069412,[62 24] ; [75 53],[55.05607477 30.94392523] ; [81.94392523 46.05607477],0
p10,1,0.064008,3.430355,[57 29] ; [68 59],[50.46948357 35.53051643] ; [74.53051643 52.46948357],0
s6,1,0.065136,3.401526,[43 42] ; [48 79],[36.48584906 48.51415094] ; [54.51415094 72.48584906],0
s2,1,0.066879,3.358005,[34 52] ; [35 92],[27.85915493 58.14084507] ; [41.14084507 85.85915493],0
p2,1,0.071482,3.248658,[55 32] ; [65 63],[48.55813953 38.44186047] ; [71.44186047 56.55813953],0
r4,1,0.073095,3.212113,[67 20] ; [84 44],[61.10232558 25.89767442] ; [89.89767442 38.10232558],0
s7,1,0.083632,2.992873,[31 53] ; [31 90],[25.40487805 58.59512195] ; [36.59512195 84.40487805],0
d2,1,0.094707,2.792491,[42 44] ; [47 79],[36.10377358 49.89622642] ; [52.89622642 73.10377358],0
n5,1,0.096032,2.770236,[46 40] ; [83 45],[51.8411215 34.1588785] ; [77.1588785 50.8411215],0
n3,1,0.11857,2.436115,[19  8] ; [26 24],[15.77922078 11.22077922] ; [29.22077922 20.77922078],0
a5,1,0.122522,2.384786,[60 27] ; [75 53],[54.62790698 32.37209302] ; [80.37209302 47.62790698],0
n6,1,0.145391,2.119953,[65 22] ; [83 44],[60.1682243 26.8317757] ; [87.8317757 39.1682243],0
p5,1,0.151364,2.05845,[ 1 86] ; [  6 122],[ 2.83255814 84.16744186] ; [  4.16744186 123.83255814],0
s3,1,0.166139,1.91744,[41 46] ; [47 78],[36.11320755 50.88679245] ; [51.88679245 73.11320755],0
u2,1,0.217287,1.522198,[15 12] ; [20 29],[12.43421053 14.56578947] ; [22.56578947 26.43421053],0
r2,1,0.223286,1.483125,[78  8] ; [108  19],[75.09859155 10.90140845] ; [110.90140845  16.09859155],0
b1,1,0.252848,1.307499,[28 59] ; [51 77],[31.96744186 55.03255814] ; [47.03255814 80.96744186],0
d3,1,0.258104,1.278897,[53 34] ; [68 60],[48.9627907 38.0372093] ; [72.0372093 55.9627907],0
s1,1,0.268304,1.225399,[ 2 83] ; [  7 121],[ 3.5915493 81.4084507] ; [  5.4084507 122.5915493],0
p6,1,0.270996,1.2117,[ 9 77] ; [  8 119],[ 6.86384977 79.13615023] ; [ 10.13615023 116.86384977],0
u3,1,0.30374,1.0577,[16 11] ; [23 26],[13.85526316 13.14473684] ; [25.14473684 23.85526316],0
a3,1,0.345051,0.891573,[60 27] ; [79 47],[56.77464789 30.22535211] ; [82.22535211 43.77464789],0
a4,1,0.350236,0.8726,[38 49] ; [47 79],[34.71830986 52.28169014] ; [50.28169014 75.71830986],0
n1,1,0.379304,0.772955,[ 8 19] ; [21 32],[ 9.7875 17.2125] ; [19.2125 33.7875],0
n2,1,0.409486,0.680291,[20  8] ; [33 20],[18.32098765  9.67901235] ; [34.67901235 18.32098765],0
u1,1,0.414207,0.666693,[12 75] ; [ 13 115],[10.11627907 76.88372093] ; [ 14.88372093 113.11627907],0
a8,1,0.500101,0.454723,[ 8 72] ; [  9 114],[ 6.69950739 73.30049261] ; [ 10.30049261 112.69950739],0
b5,1,0.570767,0.3214,[55 32] ; [76 52],[53.00930233 33.99069767] ; [77.99069767 50.00930233],0
