Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.001335,10.29418,[ 4 68] ; [2 2],[ 5.68421053 66.31578947] ; [0.31578947 3.68421053],0
s1,1,0.027605,4.852553,[ 2 69] ; [1 3],[ 2.84 68.16] ; [0.16 3.84],0
p3,1,0.065552,3.391024,[22 50] ; [3 1],[23.68421053 48.31578947] ; [1.31578947 2.68421053],0
p8,1,0.081492,3.034899,[23 48] ; [3 1],[24.61333333 46.38666667] ; [1.38666667 2.61333333],0
s2,1,0.10407,2.64203,[25 47] ; [3 1],[26.52631579 45.47368421] ; [1.47368421 2.52631579],0
s8,1,0.119137,2.42863,[26 46] ; [3 1],[27.47368421 44.52631579] ; [1.52631579 2.47368421],0
a7,1,0.119137,2.42863,[46 26] ; [1 3],[44.52631579 27.47368421] ; [2.47368421 1.52631579],0
a6,1,0.125121,2.352015,[45 26] ; [1 3],[43.54666667 27.45333333] ; [2.45333333 1.54666667],0
s5,1,0.169117,1.890756,[14 54] ; [2 2],[15.11111111 52.88888889] ; [0.88888889 3.11111111],0
b1,1,0.170994,1.874211,[29 43] ; [3 1],[30.31578947 41.68421053] ; [1.68421053 2.31578947],0
p11,1,0.170994,1.874211,[43 29] ; [1 3],[41.68421053 30.31578947] ; [2.31578947 1.68421053],0
a4,1,0.291295,1.113625,[37 34] ; [1 3],[35.97333333 35.02666667] ; [2.02666667 1.97333333],0
b5,1,0.304022,1.056469,[53 19] ; [2 2],[52.10526316 19.89473684] ; [2.89473684 1.10526316],0
d1,1,0.304231,1.055556,[35 37] ; [3 1],[36. 36.] ; [2. 2.],0
d2,1,0.343987,0.895517,[35 36] ; [1 3],[34.08 36.92] ; [1.92 2.08],0
a3,1,0.361791,0.831668,[50 20] ; [2 2],[49.18918919 20.81081081] ; [2.81081081 1.18918919],0
p6,1,0.440291,0.595524,[22 48] ; [2 2],[22.7027027 47.2972973] ; [1.2972973 2.7027027],0
u1,1,0.471618,0.518182,[ 9 63] ; [1 3],[ 9.47368421 62.52631579] ; [0.52631579 3.47368421],0
b4,1,0.509136,0.435842,[42 30] ; [3 1],[42.63157895 29.36842105] ; [2.36842105 1.63157895],0
a5,1,0.61643,0.250917,[45 27] ; [2 2],[44.52631579 27.47368421] ; [2.47368421 1.52631579],0
u2,1,0.636302,0.223611,[ 7 14] ; [1 1],[ 7.30434783 13.69565217] ; [0.69565217 1.30434783],0
v1,1,0.64883,0.207378,[27 43] ; [2 2],[27.43243243 42.56756757] ; [1.56756757 2.43243243],0
n6,1,0.716324,0.132042,[47 24] ; [3 1],[47.33333333 23.66666667] ; [2.66666667 1.33333333],0
r1,1,0.729887,0.119216,[48 24] ; [3 1],[48.31578947 23.68421053] ; [2.68421053 1.31578947],0
d5,1,0.890759,0.018863,[51 20] ; [3 1],[51.12 19.88] ; [2.88 1.12],0
p7,1,0.890759,0.018863,[33 38] ; [2 2],[33.13333333 37.86666667] ; [1.86666667 2.13333333],0
v3,1,0.934746,0.006704,[18 49] ; [1 3],[17.92957746 49.07042254] ; [1.07042254 2.92957746],0
b2,1,0.96165,0.002312,[17 32] ; [1 2],[16.96153846 32.03846154] ; [1.03846154 1.96153846],0
b3,1,0.96165,0.002312,[17 32] ; [1 2],[16.96153846 32.03846154] ; [1.03846154 1.96153846],0
p2,1,1.0,0.0,[54 18] ; [3 1],[54. 18.] ; [3. 1.],0
