Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,42.368995,[ 7 52] ; [47 21],[25.08661417 33.91338583] ; [28.91338583 39.08661417],1
s6,1,1e-05,19.495904,[20 39] ; [49 18],[32.30952381 26.69047619] ; [36.69047619 30.30952381],1
d5,1,0.005262,7.787231,[52  7] ; [45 22],[45.42063492 13.57936508] ; [51.57936508 15.42063492],0
s4,1,0.009751,6.679863,[ 4 55] ; [16 52],[ 9.29133858 49.70866142] ; [10.70866142 57.29133858],0
s7,1,0.015298,5.881846,[12 42] ; [27 35],[18.15517241 35.84482759] ; [20.84482759 41.15517241],0
p8,1,0.041877,4.140163,[29 28] ; [22 45],[23.44354839 33.55645161] ; [27.55645161 39.44354839],0
s5,1,0.049362,3.863006,[ 7 49] ; [17 46],[11.29411765 44.70588235] ; [12.70588235 50.29411765],0
a7,1,0.054781,3.688727,[45 14] ; [41 27],[39.95275591 19.04724409] ; [46.04724409 21.95275591],0
n2,1,0.074574,3.179348,[10  6] ; [20  3],[12.30769231  3.69230769] ; [17.69230769  5.30769231],0
s8,1,0.087962,2.911279,[15 44] ; [27 41],[19.51181102 39.48818898] ; [22.48818898 45.51181102],0
d4,1,0.151763,2.054443,[44 15] ; [56 10],[47.2 11.8] ; [52.8 13.2],0
v2,1,0.162692,1.949027,[31 24] ; [26 34],[27.26086957 27.73913043] ; [29.73913043 30.26086957],0
a4,1,0.174478,1.844039,[26 33] ; [22 46],[22.2992126 36.7007874] ; [25.7007874 42.2992126],0
a2,1,0.1913,1.707577,[13 46] ; [ 9 59],[10.22047244 48.77952756] ; [11.77952756 56.22047244],0
d2,1,0.195148,1.678316,[26 33] ; [22 45],[22.47619048 36.52380952] ; [25.52380952 41.47619048],0
a3,1,0.19824,1.655293,[42 17] ; [41 27],[38.55905512 20.44094488] ; [44.44094488 23.55905512],0
a6,1,0.207773,1.586878,[44 15] ; [43 24],[40.73809524 18.26190476] ; [46.26190476 20.73809524],0
u1,1,0.249818,1.324321,[ 8 51] ; [ 5 63],[ 6.03937008 52.96062992] ; [ 6.96062992 61.03937008],0
u3,1,0.268948,1.222104,[12  5] ; [22  4],[13.44186047  3.55813953] ; [20.55813953  5.44186047],0
r2,1,0.309206,1.034064,[55  4] ; [66  2],[56.21259843  2.78740157] ; [64.78740157  3.21259843],0
n5,1,0.314831,1.010299,[20 38] ; [29 38],[22.736 35.264] ; [26.264 40.736],0
v4,1,0.327604,0.958344,[55  4] ; [64  2],[56.168  2.832] ; [62.832  3.168],0
b1,1,0.343248,0.898261,[31 28] ; [30 38],[28.33858268 30.66141732] ; [32.66141732 35.33858268],0
r1,1,0.423675,0.640098,[53  6] ; [57 10],[51.50793651  7.49206349] ; [58.49206349  8.50793651],0
p4,1,0.452702,0.563878,[29 29] ; [29 38],[26.912 31.088] ; [31.088 35.912],0
a8,1,0.51142,0.431162,[ 7 46] ; [ 6 58],[ 5.88888889 47.11111111] ; [ 7.11111111 56.88888889],0
p10,1,0.515081,0.423732,[33 24] ; [42 24],[34.75609756 22.24390244] ; [40.24390244 25.75609756],0
p5,1,0.52043,0.413041,[ 3 54] ; [ 2 65],[ 2.2983871 54.7016129] ; [ 2.7016129 64.2983871],0
a5,1,0.567507,0.326871,[41 18] ; [44 24],[39.48818898 19.51181102] ; [45.51181102 22.48818898],0
p7,1,0.583411,0.300752,[27 30] ; [33 30],[28.5 28.5] ; [31.5 31.5],0
b5,1,0.633555,0.22727,[38 21] ; [41 27],[36.7007874 22.2992126] ; [42.2992126 25.7007874],0
v1,1,0.635641,0.224489,[27 32] ; [27 38],[25.69354839 33.30645161] ; [28.30645161 36.69354839],0
u2,1,0.641581,0.21668,[12  5] ; [20  6],[12.65116279  4.34883721] ; [19.34883721  6.65116279],0
n4,1,0.651907,0.203505,[31 28] ; [33 35],[29.73228346 29.26771654] ; [34.26771654 33.73228346],0
p1,1,0.690009,0.159075,[ 4 54] ; [ 6 62],[ 4.6031746 53.3968254] ; [ 5.3968254 62.6031746],0
p2,1,0.764312,0.089894,[44 14] ; [50 18],[43.26984127 14.73015873] ; [50.73015873 17.26984127],0
p9,1,0.811402,0.056939,[40 17] ; [45 21],[39.3902439 17.6097561] ; [45.6097561 20.3902439],0
d3,1,0.881859,0.022086,[38 21] ; [44 23],[38.3968254 20.6031746] ; [43.6031746 23.3968254],0
p3,1,0.885755,0.020643,[24 34] ; [29 39],[24.3968254 33.6031746] ; [28.6031746 39.3968254],0
n3,1,0.889735,0.019221,[12  3] ; [18  4],[12.16216216  2.83783784] ; [17.83783784  4.16216216],0
p11,1,0.891036,0.018767,[38 21] ; [43 25],[37.62992126 21.37007874] ; [43.37007874 24.62992126],0
b4,1,0.891531,0.018596,[34 25] ; [40 28],[34.37795276 24.62204724] ; [39.62204724 28.37795276],0
s1,1,0.903182,0.014797,[ 3 56] ; [ 3 62],[ 2.85483871 56.14516129] ; [ 3.14516129 61.85483871],0
d1,1,0.904029,0.014538,[28 31] ; [33 35],[28.33858268 30.66141732] ; [32.66141732 35.33858268],0
n1,1,0.956688,0.00295,[7 9] ; [ 9 12],[6.91891892 9.08108108] ; [ 9.08108108 11.91891892],0
b3,1,0.957806,0.002799,[ 9 25] ; [10 27],[ 9.09859155 24.90140845] ; [ 9.90140845 27.09859155],0
b2,1,0.957806,0.002799,[ 9 25] ; [10 27],[ 9.09859155 24.90140845] ; [ 9.90140845 27.09859155],0
p6,1,0.985747,0.000319,[13 43] ; [15 50],[12.95867769 43.04132231] ; [15.04132231 49.95867769],0
v3,1,0.988637,0.000203,[16 38] ; [18 43],[15.96521739 38.03478261] ; [18.03478261 42.96521739],0
