Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,68.554879,[12 70] ; [63 16],[38.19875776 43.80124224] ; [36.80124224 42.19875776],1
s7,1,2e-06,22.622762,[17 60] ; [45 30],[31.40789474 45.59210526] ; [30.59210526 44.40789474],1
s6,1,4e-06,21.426097,[33 48] ; [60 18],[47.37735849 33.62264151] ; [45.62264151 32.37735849],1
v1,1,0.000129,14.662121,[21 60] ; [43 34],[32.81012658 48.18987342] ; [31.18987342 45.81012658],1
s8,1,0.000832,11.168447,[21 61] ; [40 38],[31.2625 50.7375] ; [29.7375 48.2625],1
p7,1,0.021257,5.305603,[23 60] ; [34 41],[29.94303797 53.05696203] ; [27.05696203 47.94303797],0
n1,1,0.033514,4.519316,[ 8 21] ; [15 12],[11.91071429 17.08928571] ; [11.08928571 15.91071429],0
p10,1,0.053264,3.735626,[44 37] ; [54 24],[49.9245283 31.0754717] ; [48.0754717 29.9245283],0
s5,1,0.067976,3.331223,[17 61] ; [26 48],[22.06578947 55.93421053] ; [20.93421053 53.06578947],0
p9,1,0.078312,3.0996,[47 34] ; [55 22],[52.29113924 28.70886076] ; [49.70886076 27.29113924],0
v2,1,0.083235,3.000575,[37 42] ; [45 29],[42.33986928 36.66013072] ; [39.66013072 34.33986928],0
r1,1,0.122352,2.386948,[55 28] ; [61 18],[59.43209877 23.56790123] ; [56.56790123 22.43209877],0
n5,1,0.143993,2.134761,[46 37] ; [52 26],[50.52173913 32.47826087] ; [47.47826087 30.52173913],0
r4,1,0.147521,2.097696,[68 15] ; [71  8],[71.21604938 11.78395062] ; [67.78395062 11.21604938],0
p8,1,0.19027,1.715523,[23 60] ; [15 64],[19.4691358 63.5308642] ; [18.5308642 60.4691358],0
a8,1,0.198898,1.650444,[ 6 72] ; [11 67],[ 8.5 69.5] ; [ 8.5 69.5],0
s4,1,0.205868,1.60025,[13 68] ; [19 60],[16.2 64.8] ; [15.8 63.2],0
a4,1,0.22015,1.503393,[32 51] ; [38 41],[35.86419753 47.13580247] ; [34.13580247 44.86419753],0
a3,1,0.224162,1.477529,[48 35] ; [53 26],[51.74691358 31.25308642] ; [49.25308642 29.74691358],0
u2,1,0.233384,1.420118,[17 17] ; [17  9],[19.26666667 14.73333333] ; [14.73333333 11.26666667],0
d1,1,0.267698,1.228505,[39 44] ; [44 35],[42.52469136 40.47530864] ; [40.47530864 38.52469136],0
v4,1,0.268428,1.224764,[71 12] ; [72  7],[73.2654321  9.7345679] ; [69.7345679  9.2654321],0
b5,1,0.288748,1.12545,[49 34] ; [53 26],[52.25925926 30.74074074] ; [49.74074074 29.25925926],0
p12,1,0.296334,1.090621,[ 4 79] ; [ 7 71],[ 5.67080745 77.32919255] ; [ 5.32919255 72.67080745],0
u3,1,0.335375,0.928031,[20 15] ; [18  8],[21.80327869 13.19672131] ; [16.19672131  9.80327869],0
n6,1,0.340853,0.90722,[64 19] ; [55 23],[61.34782609 21.65217391] ; [57.65217391 20.34782609],0
b1,1,0.354729,0.856469,[36 47] ; [40 39],[38.9382716 44.0617284] ; [37.0617284 41.9382716],0
u4,1,0.371345,0.799158,[ 2 81] ; [ 4 75],[ 3.07407407 79.92592593] ; [ 2.92592593 76.07407407],0
p4,1,0.430155,0.622404,[26 56] ; [29 48],[28.36477987 53.63522013] ; [26.63522013 50.36477987],0
u1,1,0.431316,0.619276,[11 72] ; [14 65],[12.80864198 70.19135802] ; [12.19135802 66.80864198],0
n2,1,0.456302,0.55495,[21  9] ; [22  6],[22.24137931  7.75862069] ; [20.75862069  7.24137931],0
d5,1,0.468404,0.525739,[56 27] ; [56 21],[58.1 24.9] ; [53.9 23.1],0
s1,1,0.476266,0.507402,[ 5 78] ; [ 7 71],[ 6.1863354 76.8136646] ; [ 5.8136646 72.1863354],0
r2,1,0.476348,0.507214,[73  9] ; [72  6],[74.3125  7.6875] ; [70.6875  7.3125],0
d3,1,0.489763,0.477048,[44 39] ; [45 32],[46.16875 36.83125] ; [42.83125 34.16875],0
p1,1,0.490761,0.474857,[ 5 78] ; [ 7 72],[ 6.14814815 76.85185185] ; [ 5.85185185 73.14814815],0
p3,1,0.500684,0.453485,[26 57] ; [28 49],[28.0125 54.9875] ; [25.9875 51.0125],0
p6,1,0.525643,0.402807,[17 66] ; [19 58],[18.675 64.325] ; [17.325 59.675],0
a1,1,0.566987,0.32775,[ 6 77] ; [ 4 75],[ 5.12345679 77.87654321] ; [ 4.87654321 74.12345679],0
n4,1,0.570907,0.321167,[50 33] ; [51 28],[51.74691358 31.25308642] ; [49.25308642 29.74691358],0
a6,1,0.573263,0.317253,[50 33] ; [43 34],[48.24375 34.75625] ; [44.75625 32.24375],0
n3,1,0.573305,0.317183,[21  8] ; [17  9],[20.03636364  8.96363636] ; [17.96363636  8.03636364],0
d2,1,0.69705,0.151559,[39 43] ; [39 38],[40.22641509 41.77358491] ; [37.77358491 39.22641509],0
b4,1,0.718551,0.129885,[46 37] ; [46 33],[47.13580247 35.86419753] ; [44.86419753 34.13580247],0
d4,1,0.762225,0.091543,[63 20] ; [60 17],[63.80625 19.19375] ; [59.19375 17.80625],0
a5,1,0.793246,0.068695,[53 30] ; [52 27],[53.7962963 29.2037037] ; [51.2037037 27.7962963],0
p11,1,0.80101,0.063524,[52 31] ; [51 28],[52.77160494 30.22839506] ; [50.22839506 28.77160494],0
p5,1,0.868433,0.027439,[ 5 78] ; [ 5 70],[ 5.25316456 77.74683544] ; [ 4.74683544 70.25316456],0
a2,1,0.880869,0.02246,[15 68] ; [15 64],[15.37037037 67.62962963] ; [14.62962963 64.37037037],0
a7,1,0.934564,0.006741,[52 31] ; [49 30],[51.74691358 31.25308642] ; [49.25308642 29.74691358],0
b2,1,0.940967,0.005484,[18 32] ; [18 33],[17.82178218 32.17821782] ; [18.17821782 32.82178218],0
b3,1,0.940967,0.005484,[18 32] ; [18 33],[17.82178218 32.17821782] ; [18.17821782 32.82178218],0
v3,1,0.978341,0.000737,[28 52] ; [25 46],[28.0794702 51.9205298] ; [24.9205298 46.0794702],0
