Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,89.027774,[414  12] ; [60 29],[392.08543689  33.91456311] ; [81.91456311  7.08543689],1
r2,1,0.0,48.766272,[414   8] ; [69 17],[401.23228346  20.76771654] ; [81.76771654  4.23228346],1
u1,1,1e-06,23.262707,[115 311] ; [ 3 86],[ 97.60776699 328.39223301] ; [20.39223301 68.60776699],1
a2,1,3.2e-05,17.316053,[136 290] ; [ 9 80],[119.94174757 306.05825243] ; [25.05825243 63.94174757],1
a5,1,0.000189,13.938394,[345  81] ; [56 33],[331.70097087  94.29902913] ; [69.29902913 19.70097087],1
r3,1,0.001024,10.782868,[414   9] ; [81  8],[408.95507812  14.04492188] ; [86.04492188  2.95507812],0
a4,1,0.001115,10.625553,[224 201] ; [30 59],[210.01945525 214.98054475] ; [43.98054475 45.01945525],0
d5,1,0.001275,10.378959,[386  40] ; [70 19],[377.1961165  48.8038835] ; [78.8038835 10.1961165],0
d1,1,0.002305,9.289491,[313 113] ; [51 38],[301.09514563 124.90485437] ; [62.90485437 26.09514563],0
n4,1,0.002743,8.971226,[343  82] ; [59 30],[332.39299611  92.60700389] ; [69.60700389 19.39299611],0
n5,1,0.004117,8.231335,[335  89] ; [57 31],[324.625  99.375] ; [67.375 20.625],0
s8,1,0.004933,7.903879,[250 174] ; [38 51],[238.03508772 185.96491228] ; [49.96491228 39.03508772],0
s3,1,0.004994,7.881555,[308 112] ; [52 37],[297.05304519 122.94695481] ; [62.94695481 26.05304519],0
v4,1,0.006356,7.44658,[412  12] ; [81  8],[407.46978558  16.53021442] ; [85.53021442  3.46978558],0
a8,1,0.00676,7.335716,[ 62 323] ; [ 4 80],[ 54.17910448 330.82089552] ; [11.82089552 72.17910448],0
a3,1,0.011014,6.462999,[331  94] ; [58 31],[321.64396887 103.35603113] ; [67.35603113 21.64396887],0
s7,1,0.0125,6.238472,[262 148] ; [42 43],[251.7979798 158.2020202] ; [52.2020202 32.7979798],0
a1,1,0.016169,5.784455,[ 23 403] ; [11 78],[ 28.12427184 397.87572816] ; [ 5.87572816 83.12427184],0
a6,1,0.021018,5.32532,[297 128] ; [51 38],[287.74319066 137.25680934] ; [60.25680934 28.74319066],0
d2,1,0.02644,4.926986,[241 184] ; [39 50],[231.51750973 193.48249027] ; [48.48249027 40.51750973],0
u3,1,0.035212,4.434844,[66 27] ; [15 15],[61.24390244 31.75609756] ; [19.75609756 10.24390244],0
a7,1,0.03936,4.245274,[326  99] ; [59 30],[318.33657588 106.66342412] ; [66.66342412 22.33657588],0
p2,1,0.05758,3.605752,[366  57] ; [70 19],[360.2109375  62.7890625] ; [75.7890625 13.2109375],0
p10,1,0.063901,3.433115,[359  63] ; [67 20],[353.18664047  68.81335953] ; [72.81335953 14.18664047],0
n6,1,0.089033,2.891771,[370  52] ; [72 17],[365.01761252  56.98238748] ; [76.98238748 12.01761252],0
n3,1,0.135308,2.230518,[61 23] ; [18 13],[57.70434783 26.29565217] ; [21.29565217  9.70434783],0
b3,1,0.150525,2.06692,[106 151] ; [18 40],[101.16825397 155.83174603] ; [22.83174603 35.16825397],0
b2,1,0.150525,2.06692,[106 151] ; [18 40],[101.16825397 155.83174603] ; [22.83174603 35.16825397],0
p7,1,0.160655,1.968048,[280 130] ; [52 34],[274.43548387 135.56451613] ; [57.56451613 28.43548387],0
p9,1,0.166783,1.91162,[371  49] ; [73 15],[367.08661417  52.91338583] ; [76.91338583 11.08661417],0
v2,1,0.195046,1.679086,[249 159] ; [46 40],[243.6437247 164.3562753] ; [51.3562753 34.6437247],0
p8,1,0.203321,1.618359,[233 185] ; [42 45],[227.62376238 190.37623762] ; [47.37623762 39.62376238],0
d3,1,0.207905,1.585956,[337  89] ; [65 24],[332.52815534  93.47184466] ; [69.47184466 19.52815534],0
p4,1,0.2359,1.40493,[285 139] ; [54 35],[280.1871345 143.8128655] ; [58.8128655 30.1871345],0
s2,1,0.316291,1.004222,[290 134] ; [56 33],[285.97270955 138.02729045] ; [60.02729045 28.97270955],0
p1,1,0.325519,0.966642,[ 37 385] ; [ 5 84],[ 34.68493151 387.31506849] ; [ 7.31506849 81.68493151],0
s4,1,0.351644,0.867515,[ 85 334] ; [22 67],[ 88.25393701 330.74606299] ; [18.74606299 70.25393701],0
p12,1,0.368218,0.809669,[ 47 377] ; [ 7 82],[ 44.63157895 379.36842105] ; [ 9.36842105 79.63157895],0
s5,1,0.489272,0.478128,[190 225] ; [35 49],[187.1242485 227.8757515] ; [37.8757515 46.1242485],0
u2,1,0.530224,0.393961,[61 31] ; [18 12],[59.57377049 32.42622951] ; [19.42622951 10.57377049],0
u4,1,0.540668,0.374303,[ 15 411] ; [ 2 87],[ 14.06213592 411.93786408] ; [ 2.93786408 86.06213592],0
v3,1,0.606093,0.265903,[172 239] ; [33 52],[169.86895161 241.13104839] ; [35.13104839 49.86895161],0
b4,1,0.619579,0.24646,[256 170] ; [56 33],[258.0815534 167.9184466] ; [53.9184466 35.0815534],0
b1,1,0.639136,0.219874,[161 265] ; [36 53],[162.95533981 263.04466019] ; [34.04466019 54.95533981],0
p3,1,0.675623,0.175095,[230 195] ; [46 43],[228.21011673 196.78988327] ; [47.78988327 41.21011673],0
p5,1,0.701654,0.146757,[ 56 367] ; [13 75],[ 57.11741683 365.88258317] ; [11.88258317 76.11741683],0
p6,1,0.729051,0.119985,[177 242] ; [35 52],[175.54940711 243.45059289] ; [36.45059289 50.54940711],0
b5,1,0.77599,0.080968,[266 160] ; [57 32],[267.18058252 158.81941748] ; [55.81941748 33.18058252],0
n2,1,0.812886,0.056029,[64 21] ; [24  7],[64.48275862 20.51724138] ; [23.51724138  7.48275862],0
p11,1,0.881761,0.022123,[332  94] ; [70 19],[332.52815534  93.47184466] ; [69.47184466 19.52815534],0
n1,1,0.887667,0.019953,[34 50] ; [13 18],[34.33043478 49.66956522] ; [12.66956522 18.33043478],0
v1,1,0.910519,0.01263,[244 171] ; [50 36],[243.53293413 171.46706587] ; [50.46706587 35.53293413],0
s1,1,0.988788,0.000197,[ 14 405] ; [ 3 86],[ 14.02165354 404.97834646] ; [ 2.97834646 86.02165354],0
